participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran,key_resp.rt
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,,,,,,,,,,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,left,0,3.7293,0,0,0,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,5.1206,0,1,1,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,up,0,1.4512,0,2,2,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,2.5614,1,0,3,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,1.444,1,1,4,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,0.9999,1,2,5,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,1.8869,2,0,6,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.3396,2,1,7,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,1.6771,2,2,8,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,up,0,1.2094,3,0,9,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,1.2468,3,1,10,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,2.3775,3,2,11,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,p,,,,,,,,,,0,0,0,1,1,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,2.4309,0,0,0,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,2.4684,0,1,1,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.9917,0,2,2,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,2.4025,1,0,3,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.3175,1,1,4,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.4752,1,2,5,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,2.1312,2,0,6,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.1915,2,1,7,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,right,0,1.2566,2,2,8,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,up,0,1.0658,3,0,9,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.7227,3,1,10,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.8079,3,2,11,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,m,,,,,,,,,space,0,1,1,0,1,18.0493
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,up,0,1.3394,0,0,0,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,right,0,1.8771,0,1,1,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.0018,0,2,2,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.1881,1,0,3,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,up,0,1.1211,1,1,4,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.4189,1,2,5,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,1.1213,2,0,6,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.0375,2,1,7,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.1438,2,2,8,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.3712,3,0,9,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,0.9793,3,1,10,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.1744,3,2,11,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,m,,,,,,,,,,1,0,2,0,1,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,2.6302,0,0,0,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,1.2542,0,1,1,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.7702,0,2,2,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,1.2699,1,0,3,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,up,0,1.4845,1,1,4,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.33,1,2,5,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.0889,2,0,6,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,up,0,0.8743,2,1,7,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,left,0,0.7559,2,2,8,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.2544,3,0,9,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,0.8657,3,1,10,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,1.2585,3,2,11,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,p,,,,,,,,,space,1,1,3,1,1,16.974
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,left,0,1.1148,0,0,0,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,up,0,1.4349,0,1,1,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,4.2525,0,2,2,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.4879,1,0,3,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,1.5757,1,1,4,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,1.5886,1,2,5,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,0.9198,2,0,6,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,up,0,0.9838,2,1,7,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.8755,2,2,8,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,up,0,0.704,3,0,9,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,0.97,3,1,10,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,1.7337,3,2,11,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,p,,,,,,,,,,2,0,4,1,1,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,up,0,1.9228,0,0,0,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,up,0,1.2749,0,1,1,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,2.2632,0,2,2,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.1973,1,0,3,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,right,0,1.4942,1,1,4,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,1.1391,1,2,5,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,right,0,1.1272,2,0,6,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.7373,2,1,7,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,2.1433,2,2,8,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.251,3,0,9,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.6683,3,1,10,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,right,0,2.5184,3,2,11,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,m,,,,,,,,,space,2,1,5,0,1,19.9584
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,0.9536,0,0,0,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,3.1864,0,1,1,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,right,0,1.4354,0,2,2,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,right,0,2.8218,1,0,3,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.7099,1,1,4,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.3221,1,2,5,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,up,0,1.6547,2,0,6,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.0744,2,1,7,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,0.7542,2,2,8,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,up,0,0.8624,3,0,9,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.4588,3,1,10,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,0.8751,3,2,11,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,m,,,,,,,,,,3,0,6,0,1,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.0246,0,0,0,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,0.7346,0,1,1,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,up,0,1.1547,0,2,2,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.0635,1,0,3,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,0.7414,1,1,4,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,0.8053,1,2,5,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,0.9353,2,0,6,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,2.1956,2,1,7,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,1.2904,2,2,8,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,up,0,0.8537,3,0,9,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.1776,3,1,10,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,1.2702,3,2,11,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,p,,,,,,,,,space,3,1,7,1,1,20.6902
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,2.5297,0,0,0,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,2.2401,0,1,1,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,right,0,2.6577,0,2,2,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.2827,1,0,3,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,2.2373,1,1,4,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,up,0,2.0503,1,2,5,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,0.8211,2,0,6,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,0.8944,2,1,7,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.8894,2,2,8,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,0.8894,3,0,9,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,left,0,2.3391,3,1,10,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.2139,3,2,11,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,m,,,,,,,,,,4,0,8,0,1,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,2.9593,0,0,0,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.3529,0,1,1,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,right,0,1.371,0,2,2,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,left,0,1.4855,1,0,3,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,0.5734,1,1,4,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,1.2919,1,2,5,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,0.9613,2,0,6,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,0.7903,2,1,7,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,1.1557,2,2,8,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.5473,3,0,9,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,1.2148,3,1,10,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,1.2131,3,2,11,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,p,,,,,,,,,space,4,1,9,1,1,15.2707
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,0.8087,0,0,0,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,0.8124,0,1,1,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.5248,0,2,2,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,0.7942,1,0,3,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,0.6948,1,1,4,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.3544,1,2,5,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,1.5891,2,0,6,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,up,1,1.5183,2,1,7,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,1.467,2,2,8,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,p,left,0,2.7315,3,0,9,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,p,left,1,0.5968,3,1,10,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,p,right,1,0.657,3,2,11,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,,,,,,,,,,,p,,,,,,,,,,5,0,10,1,1,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,0.9593,0,0,0,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,0.8787,0,1,1,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,1.3084,0,2,2,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.1287,1,0,3,2,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,right,,,,,,,,,spatial,m,right,1,2.5273,1,1,4,1,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,left,,,,,,,,,feature,m,left,1,0.9609,1,2,5,0,1,,,,,,,
KT,2023-05-25_15h37.24.980,supdoc_online,2022.2.5,Win32,59.01794145,up,,,,,,,,,neither,m,up,1,1.1382,2,0,6,2,1,,,,,,,
