participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,check_practice.thisRepN,check_practice.thisTrialN,check_practice.thisN,check_practice.thisIndex,check_practice.ran,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran,key_resp.rt
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.0815,1,0,3,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,1.0428,1,1,4,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,1.4141,1,2,5,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,1.0158,2,0,6,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,1.5976,2,1,7,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,left,0,1.7055,2,2,8,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.2096,3,0,9,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,left,0,1.5256,3,1,10,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,0.8866,3,2,11,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,p,,,,,,,,,space,4,1,9,1,1,20.1153
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,left,1,0.9423,0,0,0,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,right,1,1.7883,0,1,1,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,right,0,2.1725,0,2,2,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,left,1,1.3008,1,0,3,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,1.5788,1,1,4,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,right,1,1.5995,1,2,5,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,right,0,0.9242,2,0,6,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,left,1,0.8463,2,1,7,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,0.9493,2,2,8,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,0.7102,3,0,9,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,left,0,1.2869,3,1,10,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,left,1,0.8046,3,2,11,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,m,,,,,,,,,,5,0,10,0,1,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,0.8473,0,0,0,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,1.2455,0,1,1,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.2742,0,2,2,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,1.9336,1,0,3,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.4868,1,1,4,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,0.6865,1,2,5,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.6712,2,0,6,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,1.015,2,1,7,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,left,0,0.92,2,2,8,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.6537,3,0,9,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,1.332,3,1,10,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,1.767,3,2,11,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,p,,,,,,,,,space,5,1,11,1,1,11.1533
