participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,check_practice.thisRepN,check_practice.thisTrialN,check_practice.thisN,check_practice.thisIndex,check_practice.ran,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran,key_resp.rt
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,3.6488,0,0,0,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.6978,0,1,1,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,right,0,2.4744,0,2,2,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,2.1677,1,0,3,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,left,0,0.9484,1,1,4,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,left,0,0.7841,1,2,5,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.2504,2,0,6,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,right,1,2.9766,2,1,7,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,1.5412,2,2,8,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,right,0,1.0569,3,0,9,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,2.0795,3,1,10,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,right,1,1.5427,3,2,11,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,p,,,,,,,,,space,0,1,1,1,1,12.4962
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,right,1,1.9415,0,0,0,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,left,1,2.199,0,1,1,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,right,0,1.1624,0,2,2,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,2.4381,1,0,3,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,left,1,1.4345,1,1,4,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,left,0,1.1716,1,2,5,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,1.2469,2,0,6,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,up,0,1.1314,2,1,7,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,left,0,2.7372,2,2,8,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,2.4143,3,0,9,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,right,0,0.8974,3,1,10,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,left,0,1.0526,3,2,11,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,m,,,,,,,,,,1,0,2,0,1,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,2.2256,0,0,0,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,right,1,2.5085,0,1,1,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,2.7219,0,2,2,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,right,1,1.8937,1,0,3,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,0.9986,1,1,4,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,2.0153,1,2,5,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,1.3528,2,0,6,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,0.7823,2,1,7,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,1.1798,2,2,8,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,0.8943,3,0,9,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,1.1964,3,1,10,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,1.4831,3,2,11,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,p,,,,,,,,,space,1,1,3,1,1,14.2364
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,1.0725,0,0,0,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,3.0024,0,1,1,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,0.9097,0,2,2,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,right,0,1.7458,1,0,3,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,left,0,2.0864,1,1,4,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,left,0,3.049,1,2,5,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,1.673,2,0,6,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,right,0,1.0331,2,1,7,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,1.1983,2,2,8,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,left,0,1.1016,3,0,9,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,right,1,1.7311,3,1,10,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,right,0,1.1649,3,2,11,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,p,,,,,,,,,,2,0,4,1,1,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,right,0,0.7548,0,0,0,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,0.7865,0,1,1,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,0.92,0,2,2,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,up,0,0.9487,1,0,3,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,0.9466,1,1,4,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,0.9768,1,2,5,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,right,1,2.065,2,0,6,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,1.8835,2,1,7,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,up,0,1.6965,2,2,8,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,1.6512,3,0,9,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,0.5429,3,1,10,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,up,0,0.9809,3,2,11,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,m,,,,,,,,,space,2,1,5,0,1,18.5026
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,1.4824,0,0,0,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,0.6866,0,1,1,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,up,0,0.4637,0,2,2,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,left,1,2.216,1,0,3,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,1.1111,1,1,4,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,right,0,0.7231,1,2,5,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,1.5815,2,0,6,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,0.8638,2,1,7,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,up,0,1.287,2,2,8,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,right,1,1.7352,3,0,9,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,up,0,0.6511,3,1,10,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,0.4125,3,2,11,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,m,,,,,,,,,,3,0,6,0,1,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,left,0,0.6365,0,0,0,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,2.077,0,1,1,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,1.3596,0,2,2,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.7218,1,0,3,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,left,1,1.6326,1,1,4,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,left,0,0.9646,1,2,5,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.3258,2,0,6,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,1.8773,2,1,7,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,left,0,1.2476,2,2,8,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,1.6969,3,0,9,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,0.8003,3,1,10,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,1.2312,3,2,11,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,p,,,,,,,,,space,3,1,7,1,1,20.6649
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,up,1,0.9805,0,0,0,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,left,0,1.4408,0,1,1,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,left,1,1.9148,0,2,2,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,left,1,1.2651,1,0,3,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,1.3874,1,1,4,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,right,0,0.9872,1,2,5,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,right,1,1.022,2,0,6,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,right,0,0.9133,2,1,7,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,up,0,1.4693,2,2,8,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,m,left,0,0.9353,3,0,9,2,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,m,up,0,1.5762,3,1,10,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,m,up,0,1.3295,3,2,11,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,,,,,,,,,,,,,,,,m,,,,,,,,,,4,0,8,0,1,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,left,,,,,,,,,feature,,,,,,p,up,0,1.1834,0,0,0,0,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,right,,,,,,,,,spatial,,,,,,p,up,0,0.9794,0,1,1,1,1,,,,,,,
EB,2023-06-19_14h02.25.134,supdoc_online,2022.2.5,Win32,59.47778505,up,,,,,,,,,neither,,,,,,p,up,1,2.031,0,2,2,2,1,,,,,,,
