participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,check_practice.thisRepN,check_practice.thisTrialN,check_practice.thisN,check_practice.thisIndex,check_practice.ran,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.8475,3,2,11,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,m,,,,,,,,,4,0,8,0,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.788,0,0,0,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.4127,0,1,1,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.0246,0,2,2,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.7997,1,0,3,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.2211,1,1,4,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,0.9853,1,2,5,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.7622,2,0,6,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.9066,2,1,7,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.3855,2,2,8,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.298,3,0,9,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.6931,3,1,10,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.2467,3,2,11,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,p,,,,,,,,,4,1,9,1,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.149,0,0,0,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.6578,0,1,1,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.0013,0,2,2,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,0.953,1,0,3,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,0.9551,1,1,4,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.8545,1,2,5,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,right,1,1.4563,2,0,6,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.7921,2,1,7,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,0.8911,2,2,8,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,m,up,1,0.7738,3,0,9,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,m,left,0,1.0359,3,1,10,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,m,left,1,1.0445,3,2,11,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,m,,,,,,,,,5,0,10,0,1
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,0.9966,0,0,0,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.7857,0,1,1,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,1.1046,0,2,2,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,0.975,1,0,3,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,0.9781,1,1,4,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.9863,1,2,5,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.768,2,0,6,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,0.9366,2,1,7,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,0.971,2,2,8,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,right,,,,,,,,,spatial,,,,,,p,right,1,1.0873,3,0,9,1,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,left,,,,,,,,,feature,,,,,,p,left,1,0.8556,3,1,10,0,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,up,,,,,,,,,neither,,,,,,p,up,1,0.9586,3,2,11,2,1,,,,,
5f4c175e219f12824882c23d,2023-04-05_21h41.08.586,supdoc_online,2022.2.5,Win32,60.01680471,,,,,,,,,,,,,,,,p,,,,,,,,,5,1,11,1,1
