participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,check_practice.thisRepN,check_practice.thisTrialN,check_practice.thisN,check_practice.thisIndex,check_practice.ran,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.keys,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran,key_resp.rt
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,p,left,0,1.6333,2,2,8,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,p,right,1,3.4104,3,0,9,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,p,up,1,2.1806,3,1,10,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,p,right,0,3.9975,3,2,11,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,,,,,,,,,,,,,,,,p,,,,,,,,,,4,0,8,1,1,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,m,up,1,1.9628,0,0,0,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,m,left,1,1.6521,0,1,1,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,m,right,1,2.0972,0,2,2,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,m,left,1,1.3501,1,0,3,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,m,up,1,2.5651,1,1,4,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,m,right,1,2.369,1,2,5,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,m,left,0,2.5322,2,0,6,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,m,left,1,1.5349,2,1,7,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,m,left,0,1.8796,2,2,8,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,m,right,1,1.9527,3,0,9,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,m,up,1,2.0939,3,1,10,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,m,left,1,2.0822,3,2,11,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,,,,,,,,,,,,,,,,m,,,,,,,,,space,4,1,9,0,1,12.9578
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,p,right,1,2.2778,0,0,0,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,p,left,1,4.7154,0,1,1,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,p,up,1,1.8949,0,2,2,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,p,right,1,3.7165,1,0,3,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,p,left,1,0.8852,1,1,4,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,p,up,1,1.3899,1,2,5,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,p,up,1,1.3838,2,0,6,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,p,up,0,2.2988,2,1,7,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,p,left,0,1.6773,2,2,8,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,p,left,1,1.8654,3,0,9,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,p,right,1,1.9826,3,1,10,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,p,up,1,2.2813,3,2,11,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,,,,,,,,,,,,,,,,p,,,,,,,,,,5,0,10,1,1,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,m,left,0,2.0957,0,0,0,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,m,up,0,1.282,0,1,1,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,m,up,0,2.0129,0,2,2,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,m,left,1,3.0023,1,0,3,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,m,up,1,3.6108,1,1,4,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,m,right,1,2.7962,1,2,5,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,m,left,1,1.4851,2,0,6,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,m,left,0,1.0514,2,1,7,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,m,up,1,1.5105,2,2,8,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,up,,,,,,,,,neither,,,,,,m,up,1,2.2825,3,0,9,2,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,right,,,,,,,,,spatial,,,,,,m,right,1,1.6515,3,1,10,1,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,left,,,,,,,,,feature,,,,,,m,left,1,2.7964,3,2,11,0,1,,,,,,,
XC,2023-06-16_14h02.39.606,supdoc_online,2022.2.5,Win32,59.5521677,,,,,,,,,,,,,,,,m,,,,,,,,,space,5,1,11,0,1,4.2286
