participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,,,,,,,,,,,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,,,,,,,,,,,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,right,right,0,7.8936,0,0,0,1,1,spatial,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,up,up,0,5.9211,0,1,1,2,1,neither,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,left,left,0,1.8475,0,2,2,0,1,feature,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,right,up,0,2.2223,1,0,3,1,1,spatial,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,up,up,0,3.7517,1,1,4,2,1,neither,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,left,left,0,1.542,1,2,5,0,1,feature,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,up,up,0,1.7021,2,0,6,2,1,neither,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,left,left,0,1.2084,2,1,7,0,1,feature,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,right,right,0,2.0446,2,2,8,1,1,spatial,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,,,,,,,,,,,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,,,,,,,,,,,,,,,,,,,,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,left,,,,,,,,,feature,m,left,1,2.1037,0,0,0,0,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,right,,,,,,,,,spatial,m,right,1,1.7169,0,1,1,1,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,up,,,,,,,,,neither,m,up,1,1.3432,0,2,2,2,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,up,,,,,,,,,neither,m,up,1,1.5467,1,0,3,2,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,right,,,,,,,,,spatial,m,right,1,1.0022,1,1,4,1,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,left,,,,,,,,,feature,m,left,1,1.0831,1,2,5,0,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,right,,,,,,,,,spatial,m,right,1,1.5696,2,0,6,1,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,left,,,,,,,,,feature,m,left,1,1.7828,2,1,7,0,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,up,,,,,,,,,neither,m,up,1,3.7999,2,2,8,2,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,up,,,,,,,,,neither,m,up,1,1.8244,3,0,9,2,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,right,,,,,,,,,spatial,m,right,1,1.2324,3,1,10,1,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,left,,,,,,,,,feature,m,left,1,1.0304,3,2,11,0,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,,,,,,,,,,,m,,,,,,,,,0,0,0,0,1
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,left,,,,,,,,,feature,p,left,1,1.373,0,0,0,0,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,right,,,,,,,,,spatial,p,right,1,1.0274,0,1,1,1,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,up,,,,,,,,,neither,p,up,1,1.4611,0,2,2,2,1,,,,,
5a520774eedc3200014206b4,2023-04-05_23h27.06.860,supdoc_online,2022.2.5,Win32,20.01240769,up,,,,,,,,,neither,p,up,1,2.6356,1,0,3,2,1,,,,,
