participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,check_practice.thisRepN,check_practice.thisTrialN,check_practice.thisN,check_practice.thisIndex,check_practice.ran,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,right,up,0,8.3202,0,0,0,1,1,spatial,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,left,left,0,2.7885,0,1,1,0,1,feature,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,up,up,0,4.2455,0,2,2,2,1,neither,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,left,left,0,1.6186,1,0,3,0,1,feature,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,right,right,0,1.6489,1,1,4,1,1,spatial,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,up,right,0,2.3527,1,2,5,2,1,neither,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,up,up,0,2.9159,2,0,6,2,1,neither,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,right,right,0,1.7101,2,1,7,1,1,spatial,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,left,left,0,2.9814,2,2,8,0,1,feature,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,left,left,0,1.9685,0,0,0,0,1,feature,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,right,right,0,1.3248,0,1,1,1,1,spatial,,,,,,,,,,,,,,,,,,,
60ec8d7486130161c5f5be55,2023-04-05_21h44.26.641,supdoc_online,2022.2.5,Win32,20.13287699,up,up,0,1.7184,0,2,2,2,1,neither,,,,,,,,,,,,,,,,,,,
