participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,,,,,,,,,,,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,,,,,,,,,,,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,left,0,3.6287,0,0,0,0,1,feature,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,right,0,4.6626,0,1,1,2,1,neither,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,right,0,2.1246,0,2,2,1,1,spatial,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,right,0,1.8182,1,0,3,1,1,spatial,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,up,0,3.3767,1,1,4,2,1,neither,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,left,0,2.215,1,2,5,0,1,feature,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,up,0,2.2488,2,0,6,2,1,neither,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,right,0,1.8988,2,1,7,1,1,spatial,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,left,0,1.4493,2,2,8,0,1,feature,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,,,,,,,,,,,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,,,,,,,,,,,,,,,,,,,,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,p,right,1,16.0551,0,0,0,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,p,left,1,1.2343,0,1,1,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,p,up,1,1.3578,0,2,2,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,p,right,1,2.3319,1,0,3,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,p,up,1,1.7647,1,1,4,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,p,left,1,1.4086,1,2,5,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,p,left,1,1.8326,2,0,6,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,p,up,1,1.4078,2,1,7,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,p,right,1,1.1185,2,2,8,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,p,left,1,0.7918,3,0,9,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,p,up,1,2.0394,3,1,10,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,p,right,1,1.351,3,2,11,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,,,,,,,,,,,p,,,,,,,,,0,0,0,1,1
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,m,left,1,0.9497,0,0,0,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,m,up,1,1.3497,0,1,1,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,m,right,1,1.17,0,2,2,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,m,left,1,0.8018,1,0,3,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,m,right,1,2.0415,1,1,4,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,m,up,1,1.6223,1,2,5,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,m,up,1,1.2327,2,0,6,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,m,left,1,1.1176,2,1,7,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,m,right,1,1.2476,2,2,8,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,m,left,1,1.3843,3,0,9,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,m,right,1,1.405,3,1,10,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,m,up,1,1.2214,3,2,11,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,,,,,,,,,,,m,,,,,,,,,0,1,1,0,1
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,m,up,1,1.8967,0,0,0,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,m,left,1,1.1073,0,1,1,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,m,right,1,3.0667,0,2,2,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,m,left,1,0.7993,1,0,3,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,m,up,1,1.0488,1,1,4,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,m,right,1,1.1665,1,2,5,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,m,up,1,1.0387,2,0,6,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,m,left,1,0.8755,2,1,7,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,m,right,1,1.9743,2,2,8,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,m,right,1,0.9525,3,0,9,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,m,up,1,1.4403,3,1,10,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,m,left,1,0.887,3,2,11,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,,,,,,,,,,,m,,,,,,,,,1,0,2,0,1
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,p,right,1,1.2348,0,0,0,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,p,right,0,1.2079,0,1,1,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,p,left,1,0.6788,0,2,2,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,p,right,1,1.7944,1,0,3,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,p,left,1,0.7253,1,1,4,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,p,up,1,1.8011,1,2,5,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,up,,,,,,,,,neither,p,up,1,1.0618,2,0,6,2,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,right,,,,,,,,,spatial,p,right,1,0.9995,2,1,7,1,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,p,left,1,1.1873,2,2,8,0,1,,,,,
60957c141c93ecc64fe6b4ea,2023-04-05_21h41.23.037,supdoc_online,2022.2.5,Win32,60.90133983,left,,,,,,,,,feature,p,left,1,1.11,3,0,9,0,1,,,,,
