participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.954,0,2,2,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,2.005,1,0,3,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,1.141,1,1,4,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,2.419,1,2,5,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,right,0,2.033,2,0,6,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,1.493,2,1,7,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,1.122,2,2,8,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,1.274,3,0,9,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,right,0,1.217,3,1,10,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,2.28,3,2,11,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,,,,,,,,,,,p,,,,,,,,,0,0,0,1,1
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.954,0,0,0,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.155,0,1,1,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,1.083,0,2,2,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,3.735,1,0,3,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,2.221,1,1,4,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.98,1,2,5,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,3.038,2,0,6,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,1.529,2,1,7,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.122,2,2,8,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,0.996,3,0,9,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,1.344,3,1,10,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,left,0,1.394,3,2,11,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,,,,,,,,,,,m,,,,,,,,,0,1,1,0,1
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,1.131,0,0,0,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.351,0,1,1,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.757,0,2,2,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.71,1,0,3,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,1.109,1,1,4,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.047,1,2,5,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.971,2,0,6,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,2.866,2,1,7,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.6,2,2,8,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.096,3,0,9,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,0.935,3,1,10,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.944,3,2,11,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,,,,,,,,,,,m,,,,,,,,,1,0,2,0,1
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,1.82,0,0,0,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,1.448,0,1,1,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,right,0,1.285,0,2,2,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,1.355,1,0,3,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.109,1,1,4,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.825,1,2,5,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.508,2,0,6,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,2.133,2,1,7,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.969,2,2,8,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,2.315,3,0,9,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.283,3,1,10,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,0.921,3,2,11,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,,,,,,,,,,,p,,,,,,,,,1,1,3,1,1
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.174,0,0,0,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,0.962,0,1,1,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.774,0,2,2,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,2.062,1,0,3,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,0.843,1,1,4,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.901,1,2,5,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.053,2,0,6,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,0.908,2,1,7,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,1.557,2,2,8,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.164,3,0,9,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,2.012,3,1,10,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,0.957,3,2,11,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,,,,,,,,,,,m,,,,,,,,,2,0,4,0,1
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.485,0,0,0,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,1.317,0,1,1,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.976,0,2,2,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,1.608,1,0,3,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.117,1,1,4,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,1.032,1,2,5,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.945,2,0,6,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.084,2,1,7,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,0.993,2,2,8,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,1.035,3,0,9,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,2.885,3,1,10,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.112,3,2,11,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,,,,,,,,,,,p,,,,,,,,,2,1,5,1,1
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,0.94,0,0,0,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,right,0,2.332,0,1,1,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.89,0,2,2,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.961,1,0,3,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,1.126,1,1,4,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,2.178,1,2,5,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,1.387,2,0,6,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.215,2,1,7,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,0.987,2,2,8,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,2.642,3,0,9,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,0.898,3,1,10,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.865,3,2,11,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,,,,,,,,,,,p,,,,,,,,,3,0,6,1,1
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.035,0,0,0,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.829,0,1,1,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,0.825,0,2,2,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.896,1,0,3,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,0.936,1,1,4,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,0.861,1,2,5,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,1.378,2,0,6,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.039,2,1,7,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,0.992,2,2,8,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.067,3,0,9,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.797,3,1,10,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,right,0,0.944,3,2,11,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,,,,,,,,,,,m,,,,,,,,,3,1,7,0,1
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.824,0,0,0,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,1.041,0,1,1,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,1.085,0,2,2,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.792,1,0,3,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,0.884,1,1,4,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,0.878,1,2,5,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,0.844,2,0,6,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,0.911,2,1,7,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.771,2,2,8,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,p,right,1,0.686,3,0,9,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,p,up,1,0.787,3,1,10,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,p,left,1,0.896,3,2,11,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,,,,,,,,,,,p,,,,,,,,,4,0,8,1,1
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.189,0,0,0,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.321,0,1,1,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,1.589,0,2,2,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.765,1,0,3,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,0.929,1,1,4,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,2.745,1,2,5,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.739,2,0,6,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,left,,,,,,,,,feature,m,left,1,1.253,2,1,7,0,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.612,2,2,8,2,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,right,,,,,,,,,spatial,m,right,1,0.772,3,0,9,1,1,,,,,
5f85a51cadc3ff03ac5e395f,04-05-2023_20h39.05.896,supdoc_online,2022.2.5,Win32,163.9344262,up,,,,,,,,,neither,m,up,1,1.032,3,1,10,2,1,,,,,
