participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,up,1,1.233,3,1,10,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,left,0,0.886,3,2,11,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,,,,,,,,,,,p,,,,,,,,,2,0,4,1,1
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,right,1,2.017,0,0,0,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,0.986,0,1,1,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,left,0,1.151,0,2,2,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,1.116,1,0,3,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,up,1,0.827,1,1,4,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,2.369,1,2,5,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,3.021,2,0,6,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,up,1,0.989,2,1,7,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,1.536,2,2,8,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,0.911,3,0,9,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,up,1,1.576,3,1,10,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,1.428,3,2,11,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,,,,,,,,,,,m,,,,,,,,,2,1,5,0,1
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,p,up,0,0.966,0,0,0,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,left,0,0.866,0,1,1,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,up,1,0.767,0,2,2,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,left,0,1.99,1,0,3,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,p,up,0,0.707,1,1,4,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,up,0,18.332,1,2,5,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,left,0,1.17,2,0,6,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,up,1,1.069,2,1,7,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,p,right,0,1.171,2,2,8,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,p,right,0,0.888,3,0,9,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,left,0,0.926,3,1,10,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,right,0,1.117,3,2,11,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,,,,,,,,,,,p,,,,,,,,,3,0,6,1,1
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,0.686,0,0,0,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,up,1,2.51,0,1,1,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,1.587,0,2,2,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,up,1,0.794,1,0,3,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,1.233,1,1,4,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,0.873,1,2,5,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,up,1,1.72,2,0,6,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,0.783,2,1,7,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,1.083,2,2,8,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,1.256,3,0,9,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,0.952,3,1,10,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,up,1,1.035,3,2,11,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,,,,,,,,,,,m,,,,,,,,,3,1,7,0,1
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,p,up,0,0.836,0,0,0,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,up,1,1.335,0,1,1,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,left,0,0.819,0,2,2,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,left,0,0.691,1,0,3,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,p,up,0,1.176,1,1,4,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,left,0,2.039,1,2,5,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,p,right,0,0.769,2,0,6,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,left,0,0.792,2,1,7,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,up,1,1.589,2,2,8,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,left,0,1.096,3,0,9,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,p,up,0,1.235,3,1,10,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,up,1,1.304,3,2,11,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,,,,,,,,,,,p,,,,,,,,,4,0,8,1,1
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,0.799,0,0,0,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,right,0,1.139,0,1,1,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,right,0,1.132,0,2,2,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,left,0,1.044,1,0,3,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,0.848,1,1,4,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,1.126,1,2,5,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,up,0,0.988,2,0,6,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,right,0,1.472,2,1,7,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,up,0,2.637,2,2,8,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,m,right,0,1.685,3,0,9,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,m,left,0,1.136,3,1,10,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,m,right,0,1.522,3,2,11,0,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,,,,,,,,,,,m,,,,,,,,,4,1,9,0,1
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,up,,,,,,,,,neither,p,right,0,1.306,0,0,0,2,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,right,,,,,,,,,spatial,p,left,0,0.972,0,1,1,1,1,,,,,
57a4e76dbaec1b000169924a,2023-04-05_13h44.40.405,supdoc_online,2022.2.5,Win32,58.82352941,left,,,,,,,,,feature,p,right,0,1.168,0,2,2,0,1,,,,,
