participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,check_practice.thisRepN,check_practice.thisTrialN,check_practice.thisN,check_practice.thisIndex,check_practice.ran,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,up,0,2.813,0,0,0,2,1,neither,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,up,0,1.05,0,1,1,1,1,spatial,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,up,0,3.854,0,2,2,0,1,feature,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,right,0,2.142,1,0,3,1,1,spatial,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,left,0,4.983,1,1,4,0,1,feature,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,up,0,1.611,1,2,5,2,1,neither,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,right,0,1.617,2,0,6,1,1,spatial,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,left,0,2.339,2,1,7,0,1,feature,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,up,0,2.428,2,2,8,2,1,neither,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,left,0,1.785,0,0,0,1,1,spatial,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,left,0,1.678,0,1,1,0,1,feature,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,right,0,2.669,0,2,2,2,1,neither,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,right,0,1.317,1,0,3,1,1,spatial,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,left,0,2.138,1,1,4,0,1,feature,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,up,0,1.369,1,2,5,2,1,neither,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,up,0,1.119,2,0,6,2,1,neither,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,right,0,1.92,2,1,7,1,1,spatial,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,left,0,6.942,2,2,8,0,1,feature,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,,,,,,,,,spatial,,,,,,m,right,1,6.858,0,0,0,1,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,,,,,,,,,feature,,,,,,m,left,1,1.387,0,1,1,0,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,,,,,,,,,neither,,,,,,m,up,1,1.288,0,2,2,2,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,,,,,,,,,neither,,,,,,m,up,1,1.74,1,0,3,2,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,,,,,,,,,spatial,,,,,,m,right,1,3.469,1,1,4,1,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,,,,,,,,,feature,,,,,,m,left,1,1.656,1,2,5,0,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,,,,,,,,,spatial,,,,,,m,right,1,1.713,2,0,6,1,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,,,,,,,,,neither,,,,,,m,up,1,1.067,2,1,7,2,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,,,,,,,,,feature,,,,,,m,left,1,1.458,2,2,8,0,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,,,,,,,,,neither,,,,,,m,up,1,2.193,3,0,9,2,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,,,,,,,,,spatial,,,,,,m,right,1,2.423,3,1,10,1,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,,,,,,,,,feature,,,,,,m,left,1,1.809,3,2,11,0,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,,,,,,,,,,,,,,,,m,,,,,,,,,0,0,0,0,1
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,,,,,,,,,feature,,,,,,p,left,1,2.205,0,0,0,0,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,,,,,,,,,neither,,,,,,p,up,1,0.891,0,1,1,2,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,,,,,,,,,spatial,,,,,,p,right,1,1.534,0,2,2,1,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,,,,,,,,,neither,,,,,,p,up,1,1.602,1,0,3,2,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,,,,,,,,,feature,,,,,,p,left,1,1.238,1,1,4,0,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,,,,,,,,,spatial,,,,,,p,right,1,1.589,1,2,5,1,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,,,,,,,,,feature,,,,,,p,left,1,2.592,2,0,6,0,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,,,,,,,,,spatial,,,,,,p,right,1,1.755,2,1,7,1,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,up,,,,,,,,,neither,,,,,,p,up,1,2.202,2,2,8,2,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,right,,,,,,,,,spatial,,,,,,p,up,0,1.325,3,0,9,1,1,,,,,
5b90593873103d0001078b55,04-05-2023_13h45.31.686,supdoc_online,2022.2.5,Win32,59.80861244,left,,,,,,,,,feature,,,,,,p,up,0,1.436,3,1,10,0,1,,,,,
