participant,date,expName,psychopyVersion,OS,frameRate,correctKey,prac_resp.keys,prac_resp.corr,prac_resp.rt,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,condition,check_practice.thisRepN,check_practice.thisTrialN,check_practice.thisN,check_practice.thisIndex,check_practice.ran,display,test_resp.keys,test_resp.corr,test_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,display_loop.thisRepN,display_loop.thisTrialN,display_loop.thisN,display_loop.thisIndex,display_loop.ran
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,left,left,0,3.5557,0,0,0,0,1,feature,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,right,right,0,0.9816,0,1,1,1,1,spatial,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,up,up,0,0.8864,0,2,2,2,1,neither,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,left,left,0,3.1658,1,0,3,0,1,feature,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,right,right,0,1.671,1,1,4,1,1,spatial,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,up,up,0,1.5008,1,2,5,2,1,neither,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,right,right,0,1.5869,2,0,6,1,1,spatial,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,left,left,0,1.209,2,1,7,0,1,feature,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,up,up,0,1.4815,2,2,8,2,1,neither,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,up,up,0,2.3821,0,0,0,2,1,neither,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,left,left,0,2.0457,0,1,1,0,1,feature,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,right,right,0,0.8976,0,2,2,1,1,spatial,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,up,up,0,0.9729,1,0,3,2,1,neither,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,right,right,0,0.9847,1,1,4,1,1,spatial,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,left,left,0,0.8852,1,2,5,0,1,feature,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,right,right,0,0.8518,2,0,6,1,1,spatial,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,left,left,0,2.1464,2,1,7,0,1,feature,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,up,up,0,1.2045,2,2,8,2,1,neither,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,right,,,,,,,,,spatial,,,,,,m,right,1,3.2577,0,0,0,1,1,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,left,,,,,,,,,feature,,,,,,m,left,1,0.9332,0,1,1,0,1,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,up,,,,,,,,,neither,,,,,,m,up,1,1.0619,0,2,2,2,1,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,up,,,,,,,,,neither,,,,,,m,up,1,0.9335,1,0,3,2,1,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,left,,,,,,,,,feature,,,,,,m,left,1,0.9657,1,1,4,0,1,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,right,,,,,,,,,spatial,,,,,,m,right,1,0.903,1,2,5,1,1,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,right,,,,,,,,,spatial,,,,,,m,right,1,0.8812,2,0,6,1,1,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,up,,,,,,,,,neither,,,,,,m,up,1,0.8167,2,1,7,2,1,,,,,
6045f1a2c8759873bcbb64f1,2023-04-05_21h44.12.004,supdoc_online,2022.2.5,Win32,60.42296073,left,,,,,,,,,feature,,,,,,m,left,1,1.5704,2,2,8,0,1,,,,,
