X Scale,Y Scale,catch_pTarget,catch_pProbe,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Ftrials.thisRepN,prac_Ftrials.thisTrialN,prac_Ftrials.thisN,prac_Ftrials.thisIndex,prac_Ftrials.ran,targetID,imFile,imFile2,corr,trial_type,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,diff_pTarget,diff_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,same_target,same_probe,face_loop_set1.thisRepN,face_loop_set1.thisTrialN,face_loop_set1.thisN,face_loop_set1.thisIndex,face_loop_set1.ran,diff_target,diff_probe,catch_target,catch_probe,face_loop_set2.thisRepN,face_loop_set2.thisTrialN,face_loop_set2.thisN,face_loop_set2.thisIndex,face_loop_set2.ran,face_loop_set3.thisRepN,face_loop_set3.thisTrialN,face_loop_set3.thisN,face_loop_set3.thisIndex,face_loop_set3.ran
,,,,0,s,1,1.4299,,,,,,17,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CF0034_1100.jpg,0,0,0,17,1,,,,,,,,,,,,,,
,,,,0,s,1,1.3927,,,,,,27,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0011_1100.jpg,Stimuli/Faces/CM0011_1100.jpg,0,1,1,27,1,,,,,,,,,,,,,,
,,,,0,d,1,0.614,,,,,,1,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,2,2,1,1,Stimuli/Faces/CM0045_1100.jpg,Stimuli/Faces/CF0034_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.9019,,,,,,15,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,3,3,15,1,Stimuli/Faces/CM0047_1100.jpg,Stimuli/Faces/CM0011_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.6519,,,,,,4,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,4,4,4,1,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0025_1100.jpg,,,,,,,,,,,,
,,,,0,s,1,0.6192,,,,,,30,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0025_1100.jpg,Stimuli/Faces/CM0025_1100.jpg,0,5,5,30,1,,,,,,,,,,,,,,
,,,,0,d,1,0.7395,,,,,,12,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,6,6,12,1,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CM0008_1100.jpg,,,,,,,,,,,,
,,,,0,s,1,0.4307,,,,,,20,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CM0008_1100.jpg,0,7,7,20,1,,,,,,,,,,,,,,
,,,,0,d,1,0.6492,,,,,,14,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,8,8,14,1,Stimuli/Faces/CF0035_1100.jpg,Stimuli/Faces/CM0047_1100.jpg,,,,,,,,,,,,
,,,,0,s,1,0.578,,,,,,18,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0047_1100.jpg,Stimuli/Faces/CM0047_1100.jpg,0,9,9,18,1,,,,,,,,,,,,,,
,,,,0,d,1,0.4594,,,,,,8,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,10,10,8,1,Stimuli/Faces/CF0008_1100.jpg,Stimuli/Faces/CF0031_1100.jpg,,,,,,,,,,,,
,,,,0,d,0,0.5939,,,,,,28,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0031_1100.jpg,Stimuli/Faces/CF0031_1100.jpg,0,11,11,28,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5783,,,,,,13,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,12,12,13,1,Stimuli/Faces/CF0010_1100.jpg,Stimuli/Faces/CM0010_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.5441,,,,,,0,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,13,13,0,1,Stimuli/Faces/CF0026_1110.jpg,Stimuli/Faces/CM0005_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.7982,,,,,,3,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,14,14,3,1,Stimuli/Faces/CM0048_1100.jpg,Stimuli/Faces/CF0050_1100.jpg,,,,,,,,,,,,
,,,,0,s,1,0.4281,,,,,,33,catch_target,catch_probe,s,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,15,15,33,1,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CM0029_2200.jpg,,,,,,,,,,
,,,,0,s,1,0.5481,,,,,,21,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0010_1100.jpg,Stimuli/Faces/CM0010_1100.jpg,0,16,16,21,1,,,,,,,,,,,,,,
,,,,0,s,0,0.7676,,,,,,34,catch_target,catch_probe,d,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,17,17,34,1,,,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CF0023_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.7816,,,,,,25,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,0,18,18,25,1,,,,,,,,,,,,,,
,,,,0,s,1,0.4685,,,,,,26,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0050_1100.jpg,Stimuli/Faces/CF0050_1100.jpg,0,19,19,26,1,,,,,,,,,,,,,,
,,,,0,s,0,0.4943,,,,,,7,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,20,20,7,1,Stimuli/Faces/CF0022_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.8624,,,,,,11,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,21,21,11,1,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.6118,,,,,,2,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,22,22,2,1,Stimuli/Faces/CF0020_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,,,,,,,,,,,,
,,,,0,d,0,0.8687,,,,,,22,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,0,23,23,22,1,,,,,,,,,,,,,,
,,,,0,s,1,0.3653,,,,,,16,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,0,24,24,16,1,,,,,,,,,,,,,,
,,,,0,s,0,0.6603,,,,,,9,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,25,25,9,1,Stimuli/Faces/CF0023_1100.jpg,Stimuli/Faces/CM0009_1100.jpg,,,,,,,,,,,,
,,,,0,s,1,0.8967,,,,,,29,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0046_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,0,26,26,29,1,,,,,,,,,,,,,,
,,,,0,s,1,0.6748,,,,,,31,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0009_1100.jpg,Stimuli/Faces/CM0009_1100.jpg,0,27,27,31,1,,,,,,,,,,,,,,
,,,,0,s,1,0.7111,,,,,,23,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0048_1100.jpg,Stimuli/Faces/CM0048_1100.jpg,0,28,28,23,1,,,,,,,,,,,,,,
,,,,0,s,0,0.922,,,,,,6,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,29,29,6,1,Stimuli/Faces/CF0050_1100.jpg,Stimuli/Faces/CM0048_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,1.7445,,,,,,35,catch_target,catch_probe,d,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,30,30,35,1,,,Stimuli/Faces/CF0050_1100.jpg,Stimuli/Faces/CF0035_1100.jpg,,,,,,,,,,
,,,,0,s,1,0.5838,,,,,,19,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0057_1100.jpg,Stimuli/Faces/CF0057_1100.jpg,0,31,31,19,1,,,,,,,,,,,,,,
,,,,0,s,1,0.5051,,,,,,32,catch_target,catch_probe,s,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,32,32,32,1,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,,,,,,,,
,,,,0,s,0,0.513,,,,,,10,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,33,33,10,1,Stimuli/Faces/CF0058_1100.jpg,Stimuli/Faces/CF0057_1100.jpg,,,,,,,,,,,,
,,,,0,s,1,0.4806,,,,,,24,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0021_1100.jpg,Stimuli/Faces/CF0021_1100.jpg,0,34,34,24,1,,,,,,,,,,,,,,
,,,,0,d,1,0.8589,,,,,,5,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,0,35,35,5,1,Stimuli/Faces/CM0044_1100.jpg,Stimuli/Faces/CF0021_1100.jpg,,,,,,,,,,,,
,,,,0,s,1,0.5949,,,,,,56,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0010_1100.jpg,Stimuli/Faces/CF0010_1100.jpg,,,,,,,,,,0,0,0,20,1,,,,,
,,,,0,s,0,0.6146,,,,,,44,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0030_1100.jpg,Stimuli/Faces/CF0010_1100.jpg,,,0,1,1,8,1,,,,,
,,,,0,d,1,0.9166,,,,,,49,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0028_1100.jpg,Stimuli/Faces/CM0041_1100.jpg,,,0,2,2,13,1,,,,,
,,,,0,s,0,0.5161,,,,,,70,catch_target,catch_probe,d,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0009_1100.jpg,Stimuli/Faces/CF0021_1100.jpg,0,3,3,34,1,,,,,
,,,,0,d,1,0.7174,,,,,,45,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,0,4,4,9,1,,,,,
,,,,0,s,1,0.6276,,,,,,52,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CM0041_1100.jpg,,,,,,,,,,0,5,5,16,1,,,,,
,,,,0,d,1,0.7652,,,,,,43,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0012_3320.jpg,Stimuli/Faces/CF0020_1100.jpg,,,0,6,6,7,1,,,,,
,,,,0,s,1,0.4867,,,,,,53,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,,,,,,,,0,7,7,17,1,,,,,
,,,,0,d,1,0.5941,,,,,,51,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0046_1100.jpg,Stimuli/Faces/CM0028_1100.jpg,,,0,8,8,15,1,,,,,
,,,,0,d,1,0.7153,,,,,,46,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,,,0,9,9,10,1,,,,,
,,,,0,s,1,1.3675,,,,,,57,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0020_1100.jpg,Stimuli/Faces/CF0020_1100.jpg,,,,,,,,,,0,10,10,21,1,,,,,
,,,,0,s,0,1.1129,,,,,,41,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CF0026_1110.jpg,,,0,11,11,5,1,,,,,
,,,,0,s,1,0.7714,,,,,,61,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0028_1100.jpg,Stimuli/Faces/CM0028_1100.jpg,,,,,,,,,,0,12,12,25,1,,,,,
,,,,0,s,1,0.685,,,,,,58,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0055_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,,,,,,,,,,0,13,13,22,1,,,,,
,,,,0,s,1,0.852,,,,,,65,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0026_1110.jpg,Stimuli/Faces/CF0026_1110.jpg,,,,,,,,,,0,14,14,29,1,,,,,
,,,,0,d,1,0.8017,,,,,,50,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,,,0,15,15,14,1,,,,,
,,,,0,d,1,0.7285,,,,,,36,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CF0023_1100.jpg,,,0,16,16,0,1,,,,,
,,,,0,d,1,1.2191,,,,,,48,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CM0015_1100.jpg,,,0,17,17,12,1,,,,,
,,,,0,s,1,0.4854,,,,,,68,catch_target,catch_probe,s,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,0,18,18,32,1,,,,,
,,,,0,d,1,1.1075,,,,,,37,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0050_1100.jpg,Stimuli/Faces/CM0029_2200.jpg,,,0,19,19,1,1,,,,,
,,,,0,s,1,0.5837,,,,,,63,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,,,,,,,,,,0,20,20,27,1,,,,,
,,,,0,s,1,0.6185,,,,,,55,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0023_1100.jpg,Stimuli/Faces/CF0023_1100.jpg,,,,,,,,,,0,21,21,19,1,,,,,
,,,,0,s,1,0.6561,,,,,,59,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0015_1100.jpg,Stimuli/Faces/CM0015_1100.jpg,,,,,,,,,,0,22,22,23,1,,,,,
,,,,0,d,1,1.0691,,,,,,38,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CF0013_1110.jpg,,,0,23,23,2,1,,,,,
,,,,0,s,1,0.534,,,,,,62,same_face,same_face,s,s,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CM0029_2200.jpg,,,,,,,,,,0,24,24,26,1,,,,,
,,,,0,d,1,0.5672,,,,,,47,rand_face,rand_face,d,d,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0013_1110.jpg,Stimuli/Faces/CM0039_3300.jpg,,,0,25,25,11,1,,,,,
,,,,0,d,1,0.7147,,,,,,71,catch_target,catch_probe,d,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,0,26,26,35,1,,,,,
,,,,0,s,1,0.7104,,,,,,69,catch_target,catch_probe,s,c,FO,,1,0.05,0.05,2023-04-25_15h42.25.531,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,0,27,27,33,1,,,,,
