"X.Scale","Y.Scale","same_target","same_probe","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","face_loop_set1.thisRepN","face_loop_set1.thisTrialN","face_loop_set1.thisN","face_loop_set1.thisIndex","face_loop_set1.ran","targetID","imFile","imFile2","corr","trial_type","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","diff_target","diff_probe","face_loop_set2.thisRepN","face_loop_set2.thisTrialN","face_loop_set2.thisN","face_loop_set2.thisIndex","face_loop_set2.ran","face_loop_set3.thisRepN","face_loop_set3.thisTrialN","face_loop_set3.thisN","face_loop_set3.thisIndex","face_loop_set3.ran"
0.056,0.0502,"Stimuli/Faces/CM0050_1100.jpg","Stimuli/Faces/CM0050_1100.jpg",0,"s",1,0.5038,0,0,0,27,1,27,"same_face","same_face","s","s",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0026_1110.jpg","Stimuli/Faces/CF0026_1110.jpg",0,"s",1,0.5301,0,1,1,26,1,26,"same_face","same_face","s","s",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0048_1100.jpg","Stimuli/Faces/CM0048_1100.jpg",0,"s",1,0.4044,0,2,2,19,1,19,"same_face","same_face","s","s",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0007_1100.jpg","Stimuli/Faces/CM0007_1100.jpg",0,"s",1,1.6662,0,3,3,31,1,31,"same_face","same_face","s","s",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5118,0,4,4,2,1,2,"rand_face","rand_face","d","d",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"Stimuli/Faces/CF0009_1100.jpg","Stimuli/Faces/CM0050_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0024_3100.jpg","Stimuli/Faces/CM0024_3100.jpg",0,"s",1,0.5686,0,5,5,25,1,25,"same_face","same_face","s","s",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4772,0,6,6,9,1,9,"rand_face","rand_face","d","d",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"Stimuli/Faces/CM0024_3100.jpg","Stimuli/Faces/CF0026_1110.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0057_1100.jpg","Stimuli/Faces/CF0057_1100.jpg",0,"s",1,0.4492,0,7,7,30,1,30,"same_face","same_face","s","s",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0010_1100.jpg","Stimuli/Faces/CM0010_1100.jpg",0,"s",1,0.4066,0,8,8,21,1,21,"same_face","same_face","s","s",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0029_1100.jpg","Stimuli/Faces/CM0029_1100.jpg",0,"s",1,0.4211,0,9,9,23,1,23,"same_face","same_face","s","s",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0046_1100.jpg","Stimuli/Faces/CF0046_1100.jpg",0,"s",1,0.7243,0,10,10,22,1,22,"same_face","same_face","s","s",2,0,0.056,0.0502,"2021-11-26_15h20.39.317","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
