"X.Scale","Y.Scale","image1","image2","corr_acc","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","word_loop_set1.thisRepN","word_loop_set1.thisTrialN","word_loop_set1.thisN","word_loop_set1.thisIndex","word_loop_set1.ran","trialID","imFile","imFile2","corr","diff","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","key_resp_3.keys","key_resp_3.rt","word_loop_set2.thisRepN","word_loop_set2.thisTrialN","word_loop_set2.thisN","word_loop_set2.thisIndex","word_loop_set2.ran","word_loop_set3.thisRepN","word_loop_set3.thisTrialN","word_loop_set3.thisN","word_loop_set3.thisIndex","word_loop_set3.ran"
0.0517,0.0512,"Stimuli/Words/word07.jpg","Stimuli/Words/word07.jpg","s",0,"s",1,0.5339,0,0,0,0,1,84,"Stimuli/Words/word55.jpg","Stimuli/Words/word56.jpg","d","second",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Words/word55.jpg","Stimuli/Words/word56.jpg","d",0,"d",1,0.422,0,1,1,1,1,28,"Stimuli/Words/word01.jpg","Stimuli/Words/word01.jpg","s","third",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Words/word12.jpg","Stimuli/Words/word12.jpg","s",0,"s",1,0.6879,0,2,2,2,1,66,"Stimuli/Words/word25.jpg","Stimuli/Words/word26.jpg","d","second",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Words/word44.jpg","Stimuli/Words/word44.jpg","s",0,"s",1,0.6443,0,3,3,3,1,27,"Stimuli/Words/word56.jpg","Stimuli/Words/word56.jpg","s","second",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Words/word09.jpg","Stimuli/Words/word09.jpg","s",0,"s",1,0.4339,0,4,4,4,1,58,"Stimuli/Words/word05.jpg","Stimuli/Words/word06.jpg","d","second",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Words/word13.jpg","Stimuli/Words/word14.jpg","d",0,"d",1,0.5985,0,5,5,5,1,51,"Stimuli/Words/word48.jpg","Stimuli/Words/word48.jpg","s","third",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Words/word44.jpg","Stimuli/Words/word43.jpg","d",0,"d",1,0.4484,0,6,6,6,1,5,"Stimuli/Words/word22.jpg","Stimuli/Words/word22.jpg","s","second",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Words/word15.jpg","Stimuli/Words/word16.jpg","d",0,"d",1,0.9747,0,7,7,7,1,35,"Stimuli/Words/word12.jpg","Stimuli/Words/word12.jpg","s","third",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Words/word18.jpg","Stimuli/Words/word18.jpg","s",0,"d",0,0.4591,0,8,8,8,1,1,"Stimuli/Words/word06.jpg","Stimuli/Words/word06.jpg","s","second",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Words/word52.jpg","Stimuli/Words/word52.jpg","s",0,"s",1,0.56,0,9,9,9,1,2,"Stimuli/Words/word07.jpg","Stimuli/Words/word07.jpg","s","second",2,0,0.0517,0.0512,"2021-12-15_17h50.56.102","01_word_task_central","2020.2.4","Win32",60,1536,864,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
