"X.Scale","Y.Scale","diff_target","diff_probe","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","face_loop_set1.thisRepN","face_loop_set1.thisTrialN","face_loop_set1.thisN","face_loop_set1.thisIndex","face_loop_set1.ran","targetID","imFile","imFile2","corr","trial_type","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","same_target","same_probe","face_loop_set2.thisRepN","face_loop_set2.thisTrialN","face_loop_set2.thisN","face_loop_set2.thisIndex","face_loop_set2.ran","face_loop_set3.thisRepN","face_loop_set3.thisTrialN","face_loop_set3.thisN","face_loop_set3.thisIndex","face_loop_set3.ran"
0.0287,0.0297,"Stimuli/Faces/CM0031_1100.jpg","Stimuli/Faces/CM0044_1100.jpg",0,"d",1,0.4387,0,0,0,2,1,2,"rand_face","rand_face","d","d",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0022_1100.jpg","Stimuli/Faces/CF0010_1100.jpg",0,"d",1,0.402,0,1,1,3,1,3,"rand_face","rand_face","d","d",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.4502,0,2,2,29,1,29,"same_face","same_face","s","s",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"Stimuli/Faces/CM0044_1100.jpg","Stimuli/Faces/CM0044_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0020_1100.jpg","Stimuli/Faces/CF0007_1100.jpg",0,"d",1,0.3743,0,3,3,6,1,6,"rand_face","rand_face","d","d",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.5207,0,4,4,26,1,26,"same_face","same_face","s","s",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"Stimuli/Faces/CF0010_1100.jpg","Stimuli/Faces/CF0010_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.3125,0,5,5,17,1,17,"same_face","same_face","s","s",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"Stimuli/Faces/CF0007_1100.jpg","Stimuli/Faces/CF0007_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.3386,0,6,6,28,1,28,"same_face","same_face","s","s",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"Stimuli/Faces/CF0023_1100.jpg","Stimuli/Faces/CF0023_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0025_1100.jpg","Stimuli/Faces/CF0023_1100.jpg",0,"d",1,0.3977,0,7,7,4,1,4,"rand_face","rand_face","d","d",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.3246,0,8,8,19,1,19,"same_face","same_face","s","s",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"Stimuli/Faces/CF0055_1100.jpg","Stimuli/Faces/CF0055_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.3646,0,9,9,24,1,24,"same_face","same_face","s","s",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"Stimuli/Faces/CM0028_1100.jpg","Stimuli/Faces/CM0028_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.356,0,10,10,16,1,16,"same_face","same_face","s","s",2,0,0.0287,0.0297,"2021-10-07_17h30.24.087","02_face_task_central","2020.2.4","Win32",60,2560,1440,"Stimuli/Faces/CM0045_1100.jpg","Stimuli/Faces/CM0045_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
