X Scale,Y Scale,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,catch_target,catch_probe,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
,,Stimuli/Words/word17.jpg,Stimuli/Words/word18.jpg,0,d,1,0.9035,0,10,10,10,1,46,Stimuli/Words/word43.jpg,Stimuli/Words/word43.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word21.jpg,Stimuli/Words/word21.jpg,0,s,1,0.8906,0,11,11,11,1,98,Stimuli/Words/word17.jpg,Stimuli/Words/word18.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,c,6.5559,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,0,d,1,0.4264,,,,,,54,Stimuli/Words/word51.jpg,Stimuli/Words/word51.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word53.jpg,Stimuli/Words/word54.jpg,d,0,0,0,0,1,,,,,,,,,,,,,,
,,,,0,s,0,0.3233,,,,,,37,Stimuli/Words/word14.jpg,Stimuli/Words/word14.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word36.jpg,Stimuli/Words/word35.jpg,d,0,1,1,1,1,,,,,,,,,,,,,,
,,,,0,s,0,0.8224,,,,,,35,Stimuli/Words/word12.jpg,Stimuli/Words/word12.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word42.jpg,Stimuli/Words/word41.jpg,d,0,2,2,2,1,,,,,,,,,,,,,,
,,,,0,s,1,20.4786,,,,,,46,Stimuli/Words/word43.jpg,Stimuli/Words/word43.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word11.jpg,Stimuli/Words/word11.jpg,s,0,3,3,3,1,,,,,,,,,,,,,,
,,,,0,d,1,0.4617,,,,,,96,Stimuli/Words/word15.jpg,Stimuli/Words/word16.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word17.jpg,Stimuli/Words/word18.jpg,d,0,4,4,4,1,,,,,,,,,,,,,,
,,,,0,s,1,0.6218,,,,,,99,Stimuli/Words/word18.jpg,Stimuli/Words/word17.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word28.jpg,Stimuli/Words/word28.jpg,s,0,5,5,5,1,,,,,,,,,,,,,,
,,,,0,d,1,0.4448,,,,,,104,Stimuli/Words/word43.jpg,Stimuli/Words/word44.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word26.jpg,Stimuli/Words/word25.jpg,d,0,6,6,6,1,,,,,,,,,,,,,,
,,,,0,s,0,0.2492,,,,,,71,Stimuli/Words/word30.jpg,Stimuli/Words/word29.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word07.jpg,Stimuli/Words/word08.jpg,d,0,7,7,7,1,,,,,,,,,,,,,,
,,,,0,d,0,0.4795,,,,,,77,Stimuli/Words/word36.jpg,Stimuli/Words/word35.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word12.jpg,Stimuli/Words/word12.jpg,s,0,8,8,8,1,,,,,,,,,,,,,,
,,,,0,d,1,0.6403,,,,,,5,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word15.jpg,Stimuli/Words/word16.jpg,d,0,9,9,9,1,,,,,,,,,,,,,,
,,,,0,s,0,3.9113,,,,,,62,Stimuli/Words/word21.jpg,Stimuli/Words/word22.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word55.jpg,Stimuli/Words/word56.jpg,d,0,10,10,10,1,,,,,,,,,,,,,,
,,,,0,d,1,0.4719,,,,,,34,Stimuli/Words/word11.jpg,Stimuli/Words/word11.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word33.jpg,Stimuli/Words/word34.jpg,d,0,11,11,11,1,,,,,,,,,,,,,,
,,,,0,d,1,0.4651,,,,,,60,Stimuli/Words/word07.jpg,Stimuli/Words/word08.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word49.jpg,Stimuli/Words/word50.jpg,d,0,12,12,12,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5012,,,,,,23,Stimuli/Words/word40.jpg,Stimuli/Words/word40.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word34.jpg,Stimuli/Words/word33.jpg,d,0,13,13,13,1,,,,,,,,,,,,,,
,,,,0,s,1,0.4504,,,,,,67,Stimuli/Words/word26.jpg,Stimuli/Words/word25.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word43.jpg,Stimuli/Words/word43.jpg,s,0,14,14,14,1,,,,,,,,,,,,,,
,,,,0,d,1,0.3199,,,,,,103,Stimuli/Words/word42.jpg,Stimuli/Words/word41.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word43.jpg,Stimuli/Words/word44.jpg,d,0,15,15,15,1,,,,,,,,,,,,,,
,,,,0,d,0,0.736,,,,,,19,Stimuli/Words/word36.jpg,Stimuli/Words/word36.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word24.jpg,Stimuli/Words/word24.jpg,s,0,16,16,16,1,,,,,,,,,,,,,,
,,,,0,s,1,0.368,,,,,,80,Stimuli/Words/word39.jpg,Stimuli/Words/word40.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word40.jpg,Stimuli/Words/word40.jpg,s,0,17,17,17,1,,,,,,,,,,,,,,
,,,,0,d,0,0.5912,,,,,,68,Stimuli/Words/word27.jpg,Stimuli/Words/word28.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word47.jpg,Stimuli/Words/word47.jpg,s,0,18,18,18,1,,,,,,,,,,,,,,
,,,,0,s,0,0.8121,,,,,,82,Stimuli/Words/word53.jpg,Stimuli/Words/word54.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word28.jpg,Stimuli/Words/word27.jpg,d,0,19,19,19,1,,,,,,,,,,,,,,
,,,,0,s,1,0.4106,,,,,,69,Stimuli/Words/word28.jpg,Stimuli/Words/word27.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word54.jpg,Stimuli/Words/word54.jpg,s,0,20,20,20,1,,,,,,,,,,,,,,
,,,,0,d,1,0.4835,,,,,,50,Stimuli/Words/word47.jpg,Stimuli/Words/word47.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word30.jpg,Stimuli/Words/word29.jpg,d,0,21,21,21,1,,,,,,,,,,,,,,
,,,,0,s,1,0.3112,,,,,,11,Stimuli/Words/word28.jpg,Stimuli/Words/word28.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word51.jpg,Stimuli/Words/word51.jpg,s,0,22,22,22,1,,,,,,,,,,,,,,
,,,,0,s,1,0.2857,,,,,,117,CatchTrial,CatchTrial,c,CatchTrials,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word52.jpg,Stimuli/Words/word52.jpg,s,0,23,23,23,1,Stimuli/Words/word52.jpg,Stimuli/Words/word52.jpg,,,,,,,,,,,,
,,,,0,s,0,7.305,,,,,,110,Stimuli/Words/word49.jpg,Stimuli/Words/word50.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word21.jpg,Stimuli/Words/word22.jpg,d,0,24,24,24,1,,,,,,,,,,,,,,
,,,,0,s,0,1.8423,,,,,,74,Stimuli/Words/word33.jpg,Stimuli/Words/word34.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word18.jpg,Stimuli/Words/word17.jpg,d,0,25,25,25,1,,,,,,,,,,,,,,
,,,,0,s,1,0.4517,,,,,,61,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word14.jpg,Stimuli/Words/word14.jpg,s,0,26,26,26,1,,,,,,,,,,,,,,
,,,,0,d,1,0.3738,,,,,,3,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word39.jpg,Stimuli/Words/word40.jpg,d,0,27,27,27,1,,,,,,,,,,,,,,
,,,,0,d,1,0.3358,,,,,,84,Stimuli/Words/word55.jpg,Stimuli/Words/word56.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word27.jpg,Stimuli/Words/word28.jpg,d,0,28,28,28,1,,,,,,,,,,,,,,
,,,,0,s,1,0.4362,,,,,,98,Stimuli/Words/word17.jpg,Stimuli/Words/word18.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,s,0,29,29,29,1,,,,,,,,,,,,,,
,,,,0,d,1,0.4518,,,,,,118,CatchTrial,CatchTrial,c,CatchTrials,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word04.jpg,Stimuli/Words/word03.jpg,d,0,30,30,30,1,Stimuli/Words/word04.jpg,Stimuli/Words/word03.jpg,,,,,,,,,,,,
,,,,0,s,0,0.4995,,,,,,75,Stimuli/Words/word34.jpg,Stimuli/Words/word33.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,d,0,31,31,31,1,,,,,,,,,,,,,,
,,,,0,s,1,0.3524,,,,,,116,CatchTrial,CatchTrial,c,CatchTrials,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word15.jpg,Stimuli/Words/word15.jpg,s,0,32,32,32,1,Stimuli/Words/word15.jpg,Stimuli/Words/word15.jpg,,,,,,,,,,,,
,,,,0,d,0,0.5514,,,,,,7,Stimuli/Words/word24.jpg,Stimuli/Words/word24.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word36.jpg,Stimuli/Words/word36.jpg,s,0,33,33,33,1,,,,,,,,,,,,,,
,,,,0,s,1,0.4661,,,,,,25,Stimuli/Words/word54.jpg,Stimuli/Words/word54.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,s,0,34,34,34,1,,,,,,,,,,,,,,
,,,,0,d,1,0.7715,,,,,,119,CatchTrial,CatchTrial,c,CatchTrials,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word20.jpg,Stimuli/Words/word19.jpg,d,0,35,35,35,1,Stimuli/Words/word20.jpg,Stimuli/Words/word19.jpg,,,,,,,,,,,,
,,,,0,s,0,2.7711,,,,,,52,Stimuli/Words/word49.jpg,Stimuli/Words/word49.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word05.jpg,Stimuli/Words/word06.jpg,d,,,,,,,,space,11.9694,0,0,0,0,1,,,,,
,,,,0,d,0,9.2449,,,,,,120,CatchTrial,CatchTrial,c,CatchTrials,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word58.jpg,Stimuli/Words/word58.jpg,s,,,,,,Stimuli/Words/word58.jpg,Stimuli/Words/word58.jpg,,,0,1,1,1,1,,,,,
,,,,0,s,1,0.5523,,,,,,65,Stimuli/Words/word24.jpg,Stimuli/Words/word23.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word48.jpg,Stimuli/Words/word48.jpg,s,,,,,,,,,,0,2,2,2,1,,,,,
,,,,0,d,0,0.6786,,,,,,10,Stimuli/Words/word27.jpg,Stimuli/Words/word27.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word26.jpg,Stimuli/Words/word26.jpg,s,,,,,,,,,,0,3,3,3,1,,,,,
,,,,0,s,1,0.3753,,,,,,97,Stimuli/Words/word16.jpg,Stimuli/Words/word15.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word13.jpg,Stimuli/Words/word13.jpg,s,,,,,,,,,,0,4,4,4,1,,,,,
,,,,0,s,1,0.3073,,,,,,90,Stimuli/Words/word09.jpg,Stimuli/Words/word10.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word25.jpg,Stimuli/Words/word25.jpg,s,,,,,,,,,,0,5,5,5,1,,,,,
,,,,0,d,1,0.4937,,,,,,33,Stimuli/Words/word10.jpg,Stimuli/Words/word10.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word50.jpg,Stimuli/Words/word49.jpg,d,,,,,,,,,,0,6,6,6,1,,,,,
,,,,0,s,1,0.5446,,,,,,36,Stimuli/Words/word13.jpg,Stimuli/Words/word13.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word27.jpg,Stimuli/Words/word27.jpg,s,,,,,,,,,,0,7,7,7,1,,,,,
,,,,0,d,1,0.5196,,,,,,26,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word32.jpg,Stimuli/Words/word31.jpg,d,,,,,,,,,,0,8,8,8,1,,,,,
,,,,0,d,1,0.4897,,,,,,12,Stimuli/Words/word29.jpg,Stimuli/Words/word29.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word24.jpg,Stimuli/Words/word23.jpg,d,,,,,,,,,,0,9,9,9,1,,,,,
,,,,0,d,0,0.4576,,,,,,91,Stimuli/Words/word10.jpg,Stimuli/Words/word09.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word31.jpg,Stimuli/Words/word31.jpg,s,,,,,,,,,,0,10,10,10,1,,,,,
,,,,0,s,1,0.4836,,,,,,92,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word10.jpg,Stimuli/Words/word10.jpg,s,,,,,,,,,,0,11,11,11,1,,,,,
,,,,0,d,1,0.3908,,,,,,31,Stimuli/Words/word04.jpg,Stimuli/Words/word04.jpg,s,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,d,,,,,,,,,,0,12,12,12,1,,,,,
,,,,0,s,1,1.8443,,,,,,1,Stimuli/Words/word06.jpg,Stimuli/Words/word06.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word53.jpg,Stimuli/Words/word53.jpg,s,,,,,,,,,,0,13,13,13,1,,,,,
,,,,0,d,0,4.461,,,,,,9,Stimuli/Words/word26.jpg,Stimuli/Words/word26.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word45.jpg,Stimuli/Words/word45.jpg,s,,,,,,,,,,0,14,14,14,1,,,,,
,,,,0,d,1,0.9116,,,,,,22,Stimuli/Words/word39.jpg,Stimuli/Words/word39.jpg,s,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word10.jpg,Stimuli/Words/word09.jpg,d,,,,,,,,,,0,15,15,15,1,,,,,
,,,,0,s,1,0.4516,,,,,,95,Stimuli/Words/word14.jpg,Stimuli/Words/word13.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word17.jpg,Stimuli/Words/word17.jpg,s,,,,,,,,,,0,16,16,16,1,,,,,
,,,,0,d,1,0.5077,,,,,,123,CatchTrial,CatchTrial,c,CatchTrials,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word51.jpg,Stimuli/Words/word52.jpg,d,,,,,,Stimuli/Words/word51.jpg,Stimuli/Words/word52.jpg,,,0,17,17,17,1,,,,,
,,,,0,d,0,0.6102,,,,,,93,Stimuli/Words/word12.jpg,Stimuli/Words/word11.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,s,,,,,,,,,,0,18,18,18,1,,,,,
,,,,0,d,0,0.4557,,,,,,122,CatchTrial,CatchTrial,c,CatchTrials,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word32.jpg,Stimuli/Words/word32.jpg,s,,,,,,Stimuli/Words/word32.jpg,Stimuli/Words/word32.jpg,,,0,19,19,19,1,,,,,
,,,,0,s,0,0.3288,,,,,,73,Stimuli/Words/word32.jpg,Stimuli/Words/word31.jpg,d,second,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word16.jpg,Stimuli/Words/word15.jpg,d,,,,,,,,,,0,20,20,20,1,,,,,
,,,,0,s,1,0.4012,,,,,,107,Stimuli/Words/word46.jpg,Stimuli/Words/word45.jpg,d,third,JD,,1,0.05,0.05,2023-05-08_11h03.26.580,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word20.jpg,Stimuli/Words/word20.jpg,s,,,,,,,,,,0,21,21,21,1,,,,,
