"X.Scale","Y.Scale","same_target","same_probe","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","face_loop_set1.thisRepN","face_loop_set1.thisTrialN","face_loop_set1.thisN","face_loop_set1.thisIndex","face_loop_set1.ran","targetID","imFile","imFile2","corr","trial_type","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","diff_target","diff_probe","face_loop_set2.thisRepN","face_loop_set2.thisTrialN","face_loop_set2.thisN","face_loop_set2.thisIndex","face_loop_set2.ran","face_loop_set3.thisRepN","face_loop_set3.thisTrialN","face_loop_set3.thisN","face_loop_set3.thisIndex","face_loop_set3.ran"
0.0556,0.0558,"Stimuli/Faces/CM0010_1100.jpg","Stimuli/Faces/CM0010_1100.jpg",0,"s",1,0.444,0,0,0,31,1,31,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0035_1100.jpg","Stimuli/Faces/CF0035_1100.jpg",0,"s",1,0.43,0,1,1,25,1,25,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.59,0,2,2,8,1,8,"rand_face","rand_face","d","d",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0007_1100.jpg","Stimuli/Faces/CM0010_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0031_1100.jpg","Stimuli/Faces/CM0031_1100.jpg",0,"s",1,0.415,0,3,3,24,1,24,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.685,0,4,4,15,1,15,"rand_face","rand_face","d","d",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0028_1100.jpg","Stimuli/Faces/CF0035_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.651,0,5,5,0,1,0,"rand_face","rand_face","d","d",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0010_1100.jpg","Stimuli/Faces/CM0031_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",0,0.828,0,6,6,14,1,14,"rand_face","rand_face","d","d",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0039_1100.jpg","Stimuli/Faces/CF0031_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0031_1100.jpg","Stimuli/Faces/CF0031_1100.jpg",0,"s",1,0.672,0,7,7,16,1,16,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0025_1100.jpg","Stimuli/Faces/CM0025_1100.jpg",0,"d",0,0.478,0,8,8,21,1,21,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0007_1100.jpg","Stimuli/Faces/CM0007_1100.jpg",0,"s",1,0.407,0,9,9,20,1,20,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0015_1100.jpg","Stimuli/Faces/CM0015_1100.jpg",0,"s",1,0.966,0,10,10,22,1,22,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.44,0,11,11,13,1,13,"rand_face","rand_face","d","d",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0050_1100.jpg","Stimuli/Faces/CM0025_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",0,0.726,0,12,12,5,1,5,"rand_face","rand_face","d","d",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0045_1100.jpg","Stimuli/Faces/CM0007_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,1.124,0,13,13,4,1,4,"rand_face","rand_face","d","d",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0009_1100.jpg","Stimuli/Faces/CM0015_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",0,0.626,0,14,14,1,1,1,"rand_face","rand_face","d","d",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0021_1100.jpg","Stimuli/Faces/CF0021_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0021_1100.jpg","Stimuli/Faces/CF0021_1100.jpg",0,"s",1,0.564,0,15,15,26,1,26,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0008_1100.jpg","Stimuli/Faces/CF0008_1100.jpg",0,"s",1,0.515,0,16,16,27,1,27,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0024_3100.jpg","Stimuli/Faces/CM0024_3100.jpg",0,"s",1,0.538,0,17,17,28,1,28,"same_face","same_face","s","s",2,0,0.0556,0.0558,"2021-11-03_19h18.36.825","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
