"X.Scale","Y.Scale","same_target","same_probe","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","face_loop_set1.thisRepN","face_loop_set1.thisTrialN","face_loop_set1.thisN","face_loop_set1.thisIndex","face_loop_set1.ran","targetID","imFile","imFile2","corr","trial_type","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","diff_target","diff_probe","face_loop_set2.thisRepN","face_loop_set2.thisTrialN","face_loop_set2.thisN","face_loop_set2.thisIndex","face_loop_set2.ran","face_loop_set3.thisRepN","face_loop_set3.thisTrialN","face_loop_set3.thisN","face_loop_set3.thisIndex","face_loop_set3.ran"
0.0352,0.0352,"Stimuli/Faces/CM0008_1100.jpg","Stimuli/Faces/CM0008_1100.jpg",0,"s",1,1.528,0,0,0,16,1,16,"same_face","same_face","s","s",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0008_1100.jpg","Stimuli/Faces/CF0008_1100.jpg",0,"s",1,1.336,0,1,1,18,1,18,"same_face","same_face","s","s",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0011_1100.jpg","Stimuli/Faces/CM0011_1100.jpg",0,"s",1,0.575,0,2,2,17,1,17,"same_face","same_face","s","s",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.659,0,3,3,1,1,1,"rand_face","rand_face","d","d",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"Stimuli/Faces/CM0048_1100.jpg","Stimuli/Faces/CM0008_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,1.71,0,4,4,9,1,9,"rand_face","rand_face","d","d",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"Stimuli/Faces/CM0008_1100.jpg","Stimuli/Faces/CF0008_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0047_1100.jpg","Stimuli/Faces/CM0047_1100.jpg",0,"s",1,1.29,0,5,5,28,1,28,"same_face","same_face","s","s",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0040_1100.jpg","Stimuli/Faces/CM0040_1100.jpg",0,"s",1,1.179,0,6,6,29,1,29,"same_face","same_face","s","s",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,1,0,7,7,15,1,15,"rand_face","rand_face","d","d",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"Stimuli/Faces/CF0058_1100.jpg","Stimuli/Faces/CM0011_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0009_1100.jpg","Stimuli/Faces/CM0009_1100.jpg",0,"s",1,1.169,0,8,8,19,1,19,"same_face","same_face","s","s",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0039_1100.jpg","Stimuli/Faces/CM0039_1100.jpg",0,"s",1,1.738,0,9,9,20,1,20,"same_face","same_face","s","s",2,0,0.0352,0.0352,"2021-11-06_12h17.35.076","02_face_task_central","2020.2.4","MacIntel",60,1920,1080,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
