"X.Scale","Y.Scale","same_target","same_probe","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","face_loop_set1.thisRepN","face_loop_set1.thisTrialN","face_loop_set1.thisN","face_loop_set1.thisIndex","face_loop_set1.ran","targetID","imFile","imFile2","corr","trial_type","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","diff_target","diff_probe","face_loop_set2.thisRepN","face_loop_set2.thisTrialN","face_loop_set2.thisN","face_loop_set2.thisIndex","face_loop_set2.ran","face_loop_set3.thisRepN","face_loop_set3.thisTrialN","face_loop_set3.thisN","face_loop_set3.thisIndex","face_loop_set3.ran"
0.05,0.05,"Stimuli/Faces/CF0009_1100.jpg","Stimuli/Faces/CF0009_1100.jpg",0,"s",1,0.3197,0,0,0,21,1,21,"same_face","same_face","s","s",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0007_1100.jpg","Stimuli/Faces/CM0007_1100.jpg",0,"s",1,0.3843,0,1,1,16,1,16,"same_face","same_face","s","s",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.6171,0,2,2,3,1,3,"rand_face","rand_face","d","d",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"Stimuli/Faces/CM0039_3300.jpg","Stimuli/Faces/CF0009_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0046_1100.jpg","Stimuli/Faces/CM0046_1100.jpg",0,"s",1,0.2512,0,3,3,27,1,27,"same_face","same_face","s","s",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0058_1100.jpg","Stimuli/Faces/CF0058_1100.jpg",0,"s",1,0.3835,0,4,4,20,1,20,"same_face","same_face","s","s",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.9006,0,5,5,10,1,10,"rand_face","rand_face","d","d",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"Stimuli/Faces/CF0010_1100.jpg","Stimuli/Faces/CM0007_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.7504,0,6,6,14,1,14,"rand_face","rand_face","d","d",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"Stimuli/Faces/CF0022_1100.jpg","Stimuli/Faces/CM0046_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5511,0,7,7,6,1,6,"rand_face","rand_face","d","d",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"Stimuli/Faces/CM0008_1100.jpg","Stimuli/Faces/CF0058_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0015_1100.jpg","Stimuli/Faces/CM0015_1100.jpg",0,"s",1,0.3838,0,8,8,23,1,23,"same_face","same_face","s","s",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0032_1100.jpg","Stimuli/Faces/CF0032_1100.jpg",0,"s",1,0.4858,0,9,9,30,1,30,"same_face","same_face","s","s",2,0,0.05,0.05,"2021-10-24_14h09.49.372","02_face_task_central","2020.2.4","Win32",60,1366,768,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
