X Scale,Y Scale,catch_pTarget,catch_pProbe,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Ftrials.thisRepN,prac_Ftrials.thisTrialN,prac_Ftrials.thisN,prac_Ftrials.thisIndex,prac_Ftrials.ran,targetID,imFile,imFile2,corr,trial_type,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,diff_pTarget,diff_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,diff_target,diff_probe,face_loop_set1.thisRepN,face_loop_set1.thisTrialN,face_loop_set1.thisN,face_loop_set1.thisIndex,face_loop_set1.ran,same_target,same_probe,catch_target,catch_probe,face_loop_set2.thisRepN,face_loop_set2.thisTrialN,face_loop_set2.thisN,face_loop_set2.thisIndex,face_loop_set2.ran,face_loop_set3.thisRepN,face_loop_set3.thisTrialN,face_loop_set3.thisN,face_loop_set3.thisIndex,face_loop_set3.ran
0.0518,0.0518,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,0,s,1,2.5088,0,0,0,0,1,96,catch_target,catch_probe,s,c,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Faces/CM0007_1100.jpg,Stimuli/Faces/CM0007_1100.jpg,0,s,1,2.0744,0,1,1,1,1,98,catch_target,catch_probe,s,c,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,d,1,1.8423,0,2,2,2,1,1,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0039_3300.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Faces/CM0010_1100.jpg,Stimuli/Faces/CM0010_1100.jpg,0,s,1,2.2038,0,3,3,3,1,97,catch_target,catch_probe,s,c,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,s,1,0.5355,0,4,4,4,1,67,Stimuli/Faces/CF0046_1100.jpg,Stimuli/Faces/CF0046_1100.jpg,s,s,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,s,1,0.632,0,5,5,5,1,63,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,s,s,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,Stimuli/Faces/CF0022_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Faces/CM0048_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,0,d,1,0.7344,0,6,6,6,1,104,catch_target,catch_probe,d,c,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,d,1,0.9344,0,7,7,7,1,0,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,Stimuli/Faces/CF0022_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CM0046_1100.jpg,0,d,1,0.8347,0,8,8,8,1,103,catch_target,catch_probe,d,c,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,s,1,0.5906,0,9,9,9,1,81,Stimuli/Faces/CM0025_1100.jpg,Stimuli/Faces/CM0025_1100.jpg,s,s,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,Stimuli/Faces/CF0013_1110.jpg,Stimuli/Faces/CF0013_1110.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Faces/CM0009_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,0,d,1,0.6195,0,10,10,10,1,102,catch_target,catch_probe,d,c,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,0,d,1,0.8204,0,11,11,11,1,2,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,Stimuli/Faces/CF0013_1110.jpg,Stimuli/Faces/CF0008_1100.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,c,6.8467,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,0,d,1,5.1025,,,,,,4,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Faces/CF0050_1100.jpg,Stimuli/Faces/CF0020_1100.jpg,0,0,0,4,1,,,,,,,,,,,,,,
,,,,0,d,0,0.8265,,,,,,29,same_face,same_face,s,s,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,0,1,1,29,1,Stimuli/Faces/CF0020_1100.jpg,Stimuli/Faces/CF0020_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.4487,,,,,,35,catch_target,catch_probe,d,c,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,0,2,2,35,1,,,Stimuli/Faces/CM0025_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,,,,,,,,
,,,,0,d,1,0.5688,,,,,,2,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0035_1100.jpg,0,3,3,2,1,,,,,,,,,,,,,,
,,,,0,s,1,0.5499,,,,,,17,same_face,same_face,s,s,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,0,4,4,17,1,Stimuli/Faces/CF0035_1100.jpg,Stimuli/Faces/CF0035_1100.jpg,,,,,,,,,,,,
,,,,0,d,0,0.8188,,,,,,32,catch_target,catch_probe,s,c,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,0,5,5,32,1,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CM0039_3300.jpg,,,,,,,,,,
,,,,0,s,1,0.5171,,,,,,27,same_face,same_face,s,s,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,0,6,6,27,1,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.4651,,,,,,9,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Faces/CF0023_1100.jpg,Stimuli/Faces/CF0052_1100.jpg,0,7,7,9,1,,,,,,,,,,,,,,
,,,,0,s,1,0.3349,,,,,,20,same_face,same_face,s,s,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,0,8,8,20,1,Stimuli/Faces/CF0055_1100.jpg,Stimuli/Faces/CF0055_1100.jpg,,,,,,,,,,,,
,,,,0,d,0,0.2338,,,,,,21,same_face,same_face,s,s,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,0,9,9,21,1,Stimuli/Faces/CF0010_1100.jpg,Stimuli/Faces/CF0010_1100.jpg,,,,,,,,,,,,
,,,,0,s,0,0.5524,,,,,,3,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Faces/CM0024_3100.jpg,Stimuli/Faces/CF0055_1100.jpg,0,10,10,3,1,,,,,,,,,,,,,,
,,,,0,s,1,0.6168,,,,,,23,same_face,same_face,s,s,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,0,11,11,23,1,Stimuli/Faces/CM0030_1100.jpg,Stimuli/Faces/CM0030_1100.jpg,,,,,,,,,,,,
,,,,0,d,1,0.5644,,,,,,15,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Faces/CF0052_1100.jpg,Stimuli/Faces/CF0010_1100.jpg,0,12,12,15,1,,,,,,,,,,,,,,
,,,,0,s,0,0.434,,,,,,34,catch_target,catch_probe,d,c,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,0,13,13,34,1,,,Stimuli/Faces/CM0048_1100.jpg,Stimuli/Faces/CM0028_1100.jpg,,,,,,,,,,
,,,,0,d,1,0.8164,,,,,,13,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Faces/CF0031_1100.jpg,Stimuli/Faces/CM0030_1100.jpg,0,14,14,13,1,,,,,,,,,,,,,,
,,,,0,d,1,0.483,,,,,,7,rand_face,rand_face,d,d,EB,,1,0.05,0.05,2023-06-14_14h03.35.858,02_face_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,0,15,15,7,1,,,,,,,,,,,,,,
