X Scale,Y Scale,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,catch_target,catch_probe,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
,,Stimuli/Words/word30.jpg,Stimuli/Words/word30.jpg,0,s,1,0.512,0,10,10,10,1,34,Stimuli/Words/word11.jpg,Stimuli/Words/word11.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word11.jpg,Stimuli/Words/word11.jpg,0,s,1,0.8112,0,11,11,11,1,43,Stimuli/Words/word20.jpg,Stimuli/Words/word20.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,c,72.2786,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,0,d,1,0.6372,,,,,,84,Stimuli/Words/word55.jpg,Stimuli/Words/word56.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word23.jpg,Stimuli/Words/word24.jpg,d,0,0,0,0,1,,,,,,,,,,,,,,
,,,,0,s,1,1.0059,,,,,,118,CatchTrial,CatchTrial,c,CatchTrials,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word44.jpg,Stimuli/Words/word44.jpg,s,0,1,1,1,1,Stimuli/Words/word44.jpg,Stimuli/Words/word44.jpg,,,,,,,,,,,,
,,,,0,d,1,0.6726,,,,,,31,Stimuli/Words/word04.jpg,Stimuli/Words/word04.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word36.jpg,Stimuli/Words/word35.jpg,d,0,2,2,2,1,,,,,,,,,,,,,,
,,,,0,s,1,0.5859,,,,,,92,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word57.jpg,Stimuli/Words/word57.jpg,s,0,3,3,3,1,,,,,,,,,,,,,,
,,,,0,d,1,0.6961,,,,,,116,CatchTrial,CatchTrial,c,CatchTrials,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word13.jpg,Stimuli/Words/word14.jpg,d,0,4,4,4,1,Stimuli/Words/word13.jpg,Stimuli/Words/word14.jpg,,,,,,,,,,,,
,,,,0,s,0,0.6624,,,,,,119,CatchTrial,CatchTrial,c,CatchTrials,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word58.jpg,Stimuli/Words/word57.jpg,d,0,5,5,5,1,Stimuli/Words/word58.jpg,Stimuli/Words/word57.jpg,,,,,,,,,,,,
,,,,0,d,1,1.0204,,,,,,62,Stimuli/Words/word21.jpg,Stimuli/Words/word22.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word16.jpg,Stimuli/Words/word15.jpg,d,0,6,6,6,1,,,,,,,,,,,,,,
,,,,0,d,1,1.1256,,,,,,19,Stimuli/Words/word36.jpg,Stimuli/Words/word36.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word12.jpg,Stimuli/Words/word11.jpg,d,0,7,7,7,1,,,,,,,,,,,,,,
,,,,0,s,1,0.7748,,,,,,23,Stimuli/Words/word40.jpg,Stimuli/Words/word40.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word36.jpg,Stimuli/Words/word36.jpg,s,0,8,8,8,1,,,,,,,,,,,,,,
,,,,0,s,1,0.5715,,,,,,117,CatchTrial,CatchTrial,c,CatchTrials,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word49.jpg,Stimuli/Words/word49.jpg,s,0,9,9,9,1,Stimuli/Words/word49.jpg,Stimuli/Words/word49.jpg,,,,,,,,,,,,
,,,,0,s,1,0.4484,,,,,,57,Stimuli/Words/word58.jpg,Stimuli/Words/word58.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word47.jpg,Stimuli/Words/word47.jpg,s,0,10,10,10,1,,,,,,,,,,,,,,
,,,,0,d,1,0.7845,,,,,,56,Stimuli/Words/word57.jpg,Stimuli/Words/word57.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word37.jpg,Stimuli/Words/word38.jpg,d,0,11,11,11,1,,,,,,,,,,,,,,
,,,,0,d,1,0.8755,,,,,,105,Stimuli/Words/word44.jpg,Stimuli/Words/word43.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word06.jpg,Stimuli/Words/word05.jpg,d,0,12,12,12,1,,,,,,,,,,,,,,
,,,,0,d,1,0.8624,,,,,,17,Stimuli/Words/word34.jpg,Stimuli/Words/word34.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word57.jpg,Stimuli/Words/word58.jpg,d,0,13,13,13,1,,,,,,,,,,,,,,
,,,,0,s,1,1.156,,,,,,64,Stimuli/Words/word23.jpg,Stimuli/Words/word24.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,s,0,14,14,14,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5836,,,,,,1,Stimuli/Words/word06.jpg,Stimuli/Words/word06.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,d,0,15,15,15,1,,,,,,,,,,,,,,
,,,,0,s,1,0.6131,,,,,,59,Stimuli/Words/word06.jpg,Stimuli/Words/word05.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,s,0,16,16,16,1,,,,,,,,,,,,,,
,,,,0,s,1,0.6564,,,,,,50,Stimuli/Words/word47.jpg,Stimuli/Words/word47.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word56.jpg,Stimuli/Words/word56.jpg,s,0,17,17,17,1,,,,,,,,,,,,,,
,,,,0,d,1,0.7079,,,,,,98,Stimuli/Words/word17.jpg,Stimuli/Words/word18.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word15.jpg,Stimuli/Words/word16.jpg,d,0,18,18,18,1,,,,,,,,,,,,,,
,,,,0,d,1,1.2428,,,,,,97,Stimuli/Words/word16.jpg,Stimuli/Words/word15.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word21.jpg,Stimuli/Words/word22.jpg,d,0,19,19,19,1,,,,,,,,,,,,,,
,,,,0,s,1,0.8756,,,,,,95,Stimuli/Words/word14.jpg,Stimuli/Words/word13.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word40.jpg,Stimuli/Words/word40.jpg,s,0,20,20,20,1,,,,,,,,,,,,,,
,,,,0,s,1,1.1915,,,,,,61,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word04.jpg,Stimuli/Words/word04.jpg,s,0,21,21,21,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5868,,,,,,77,Stimuli/Words/word36.jpg,Stimuli/Words/word35.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word55.jpg,Stimuli/Words/word56.jpg,d,0,22,22,22,1,,,,,,,,,,,,,,
,,,,0,d,1,0.6735,,,,,,29,Stimuli/Words/word02.jpg,Stimuli/Words/word02.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word17.jpg,Stimuli/Words/word18.jpg,d,0,23,23,23,1,,,,,,,,,,,,,,
,,,,0,d,1,0.6159,,,,,,26,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word14.jpg,Stimuli/Words/word13.jpg,d,0,24,24,24,1,,,,,,,,,,,,,,
,,,,0,s,1,1.2347,,,,,,27,Stimuli/Words/word56.jpg,Stimuli/Words/word56.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word02.jpg,Stimuli/Words/word02.jpg,s,0,25,25,25,1,,,,,,,,,,,,,,
,,,,0,d,1,0.5311,,,,,,5,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word44.jpg,Stimuli/Words/word43.jpg,d,0,26,26,26,1,,,,,,,,,,,,,,
,,,,0,d,1,1.4177,,,,,,96,Stimuli/Words/word15.jpg,Stimuli/Words/word16.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,d,0,27,27,27,1,,,,,,,,,,,,,,
,,,,0,d,1,0.6447,,,,,,74,Stimuli/Words/word33.jpg,Stimuli/Words/word34.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word33.jpg,Stimuli/Words/word34.jpg,d,0,28,28,28,1,,,,,,,,,,,,,,
,,,,0,d,0,1.2887,,,,,,114,Stimuli/Words/word57.jpg,Stimuli/Words/word58.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word16.jpg,Stimuli/Words/word16.jpg,s,0,29,29,29,1,,,,,,,,,,,,,,
,,,,0,s,0,0.5151,,,,,,39,Stimuli/Words/word16.jpg,Stimuli/Words/word16.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word38.jpg,Stimuli/Words/word37.jpg,d,0,30,30,30,1,,,,,,,,,,,,,,
,,,,0,s,1,0.7174,,,,,,78,Stimuli/Words/word37.jpg,Stimuli/Words/word38.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word58.jpg,Stimuli/Words/word58.jpg,s,0,31,31,31,1,,,,,,,,,,,,,,
,,,,0,s,1,1.122,,,,,,67,Stimuli/Words/word26.jpg,Stimuli/Words/word25.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word34.jpg,Stimuli/Words/word34.jpg,s,0,32,32,32,1,,,,,,,,,,,,,,
,,,,0,d,1,1.8753,,,,,,93,Stimuli/Words/word12.jpg,Stimuli/Words/word11.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word26.jpg,Stimuli/Words/word25.jpg,d,0,33,33,33,1,,,,,,,,,,,,,,
,,,,0,s,1,0.7335,,,,,,79,Stimuli/Words/word38.jpg,Stimuli/Words/word37.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word06.jpg,Stimuli/Words/word06.jpg,s,0,34,34,34,1,,,,,,,,,,,,,,
,,,,0,s,1,1.0417,,,,,,8,Stimuli/Words/word25.jpg,Stimuli/Words/word25.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word25.jpg,Stimuli/Words/word25.jpg,s,0,35,35,35,1,,,,,,,,,,,,,,
,,,,0,s,1,0.447,,,,,,122,CatchTrial,CatchTrial,c,CatchTrials,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word30.jpg,Stimuli/Words/word30.jpg,s,,,,,,Stimuli/Words/word30.jpg,Stimuli/Words/word30.jpg,space,10.2887,0,0,0,0,1,,,,,
,,,,0,s,1,0.5448,,,,,,63,Stimuli/Words/word22.jpg,Stimuli/Words/word21.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word10.jpg,Stimuli/Words/word10.jpg,s,,,,,,,,,,0,1,1,1,1,,,,,
,,,,0,s,1,1.11,,,,,,112,Stimuli/Words/word51.jpg,Stimuli/Words/word52.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word03.jpg,Stimuli/Words/word03.jpg,s,,,,,,,,,,0,2,2,2,1,,,,,
,,,,0,s,1,0.3836,,,,,,121,CatchTrial,CatchTrial,c,CatchTrials,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word53.jpg,Stimuli/Words/word53.jpg,s,,,,,,Stimuli/Words/word53.jpg,Stimuli/Words/word53.jpg,,,0,3,3,3,1,,,,,
,,,,0,d,1,1.0539,,,,,,80,Stimuli/Words/word39.jpg,Stimuli/Words/word40.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word54.jpg,Stimuli/Words/word53.jpg,d,,,,,,,,,,0,4,4,4,1,,,,,
,,,,0,d,1,0.878,,,,,,83,Stimuli/Words/word54.jpg,Stimuli/Words/word53.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word22.jpg,Stimuli/Words/word21.jpg,d,,,,,,,,,,0,5,5,5,1,,,,,
,,,,0,s,1,0.6015,,,,,,90,Stimuli/Words/word09.jpg,Stimuli/Words/word10.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word12.jpg,Stimuli/Words/word12.jpg,s,,,,,,,,,,0,6,6,6,1,,,,,
,,,,0,d,1,1.274,,,,,,45,Stimuli/Words/word42.jpg,Stimuli/Words/word42.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word09.jpg,Stimuli/Words/word10.jpg,d,,,,,,,,,,0,7,7,7,1,,,,,
,,,,0,s,1,0.6428,,,,,,120,CatchTrial,CatchTrial,c,CatchTrials,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word48.jpg,Stimuli/Words/word48.jpg,s,,,,,,Stimuli/Words/word48.jpg,Stimuli/Words/word48.jpg,,,0,8,8,8,1,,,,,
,,,,0,d,1,1.066,,,,,,9,Stimuli/Words/word26.jpg,Stimuli/Words/word26.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word43.jpg,Stimuli/Words/word44.jpg,d,,,,,,,,,,0,9,9,9,1,,,,,
,,,,0,s,1,1.0857,,,,,,58,Stimuli/Words/word05.jpg,Stimuli/Words/word06.jpg,d,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,s,,,,,,,,,,0,10,10,10,1,,,,,
,,,,0,s,1,0.5984,,,,,,123,CatchTrial,CatchTrial,c,CatchTrials,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word27.jpg,Stimuli/Words/word27.jpg,s,,,,,,Stimuli/Words/word27.jpg,Stimuli/Words/word27.jpg,,,0,11,11,11,1,,,,,
,,,,0,d,1,0.6512,,,,,,20,Stimuli/Words/word37.jpg,Stimuli/Words/word37.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word19.jpg,Stimuli/Words/word20.jpg,d,,,,,,,,,,0,12,12,12,1,,,,,
,,,,0,s,1,1.6583,,,,,,113,Stimuli/Words/word52.jpg,Stimuli/Words/word51.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word26.jpg,Stimuli/Words/word26.jpg,s,,,,,,,,,,0,13,13,13,1,,,,,
,,,,0,s,1,1.2456,,,,,,48,Stimuli/Words/word45.jpg,Stimuli/Words/word45.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word35.jpg,Stimuli/Words/word35.jpg,s,,,,,,,,,,0,14,14,14,1,,,,,
,,,,0,d,1,1.0194,,,,,,86,Stimuli/Words/word01.jpg,Stimuli/Words/word02.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,d,,,,,,,,,,0,15,15,15,1,,,,,
,,,,0,s,1,1.6857,,,,,,28,Stimuli/Words/word01.jpg,Stimuli/Words/word01.jpg,s,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word28.jpg,Stimuli/Words/word28.jpg,s,,,,,,,,,,0,16,16,16,1,,,,,
,,,,0,d,1,0.7367,,,,,,102,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,d,third,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word27.jpg,Stimuli/Words/word28.jpg,d,,,,,,,,,,0,17,17,17,1,,,,,
,,,,0,s,1,0.8815,,,,,,18,Stimuli/Words/word35.jpg,Stimuli/Words/word35.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word52.jpg,Stimuli/Words/word52.jpg,s,,,,,,,,,,0,18,18,18,1,,,,,
,,,,0,d,1,0.6807,,,,,,14,Stimuli/Words/word31.jpg,Stimuli/Words/word31.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word45.jpg,Stimuli/Words/word46.jpg,d,,,,,,,,,,0,19,19,19,1,,,,,
,,,,0,d,1,1.0387,,,,,,15,Stimuli/Words/word32.jpg,Stimuli/Words/word32.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word52.jpg,Stimuli/Words/word51.jpg,d,,,,,,,,,,0,20,20,20,1,,,,,
,,,,0,d,1,1.5293,,,,,,6,Stimuli/Words/word23.jpg,Stimuli/Words/word23.jpg,s,second,KT,,1,0.05,0.05,2023-05-15_15h35.51.838,01_word_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Words/word05.jpg,Stimuli/Words/word06.jpg,d,,,,,,,,,,0,21,21,21,1,,,,,
