"X.Scale","Y.Scale","diff_target","diff_probe","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","face_loop_set1.thisRepN","face_loop_set1.thisTrialN","face_loop_set1.thisN","face_loop_set1.thisIndex","face_loop_set1.ran","targetID","imFile","imFile2","corr","trial_type","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","same_target","same_probe","face_loop_set2.thisRepN","face_loop_set2.thisTrialN","face_loop_set2.thisN","face_loop_set2.thisIndex","face_loop_set2.ran","face_loop_set3.thisRepN","face_loop_set3.thisTrialN","face_loop_set3.thisN","face_loop_set3.thisIndex","face_loop_set3.ran"
0.0559,0.0566,"Stimuli/Faces/CF0020_1100.jpg","Stimuli/Faces/CM0028_1100.jpg",0,"d",1,0.7092,0,0,0,1,1,1,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.5513,0,1,1,31,1,31,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0028_1100.jpg","Stimuli/Faces/CM0028_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0039_3300.jpg","Stimuli/Faces/CM0047_1100.jpg",0,"d",1,0.6824,0,2,2,6,1,6,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.6361,0,3,3,24,1,24,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0047_1100.jpg","Stimuli/Faces/CM0047_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.6689,0,4,4,20,1,20,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0007_1100.jpg","Stimuli/Faces/CF0007_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.518,0,5,5,25,1,25,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0048_1100.jpg","Stimuli/Faces/CM0048_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0008_1100.jpg","Stimuli/Faces/CF0007_1100.jpg",0,"s",0,0.7626,0,6,6,2,1,2,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0025_1100.jpg","Stimuli/Faces/CM0048_1100.jpg",0,"d",1,0.6683,0,7,7,13,1,13,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.5305,0,8,8,19,1,19,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0016_1100.jpg","Stimuli/Faces/CF0016_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.7198,0,9,9,18,1,18,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0029_2200.jpg","Stimuli/Faces/CM0029_2200.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0047_1100.jpg","Stimuli/Faces/CF0016_1100.jpg",0,"d",1,0.6883,0,10,10,3,1,3,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.8044,0,11,11,30,1,30,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0021_1100.jpg","Stimuli/Faces/CF0021_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0028_1100.jpg","Stimuli/Faces/CM0029_2200.jpg",0,"d",1,0.8893,0,12,12,8,1,8,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.6169,0,13,13,29,1,29,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0011_1100.jpg","Stimuli/Faces/CM0011_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.6211,0,14,14,17,1,17,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0057_1100.jpg","Stimuli/Faces/CF0057_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",0,1.1233,0,15,15,27,1,27,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0029_1100.jpg","Stimuli/Faces/CM0029_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.5172,0,16,16,23,1,23,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0007_1100.jpg","Stimuli/Faces/CM0007_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0040_1100.jpg","Stimuli/Faces/CF0021_1100.jpg",0,"d",1,0.6654,0,17,17,5,1,5,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0044_1100.jpg","Stimuli/Faces/CM0011_1100.jpg",0,"d",1,0.9833,0,18,18,15,1,15,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0031_1100.jpg","Stimuli/Faces/CF0057_1100.jpg",0,"d",1,0.7383,0,19,19,0,1,0,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0009_1100.jpg","Stimuli/Faces/CM0029_1100.jpg",0,"d",1,0.6338,0,20,20,12,1,12,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0052_1100.jpg","Stimuli/Faces/CM0007_1100.jpg",0,"d",1,0.6017,0,21,21,4,1,4,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.692,0,22,22,16,1,16,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0045_1100.jpg","Stimuli/Faces/CM0045_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.8947,0,23,23,21,1,21,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0013_1110.jpg","Stimuli/Faces/CF0013_1110.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0012_3320.jpg","Stimuli/Faces/CM0045_1100.jpg",0,"d",1,0.6567,0,24,24,14,1,14,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.8184,0,25,25,28,1,28,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0040_1110.jpg","Stimuli/Faces/CF0040_1110.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0021_1100.jpg","Stimuli/Faces/CF0013_1110.jpg",0,"d",1,0.7495,0,26,26,7,1,7,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",0,0.9519,0,27,27,22,1,22,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0032_1100.jpg","Stimuli/Faces/CF0032_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.8058,0,28,28,26,1,26,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0031_1100.jpg","Stimuli/Faces/CM0031_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0026_1110.jpg","Stimuli/Faces/CF0040_1110.jpg",0,"d",1,0.6386,0,29,29,9,1,9,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0045_1100.jpg","Stimuli/Faces/CF0032_1100.jpg",0,"d",1,0.6839,0,30,30,11,1,11,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0050_1100.jpg","Stimuli/Faces/CM0031_1100.jpg",0,"d",1,0.5833,0,31,31,10,1,10,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0057_1100.jpg","Stimuli/Faces/CM0039_3300.jpg",0,"d",1,0.6572,NA,NA,NA,NA,NA,37,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",0,0,0,1,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.7105,NA,NA,NA,NA,NA,61,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0039_3300.jpg","Stimuli/Faces/CM0039_3300.jpg",0,1,1,25,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",0,0.523,NA,NA,NA,NA,NA,63,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0050_1100.jpg","Stimuli/Faces/CF0050_1100.jpg",0,2,2,27,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.5564,NA,NA,NA,NA,NA,66,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0046_1100.jpg","Stimuli/Faces/CM0046_1100.jpg",0,3,3,30,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0031_1100.jpg","Stimuli/Faces/CF0050_1100.jpg",0,"d",1,0.5368,NA,NA,NA,NA,NA,43,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",0,4,4,7,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.4939,NA,NA,NA,NA,NA,57,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0009_1100.jpg","Stimuli/Faces/CF0009_1100.jpg",0,5,5,21,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0030_1100.jpg","Stimuli/Faces/CM0046_1100.jpg",0,"d",1,0.7365,NA,NA,NA,NA,NA,41,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",0,6,6,5,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0058_1100.jpg","Stimuli/Faces/CF0009_1100.jpg",0,"d",1,0.9005,NA,NA,NA,NA,NA,42,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",0,7,7,6,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0035_1100.jpg","Stimuli/Faces/CF0031_1100.jpg",0,"d",1,0.5561,NA,NA,NA,NA,NA,45,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",0,8,8,9,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0008_1100.jpg","Stimuli/Faces/CM0009_1100.jpg",0,"d",1,0.9411,NA,NA,NA,NA,NA,50,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",0,9,9,14,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.6563,NA,NA,NA,NA,NA,60,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0031_1100.jpg","Stimuli/Faces/CF0031_1100.jpg",0,10,10,24,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0034_1100.jpg","Stimuli/Faces/CF0012_3320.jpg",0,"d",1,0.6504,NA,NA,NA,NA,NA,40,"rand_face","rand_face","d","d",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",0,11,11,4,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.8793,NA,NA,NA,NA,NA,53,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0009_1100.jpg","Stimuli/Faces/CM0009_1100.jpg",0,12,12,17,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.7067,NA,NA,NA,NA,NA,65,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0012_3320.jpg","Stimuli/Faces/CF0012_3320.jpg",0,13,13,29,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",1,0.8045,NA,NA,NA,NA,NA,55,"same_face","same_face","s","s",2,0,0.0559,0.0566,"2021-12-22_09h26.10.582","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0034_1100.jpg","Stimuli/Faces/CF0034_1100.jpg",0,14,14,19,1,NA,NA,NA,NA,NA
