X Scale,Y Scale,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,catch_target,catch_probe,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
0.0517,0.0514,Stimuli/Words/word03.jpg,Stimuli/Words/word04.jpg,0,s,0,0.4744,0,0,0,0,1,37,Stimuli/Words/word14.jpg,Stimuli/Words/word14.jpg,s,third,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word38.jpg,Stimuli/Words/word37.jpg,0,d,1,9.8391,0,1,1,1,1,88,Stimuli/Words/word03.jpg,Stimuli/Words/word04.jpg,d,third,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,0,d,1,1.8329,0,2,2,2,1,117,CatchTrial,CatchTrial,c,CatchTrials,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,0,s,1,1.0204,0,3,3,3,1,118,CatchTrial,CatchTrial,c,CatchTrials,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word14.jpg,Stimuli/Words/word14.jpg,0,s,1,0.8358,0,4,4,4,1,79,Stimuli/Words/word38.jpg,Stimuli/Words/word37.jpg,d,second,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word57.jpg,Stimuli/Words/word57.jpg,0,s,1,0.903,0,5,5,5,1,116,CatchTrial,CatchTrial,c,CatchTrials,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word57.jpg,Stimuli/Words/word57.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word58.jpg,Stimuli/Words/word57.jpg,0,d,1,1.0512,0,6,6,6,1,15,Stimuli/Words/word32.jpg,Stimuli/Words/word32.jpg,s,second,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word49.jpg,Stimuli/Words/word49.jpg,0,s,1,0.6153,0,7,7,7,1,52,Stimuli/Words/word49.jpg,Stimuli/Words/word49.jpg,s,third,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,0,s,0,2.5659,0,8,8,8,1,121,CatchTrial,CatchTrial,c,CatchTrials,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word17.jpg,Stimuli/Words/word17.jpg,0,s,1,0.6291,0,9,9,9,1,119,CatchTrial,CatchTrial,c,CatchTrials,EB,,1,0.05,0.05,2023-06-16_13h00.31.761,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word17.jpg,Stimuli/Words/word17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
