X Scale,Y Scale,diff_pTarget,diff_pProbe,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Ftrials.thisRepN,prac_Ftrials.thisTrialN,prac_Ftrials.thisN,prac_Ftrials.thisIndex,prac_Ftrials.ran,targetID,imFile,imFile2,corr,trial_type,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,same_target,same_probe,face_loop_set1.thisRepN,face_loop_set1.thisTrialN,face_loop_set1.thisN,face_loop_set1.thisIndex,face_loop_set1.ran,diff_target,diff_probe,catch_target,catch_probe,face_loop_set2.thisRepN,face_loop_set2.thisTrialN,face_loop_set2.thisN,face_loop_set2.thisIndex,face_loop_set2.ran,face_loop_set3.thisRepN,face_loop_set3.thisTrialN,face_loop_set3.thisN,face_loop_set3.thisIndex,face_loop_set3.ran
,,,,0,d,1,0.4959,,,,,,43,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0011_1100.jpg,Stimuli/Faces/CM0050_1100.jpg,,,0,16,16,7,1,,,,,
,,,,0,s,1,0.6547,,,,,,60,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0050_1100.jpg,Stimuli/Faces/CF0050_1100.jpg,,,,,,,,,,0,17,17,24,1,,,,,
,,,,0,d,1,0.4321,,,,,,48,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0045_1100.jpg,Stimuli/Faces/CF0031_1100.jpg,,,0,18,18,12,1,,,,,
,,,,0,d,1,0.667,,,,,,47,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0050_1100.jpg,Stimuli/Faces/CM0015_1100.jpg,,,0,19,19,11,1,,,,,
,,,,0,d,0,0.4769,,,,,,66,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0031_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,,,,,,,,0,20,20,30,1,,,,,
,,,,0,s,1,0.5255,,,,,,64,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0012_3320.jpg,Stimuli/Faces/CF0012_3320.jpg,,,,,,,,,,0,21,21,28,1,,,,,
,,,,0,d,1,0.629,,,,,,44,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0007_1100.jpg,Stimuli/Faces/CF0050_1100.jpg,,,0,22,22,8,1,,,,,
,,,,0,s,1,0.7358,,,,,,61,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CM0008_1100.jpg,,,,,,,,,,0,23,23,25,1,,,,,
,,,,0,d,1,0.6253,,,,,,37,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0025_1100.jpg,Stimuli/Faces/CM0031_1100.jpg,,,0,24,24,1,1,,,,,
,,,,0,s,1,0.6568,,,,,,67,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,,,,,,,,,,0,25,25,31,1,,,,,
,,,,0,d,0,0.3967,,,,,,52,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0008_1100.jpg,Stimuli/Faces/CF0008_1100.jpg,,,,,,,,,,0,26,26,16,1,,,,,
,,,,0,d,0,0.766,,,,,,68,catch_target,catch_probe,s,c,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,0,27,27,32,1,,,,,
,,,,0,d,1,0.4559,,,,,,49,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CF0012_3320.jpg,,,0,28,28,13,1,,,,,
,,,,0,d,1,0.5412,,,,,,39,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0020_1100.jpg,Stimuli/Faces/CM0008_1100.jpg,,,0,29,29,3,1,,,,,
,,,,0,d,0,0.5743,,,,,,58,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0022_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,,,,,,,,,,0,30,30,22,1,,,,,
,,,,0,d,1,0.4776,,,,,,36,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CM0005_1100.jpg,,,0,31,31,0,1,,,,,
,,,,0,s,0,0.708,,,,,,41,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0055_1100.jpg,Stimuli/Faces/CF0008_1100.jpg,,,0,32,32,5,1,,,,,
,,,,0,d,1,0.4871,,,,,,42,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0044_1100.jpg,Stimuli/Faces/CF0022_1100.jpg,,,0,33,33,6,1,,,,,
,,,,0,d,1,0.5546,,,,,,45,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0010_1100.jpg,Stimuli/Faces/CF0035_1100.jpg,,,0,34,34,9,1,,,,,
,,,,0,s,1,0.8927,,,,,,65,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0035_1100.jpg,Stimuli/Faces/CF0035_1100.jpg,,,,,,,,,,0,35,35,29,1,,,,,
,,,,0,s,1,0.5929,,,,,,104,catch_target,catch_probe,s,c,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0010_1100.jpg,Stimuli/Faces/CF0010_1100.jpg,,,,,,0,0,0,32,1
,,,,0,d,1,0.4262,,,,,,81,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0009_1100.jpg,Stimuli/Faces/CM0010_1100.jpg,,,,,,,,0,1,1,9,1
,,,,0,d,1,0.6253,,,,,,78,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0029_2200.jpg,Stimuli/Faces/CM0044_1100.jpg,,,,,,,,0,2,2,6,1
,,,,0,d,1,0.6496,,,,,,85,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0040_1110.jpg,Stimuli/Faces/CF0032_1100.jpg,,,,,,,,0,3,3,13,1
,,,,0,d,1,0.466,,,,,,79,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0015_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,,,,,,,,0,4,4,7,1
,,,,0,d,1,0.5056,,,,,,86,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0005_1100.jpg,Stimuli/Faces/CM0041_1100.jpg,,,,,,,,0,5,5,14,1
,,,,0,s,1,0.6763,,,,,,93,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0010_1100.jpg,Stimuli/Faces/CM0010_1100.jpg,,,,,,,,,,,,,,,0,6,6,21,1
,,,,0,d,1,0.5023,,,,,,76,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0058_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,,,,,,,,0,7,7,4,1
,,,,0,s,1,0.503,,,,,,95,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0044_1100.jpg,Stimuli/Faces/CM0044_1100.jpg,,,,,,,,,,,,,,,0,8,8,23,1
,,,,0,s,1,0.746,,,,,,99,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CF0032_1100.jpg,,,,,,,,,,,,,,,0,9,9,27,1
,,,,0,d,0,0.596,,,,,,101,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CF0033_1100.jpg,,,,,,,,,,,,,,,0,10,10,29,1
,,,,0,s,1,0.4498,,,,,,88,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0041_1100.jpg,Stimuli/Faces/CM0041_1100.jpg,,,,,,,,,,,,,,,0,11,11,16,1
,,,,0,s,1,0.4435,,,,,,102,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0016_1100.jpg,Stimuli/Faces/CF0016_1100.jpg,,,,,,,,,,,,,,,0,12,12,30,1
,,,,0,d,1,0.4575,,,,,,82,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0008_1100.jpg,Stimuli/Faces/CF0034_1100.jpg,,,,,,,,0,13,13,10,1
,,,,0,s,1,0.7427,,,,,,98,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CF0034_1100.jpg,,,,,,,,,,,,,,,0,14,14,26,1
,,,,0,d,0,0.717,,,,,,92,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0046_1100.jpg,Stimuli/Faces/CF0046_1100.jpg,,,,,,,,,,,,,,,0,15,15,20,1
,,,,0,d,1,0.5047,,,,,,72,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0034_1100.jpg,Stimuli/Faces/CF0046_1100.jpg,,,,,,,,0,16,16,0,1
,,,,0,s,1,0.4211,,,,,,90,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0039_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,,,,,,,,,,,,,0,17,17,18,1
,,,,0,s,1,0.4908,,,,,,91,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0040_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,,,,,,,,,,,,,0,18,18,19,1
,,,,0,d,1,0.5344,,,,,,83,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0050_1100.jpg,Stimuli/Faces/CM0039_1100.jpg,,,,,,,,0,19,19,11,1
,,,,0,d,0,0.9199,,,,,,96,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CM0039_3300.jpg,,,,,,,,,,,,,,,0,20,20,24,1
,,,,0,d,1,0.5303,,,,,,77,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0048_1100.jpg,Stimuli/Faces/CM0040_1100.jpg,,,,,,,,0,21,21,5,1
,,,,0,d,1,0.5917,,,,,,106,catch_target,catch_probe,d,c,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0021_1100.jpg,Stimuli/Faces/CF0046_1100.jpg,,,,,,0,22,22,34,1
,,,,0,d,1,0.4598,,,,,,107,catch_target,catch_probe,d,c,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0010_1100.jpg,Stimuli/Faces/CF0012_3320.jpg,,,,,,0,23,23,35,1
,,,,0,d,1,0.4567,,,,,,87,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0033_1100.jpg,Stimuli/Faces/CM0039_3300.jpg,,,,,,,,0,24,24,15,1
,,,,0,s,1,0.4983,,,,,,94,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0023_1100.jpg,Stimuli/Faces/CF0023_1100.jpg,,,,,,,,,,,,,,,0,25,25,22,1
,,,,0,s,1,0.7107,,,,,,105,catch_target,catch_probe,s,c,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0039_3300.jpg,Stimuli/Faces/CM0039_3300.jpg,,,,,,0,26,26,33,1
,,,,0,s,0,0.9012,,,,,,73,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0026_1110.jpg,Stimuli/Faces/CF0023_1100.jpg,,,,,,,,0,27,27,1,1
,,,,0,d,1,0.3639,,,,,,80,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CM0029_1100.jpg,Stimuli/Faces/CF0013_1110.jpg,,,,,,,,0,28,28,8,1
,,,,0,d,1,0.6266,,,,,,74,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0032_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,,,,,,,,0,29,29,2,1
,,,,0,s,1,0.4897,,,,,,100,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0013_1110.jpg,Stimuli/Faces/CF0013_1110.jpg,,,,,,,,,,,,,,,0,30,30,28,1
,,,,0,d,1,0.3654,,,,,,75,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0031_1100.jpg,Stimuli/Faces/CM0011_1100.jpg,,,,,,,,0,31,31,3,1
,,,,0,s,1,0.7854,,,,,,97,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0045_1100.jpg,Stimuli/Faces/CM0045_1100.jpg,,,,,,,,,,,,,,,0,32,32,25,1
,,,,0,s,1,1.0101,,,,,,89,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CM0011_1100.jpg,Stimuli/Faces/CM0011_1100.jpg,,,,,,,,,,,,,,,0,33,33,17,1
,,,,0,d,1,0.6527,,,,,,84,rand_face,rand_face,d,d,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,Stimuli/Faces/CF0008_1100.jpg,Stimuli/Faces/CF0007_1100.jpg,,,,,,,,0,34,34,12,1
,,,,0,s,1,0.7858,,,,,,103,same_face,same_face,s,s,SI,,1,0.05,0.05,2023-04-25_11h36.09.267,02_face_task,2020.2.4,Win32,60,1920,1080,,,,,,,,,,Stimuli/Faces/CF0007_1100.jpg,Stimuli/Faces/CF0007_1100.jpg,,,,,,,,,,,,,,,0,35,35,31,1
