"X.Scale","Y.Scale","same_target","same_probe","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","face_loop_set1.thisRepN","face_loop_set1.thisTrialN","face_loop_set1.thisN","face_loop_set1.thisIndex","face_loop_set1.ran","targetID","imFile","imFile2","corr","trial_type","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","diff_target","diff_probe","face_loop_set2.thisRepN","face_loop_set2.thisTrialN","face_loop_set2.thisN","face_loop_set2.thisIndex","face_loop_set2.ran","face_loop_set3.thisRepN","face_loop_set3.thisTrialN","face_loop_set3.thisN","face_loop_set3.thisIndex","face_loop_set3.ran"
0.0575,0.0571,"Stimuli/Faces/CF0021_1100.jpg","Stimuli/Faces/CF0021_1100.jpg",0,"s",1,0.4735,0,0,0,29,1,29,"same_face","same_face","s","s",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4351,0,1,1,15,1,15,"rand_face","rand_face","d","d",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0010_1100.jpg","Stimuli/Faces/CF0021_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0058_1100.jpg","Stimuli/Faces/CF0058_1100.jpg",0,"s",1,0.3647,0,2,2,30,1,30,"same_face","same_face","s","s",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.9827,0,3,3,10,1,10,"rand_face","rand_face","d","d",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0044_1100.jpg","Stimuli/Faces/CF0058_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4213,0,4,4,13,1,13,"rand_face","rand_face","d","d",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CM0008_1100.jpg","Stimuli/Faces/CM0045_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4908,0,5,5,2,1,2,"rand_face","rand_face","d","d",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0033_1100.jpg","Stimuli/Faces/CM0046_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0045_1100.jpg","Stimuli/Faces/CM0045_1100.jpg",0,"s",1,0.4943,0,6,6,20,1,20,"same_face","same_face","s","s",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4814,0,7,7,9,1,9,"rand_face","rand_face","d","d",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0022_1100.jpg","Stimuli/Faces/CM0050_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0046_1100.jpg","Stimuli/Faces/CM0046_1100.jpg",0,"s",1,0.354,0,8,8,24,1,24,"same_face","same_face","s","s",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.6336,0,9,9,4,1,4,"rand_face","rand_face","d","d",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"Stimuli/Faces/CF0009_1100.jpg","Stimuli/Faces/CM0024_3100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0050_1100.jpg","Stimuli/Faces/CM0050_1100.jpg",0,"s",1,0.4571,0,10,10,31,1,31,"same_face","same_face","s","s",2,0,0.0575,0.0571,"2021-10-07_19h01.53.737","02_face_task_central","2020.2.4","Win32",60,1280,720,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
