X Scale,Y Scale,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,catch_target,catch_probe,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
,,,,0,s,1,0.518,,,,,,2,Stimuli/Words/word07.jpg,Stimuli/Words/word07.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word24.jpg,Stimuli/Words/word24.jpg,s,,,,,,,,0,9,9,9,1,,,,,
,,,,0,s,1,0.6331,,,,,,6,Stimuli/Words/word23.jpg,Stimuli/Words/word23.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word14.jpg,Stimuli/Words/word14.jpg,s,,,,,,,,0,10,10,10,1,,,,,
,,,,0,s,1,0.4607,,,,,,78,Stimuli/Words/word37.jpg,Stimuli/Words/word38.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word17.jpg,Stimuli/Words/word17.jpg,s,,,,,,,,0,11,11,11,1,,,,,
,,,,0,s,1,0.5486,,,,,,49,Stimuli/Words/word46.jpg,Stimuli/Words/word46.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word46.jpg,Stimuli/Words/word46.jpg,s,,,,,,,,0,12,12,12,1,,,,,
,,,,0,s,1,0.5126,,,,,,62,Stimuli/Words/word21.jpg,Stimuli/Words/word22.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word40.jpg,Stimuli/Words/word40.jpg,s,,,,,,,,0,13,13,13,1,,,,,
,,,,0,s,1,0.5009,,,,,,63,Stimuli/Words/word22.jpg,Stimuli/Words/word21.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word36.jpg,Stimuli/Words/word36.jpg,s,,,,,,,,0,14,14,14,1,,,,,
,,,,0,s,1,0.3159,,,,,,73,Stimuli/Words/word32.jpg,Stimuli/Words/word31.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word23.jpg,Stimuli/Words/word23.jpg,s,,,,,,,,0,15,15,15,1,,,,,
,,,,0,d,1,0.5844,,,,,,43,Stimuli/Words/word20.jpg,Stimuli/Words/word20.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word53.jpg,Stimuli/Words/word54.jpg,d,,,,,,,,0,16,16,16,1,,,,,
,,,,0,d,1,0.8979,,,,,,120,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word42.jpg,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,Stimuli/Words/word41.jpg,d,,,,,,,,0,17,17,17,1,,,,,
,,,,0,s,1,0.7805,,,,,,11,Stimuli/Words/word28.jpg,Stimuli/Words/word28.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word30.jpg,Stimuli/Words/word30.jpg,s,,,,,,,,0,18,18,18,1,,,,,
,,,,0,d,1,0.7832,,,,,,83,Stimuli/Words/word54.jpg,Stimuli/Words/word53.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word56.jpg,Stimuli/Words/word55.jpg,d,,,,,,,,0,19,19,19,1,,,,,
,,,,0,s,1,0.6647,,,,,,123,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word27.jpg,Stimuli/Words/word27.jpg,Stimuli/Words/word27.jpg,Stimuli/Words/word27.jpg,s,,,,,,,,0,20,20,20,1,,,,,
,,,,0,s,1,0.5684,,,,,,85,Stimuli/Words/word56.jpg,Stimuli/Words/word55.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word38.jpg,Stimuli/Words/word38.jpg,s,,,,,,,,0,21,21,21,1,,,,,
,,,,0,d,1,0.6942,,,,,,44,Stimuli/Words/word41.jpg,Stimuli/Words/word41.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word54.jpg,Stimuli/Words/word53.jpg,d,,,,,,,,0,22,22,22,1,,,,,
,,,,0,s,0,0.5134,,,,,,42,Stimuli/Words/word19.jpg,Stimuli/Words/word19.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word32.jpg,Stimuli/Words/word31.jpg,d,,,,,,,,0,23,23,23,1,,,,,
,,,,0,s,1,0.6333,,,,,,122,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word47.jpg,Stimuli/Words/word47.jpg,Stimuli/Words/word47.jpg,Stimuli/Words/word47.jpg,s,,,,,,,,0,24,24,24,1,,,,,
,,,,0,s,1,0.8176,,,,,,121,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word02.jpg,Stimuli/Words/word02.jpg,Stimuli/Words/word02.jpg,Stimuli/Words/word02.jpg,s,,,,,,,,0,25,25,25,1,,,,,
,,,,0,s,1,0.804,,,,,,80,Stimuli/Words/word39.jpg,Stimuli/Words/word40.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word16.jpg,Stimuli/Words/word16.jpg,s,,,,,,,,0,26,26,26,1,,,,,
,,,,0,d,1,0.7679,,,,,,39,Stimuli/Words/word16.jpg,Stimuli/Words/word16.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word44.jpg,Stimuli/Words/word43.jpg,d,,,,,,,,0,27,27,27,1,,,,,
,,,,0,s,1,0.534,,,,,,40,Stimuli/Words/word17.jpg,Stimuli/Words/word17.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word41.jpg,Stimuli/Words/word41.jpg,s,,,,,,,,0,28,28,28,1,,,,,
,,,,0,d,1,0.9849,,,,,,38,Stimuli/Words/word15.jpg,Stimuli/Words/word15.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word19.jpg,Stimuli/Words/word20.jpg,d,,,,,,,,0,29,29,29,1,,,,,
,,,,0,s,0,0.5478,,,,,,115,Stimuli/Words/word58.jpg,Stimuli/Words/word57.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word21.jpg,Stimuli/Words/word22.jpg,d,,,,,,,,0,30,30,30,1,,,,,
,,,,0,d,1,0.8433,,,,,,13,Stimuli/Words/word30.jpg,Stimuli/Words/word30.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word58.jpg,Stimuli/Words/word57.jpg,d,,,,,,,,0,31,31,31,1,,,,,
,,,,0,s,0,0.6818,,,,,,94,Stimuli/Words/word13.jpg,Stimuli/Words/word14.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word13.jpg,Stimuli/Words/word14.jpg,d,,,,,,,,0,32,32,32,1,,,,,
,,,,0,s,1,0.9948,,,,,,7,Stimuli/Words/word24.jpg,Stimuli/Words/word24.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word45.jpg,Stimuli/Words/word45.jpg,s,,,,,,,,0,33,33,33,1,,,,,
,,,,0,d,1,0.5698,,,,,,100,Stimuli/Words/word19.jpg,Stimuli/Words/word20.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word22.jpg,Stimuli/Words/word21.jpg,d,,,,,,,,0,34,34,34,1,,,,,
,,,,0,s,1,1.0778,,,,,,27,Stimuli/Words/word56.jpg,Stimuli/Words/word56.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word28.jpg,Stimuli/Words/word28.jpg,s,,,,,,,,0,35,35,35,1,,,,,
,,,,0,d,1,0.5961,,,,,,67,Stimuli/Words/word26.jpg,Stimuli/Words/word25.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word46.jpg,Stimuli/Words/word45.jpg,d,,,,,,space,24.4251,,,,,,0,0,0,0,1
,,,,0,s,1,0.9147,,,,,,77,Stimuli/Words/word36.jpg,Stimuli/Words/word35.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word03.jpg,Stimuli/Words/word03.jpg,s,,,,,,,,,,,,,0,1,1,1,1
,,,,0,d,1,0.584,,,,,,86,Stimuli/Words/word01.jpg,Stimuli/Words/word02.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word15.jpg,Stimuli/Words/word16.jpg,d,,,,,,,,,,,,,0,2,2,2,1
,,,,0,s,1,0.7823,,,,,,4,Stimuli/Words/word21.jpg,Stimuli/Words/word21.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word18.jpg,Stimuli/Words/word18.jpg,s,,,,,,,,,,,,,0,3,3,3,1
,,,,0,d,1,0.7808,,,,,,72,Stimuli/Words/word31.jpg,Stimuli/Words/word32.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word17.jpg,Stimuli/Words/word18.jpg,d,,,,,,,,,,,,,0,4,4,4,1
,,,,0,s,1,0.7382,,,,,,126,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word05.jpg,Stimuli/Words/word05.jpg,Stimuli/Words/word05.jpg,Stimuli/Words/word05.jpg,s,,,,,,,,,,,,,0,5,5,5,1
,,,,0,d,1,0.5658,,,,,,55,Stimuli/Words/word52.jpg,Stimuli/Words/word52.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word01.jpg,Stimuli/Words/word02.jpg,d,,,,,,,,,,,,,0,6,6,6,1
,,,,0,s,0,0.5849,,,,,,20,Stimuli/Words/word37.jpg,Stimuli/Words/word37.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word34.jpg,Stimuli/Words/word33.jpg,d,,,,,,,,,,,,,0,7,7,7,1
,,,,0,d,1,0.7496,,,,,,65,Stimuli/Words/word24.jpg,Stimuli/Words/word23.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word14.jpg,Stimuli/Words/word13.jpg,d,,,,,,,,,,,,,0,8,8,8,1
,,,,0,s,1,0.5005,,,,,,79,Stimuli/Words/word38.jpg,Stimuli/Words/word37.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word13.jpg,Stimuli/Words/word13.jpg,s,,,,,,,,,,,,,0,9,9,9,1
,,,,0,d,1,1.5198,,,,,,114,Stimuli/Words/word57.jpg,Stimuli/Words/word58.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word05.jpg,Stimuli/Words/word06.jpg,d,,,,,,,,,,,,,0,10,10,10,1
,,,,0,s,0,0.7171,,,,,,51,Stimuli/Words/word48.jpg,Stimuli/Words/word48.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word04.jpg,Stimuli/Words/word03.jpg,d,,,,,,,,,,,,,0,11,11,11,1
,,,,0,s,1,0.6763,,,,,,102,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word50.jpg,Stimuli/Words/word50.jpg,s,,,,,,,,,,,,,0,12,12,12,1
,,,,0,d,1,0.767,,,,,,124,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word27.jpg,Stimuli/Words/word28.jpg,Stimuli/Words/word27.jpg,Stimuli/Words/word28.jpg,d,,,,,,,,,,,,,0,13,13,13,1
,,,,0,s,1,1.2924,,,,,,98,Stimuli/Words/word17.jpg,Stimuli/Words/word18.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word32.jpg,Stimuli/Words/word32.jpg,s,,,,,,,,,,,,,0,14,14,14,1
,,,,0,s,1,0.701,,,,,,107,Stimuli/Words/word46.jpg,Stimuli/Words/word45.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word35.jpg,Stimuli/Words/word35.jpg,s,,,,,,,,,,,,,0,15,15,15,1
,,,,0,s,1,0.8045,,,,,,31,Stimuli/Words/word04.jpg,Stimuli/Words/word04.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,s,,,,,,,,,,,,,0,16,16,16,1
,,,,0,d,1,0.7983,,,,,,14,Stimuli/Words/word31.jpg,Stimuli/Words/word31.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word24.jpg,Stimuli/Words/word23.jpg,d,,,,,,,,,,,,,0,17,17,17,1
,,,,0,d,1,1.0263,,,,,,30,Stimuli/Words/word03.jpg,Stimuli/Words/word03.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word57.jpg,Stimuli/Words/word58.jpg,d,,,,,,,,,,,,,0,18,18,18,1
,,,,0,d,1,1.1137,,,,,,89,Stimuli/Words/word04.jpg,Stimuli/Words/word03.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word38.jpg,Stimuli/Words/word37.jpg,d,,,,,,,,,,,,,0,19,19,19,1
,,,,0,s,1,0.6623,,,,,,41,Stimuli/Words/word18.jpg,Stimuli/Words/word18.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word34.jpg,Stimuli/Words/word34.jpg,s,,,,,,,,,,,,,0,20,20,20,1
,,,,0,d,1,1.0884,,,,,,53,Stimuli/Words/word50.jpg,Stimuli/Words/word50.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,d,,,,,,,,,,,,,0,21,21,21,1
,,,,0,s,1,1.1392,,,,,,96,Stimuli/Words/word15.jpg,Stimuli/Words/word16.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word04.jpg,Stimuli/Words/word04.jpg,s,,,,,,,,,,,,,0,22,22,22,1
,,,,0,s,1,0.87,,,,,,1,Stimuli/Words/word06.jpg,Stimuli/Words/word06.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word37.jpg,Stimuli/Words/word37.jpg,s,,,,,,,,,,,,,0,23,23,23,1
,,,,0,s,1,0.8511,,,,,,18,Stimuli/Words/word35.jpg,Stimuli/Words/word35.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word31.jpg,Stimuli/Words/word31.jpg,s,,,,,,,,,,,,,0,24,24,24,1
,,,,0,d,1,1.2495,,,,,,95,Stimuli/Words/word14.jpg,Stimuli/Words/word13.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,d,,,,,,,,,,,,,0,25,25,25,1
,,,,0,d,1,2.2315,,,,,,56,Stimuli/Words/word57.jpg,Stimuli/Words/word57.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word26.jpg,Stimuli/Words/word25.jpg,d,,,,,,,,,,,,,0,26,26,26,1
,,,,0,d,1,0.8521,,,,,,17,Stimuli/Words/word34.jpg,Stimuli/Words/word34.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word36.jpg,Stimuli/Words/word35.jpg,d,,,,,,,,,,,,,0,27,27,27,1
,,,,0,s,1,0.7995,,,,,,3,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word21.jpg,Stimuli/Words/word21.jpg,s,,,,,,,,,,,,,0,28,28,28,1
,,,,0,s,1,0.6333,,,,,,125,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,s,,,,,,,,,,,,,0,29,29,29,1
,,,,0,d,0,2.225,,,,,,92,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,d,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word06.jpg,Stimuli/Words/word06.jpg,s,,,,,,,,,,,,,0,30,30,30,1
,,,,0,s,1,0.5055,,,,,,127,CatchTrial,CatchTrial,c,CatchTrials,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,Stimuli/Words/word58.jpg,Stimuli/Words/word58.jpg,Stimuli/Words/word58.jpg,Stimuli/Words/word58.jpg,s,,,,,,,,,,,,,0,31,31,31,1
,,,,0,s,1,0.8993,,,,,,15,Stimuli/Words/word32.jpg,Stimuli/Words/word32.jpg,s,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word57.jpg,Stimuli/Words/word57.jpg,s,,,,,,,,,,,,,0,32,32,32,1
,,,,0,s,1,0.5465,,,,,,58,Stimuli/Words/word05.jpg,Stimuli/Words/word06.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word48.jpg,Stimuli/Words/word48.jpg,s,,,,,,,,,,,,,0,33,33,33,1
,,,,0,d,1,0.7028,,,,,,36,Stimuli/Words/word13.jpg,Stimuli/Words/word13.jpg,s,third,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word31.jpg,Stimuli/Words/word32.jpg,d,,,,,,,,,,,,,0,34,34,34,1
,,,,0,s,1,0.5629,,,,,,75,Stimuli/Words/word34.jpg,Stimuli/Words/word33.jpg,d,second,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,Stimuli/Words/word52.jpg,Stimuli/Words/word52.jpg,s,,,,,,,,,,,,,0,35,35,35,1
,,,,,,,,,,,,,,,,,,XC,,1,0.05,0.05,2023-05-26_14h12.19.662,01_word_task,2020.2.4,Win32,60,1280,720,,,,,,,,,,,,,,,,,,,,space,3.4022,,,,,,,,,,
