"X.Scale","Y.Scale","same_target","same_probe","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","face_loop_set1.thisRepN","face_loop_set1.thisTrialN","face_loop_set1.thisN","face_loop_set1.thisIndex","face_loop_set1.ran","targetID","imFile","imFile2","corr","trial_type","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","diff_target","diff_probe","face_loop_set2.thisRepN","face_loop_set2.thisTrialN","face_loop_set2.thisN","face_loop_set2.thisIndex","face_loop_set2.ran","face_loop_set3.thisRepN","face_loop_set3.thisTrialN","face_loop_set3.thisN","face_loop_set3.thisIndex","face_loop_set3.ran"
0.0556,0.0561,"Stimuli/Faces/CF0020_1100.jpg","Stimuli/Faces/CF0020_1100.jpg",0,"s",1,0.6272,0,0,0,28,1,28,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4748,0,1,1,7,1,7,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0041_1100.jpg","Stimuli/Faces/CF0020_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5681,0,2,2,2,1,2,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0024_3100.jpg","Stimuli/Faces/CF0010_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5873,0,3,3,0,1,0,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0048_1100.jpg","Stimuli/Faces/CF0046_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5343,0,4,4,1,1,1,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0040_1110.jpg","Stimuli/Faces/CM0029_2200.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0010_1100.jpg","Stimuli/Faces/CF0010_1100.jpg",0,"s",1,0.5929,0,5,5,23,1,23,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4275,0,6,6,9,1,9,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0058_1100.jpg","Stimuli/Faces/CF0008_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0046_1100.jpg","Stimuli/Faces/CF0046_1100.jpg",0,"s",1,0.5123,0,7,7,21,1,21,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.7711,0,8,8,14,1,14,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0026_1110.jpg","Stimuli/Faces/CF0058_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.6112,0,9,9,5,1,5,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0034_1100.jpg","Stimuli/Faces/CF0031_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0029_2200.jpg","Stimuli/Faces/CM0029_2200.jpg",0,"s",1,0.5705,0,10,10,19,1,19,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0008_1100.jpg","Stimuli/Faces/CF0008_1100.jpg",0,"s",1,0.7872,0,11,11,20,1,20,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0058_1100.jpg","Stimuli/Faces/CF0058_1100.jpg",0,"s",1,0.4513,0,12,12,29,1,29,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0031_1100.jpg","Stimuli/Faces/CF0031_1100.jpg",0,"s",1,0.4649,0,13,13,26,1,26,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0010_1100.jpg","Stimuli/Faces/CM0010_1100.jpg",0,"s",1,0.4439,0,14,14,27,1,27,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0013_1110.jpg","Stimuli/Faces/CF0013_1110.jpg",0,"s",1,0.4346,0,15,15,24,1,24,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0031_1100.jpg","Stimuli/Faces/CM0031_1100.jpg",0,"s",1,0.4754,0,16,16,30,1,30,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0030_1100.jpg","Stimuli/Faces/CM0030_1100.jpg",0,"s",1,0.4655,0,17,17,31,1,31,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5827,0,18,18,10,1,10,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0040_1100.jpg","Stimuli/Faces/CM0010_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0007_1100.jpg","Stimuli/Faces/CM0007_1100.jpg",0,"s",1,0.5287,0,19,19,18,1,18,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4998,0,20,20,15,1,15,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0015_1100.jpg","Stimuli/Faces/CF0013_1110.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0012_3320.jpg","Stimuli/Faces/CF0012_3320.jpg",0,"s",1,0.5251,0,21,21,22,1,22,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5088,0,22,22,6,1,6,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0009_1100.jpg","Stimuli/Faces/CM0031_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.847,0,23,23,8,1,8,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0005_1100.jpg","Stimuli/Faces/CM0030_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",0,0.5391,0,24,24,3,1,3,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0030_1100.jpg","Stimuli/Faces/CM0007_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0009_1100.jpg","Stimuli/Faces/CM0009_1100.jpg",0,"d",0,0.4735,0,25,25,16,1,16,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0044_1100.jpg","Stimuli/Faces/CM0044_1100.jpg",0,"d",0,0.5669,0,26,26,17,1,17,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0039_3300.jpg","Stimuli/Faces/CM0039_3300.jpg",0,"s",1,0.5299,0,27,27,25,1,25,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4659,0,28,28,13,1,13,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0008_1100.jpg","Stimuli/Faces/CF0012_3320.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,1.09,0,29,29,11,1,11,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0047_1100.jpg","Stimuli/Faces/CM0009_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.6053,0,30,30,12,1,12,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0010_1100.jpg","Stimuli/Faces/CM0044_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5365,0,31,31,4,1,4,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0021_1100.jpg","Stimuli/Faces/CM0039_3300.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.437,NA,NA,NA,NA,NA,38,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0029_2200.jpg","Stimuli/Faces/CM0005_1100.jpg",0,0,0,2,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0005_1100.jpg","Stimuli/Faces/CM0005_1100.jpg",0,"s",1,0.5241,NA,NA,NA,NA,NA,61,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,1,1,25,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0015_1100.jpg","Stimuli/Faces/CM0015_1100.jpg",0,"d",0,0.729,NA,NA,NA,NA,NA,53,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,2,2,17,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0052_1100.jpg","Stimuli/Faces/CF0052_1100.jpg",0,"s",1,0.6348,NA,NA,NA,NA,NA,66,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,3,3,30,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0016_1100.jpg","Stimuli/Faces/CF0016_1100.jpg",0,"s",1,0.4401,NA,NA,NA,NA,NA,57,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,4,4,21,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0009_1100.jpg","Stimuli/Faces/CF0009_1100.jpg",0,"s",1,0.4561,NA,NA,NA,NA,NA,54,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,5,5,18,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5217,NA,NA,NA,NA,NA,41,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0029_1100.jpg","Stimuli/Faces/CM0015_1100.jpg",0,6,6,5,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.573,NA,NA,NA,NA,NA,49,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0031_1100.jpg","Stimuli/Faces/CF0052_1100.jpg",0,7,7,13,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5568,NA,NA,NA,NA,NA,51,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0046_1100.jpg","Stimuli/Faces/CF0016_1100.jpg",0,8,8,15,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0029_1100.jpg","Stimuli/Faces/CM0029_1100.jpg",0,"s",1,0.5379,NA,NA,NA,NA,NA,64,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,9,9,28,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0028_1100.jpg","Stimuli/Faces/CM0028_1100.jpg",0,"s",1,0.3744,NA,NA,NA,NA,NA,59,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,10,10,23,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0039_1100.jpg","Stimuli/Faces/CM0039_1100.jpg",0,"s",1,0.4764,NA,NA,NA,NA,NA,67,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,11,11,31,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0050_1100.jpg","Stimuli/Faces/CM0050_1100.jpg",0,"s",1,0.4601,NA,NA,NA,NA,NA,56,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,12,12,20,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0021_1100.jpg","Stimuli/Faces/CF0021_1100.jpg",0,"s",1,0.6254,NA,NA,NA,NA,NA,62,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,13,13,26,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0046_1100.jpg","Stimuli/Faces/CM0046_1100.jpg",0,"s",1,0.5071,NA,NA,NA,NA,NA,52,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,14,14,16,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.455,NA,NA,NA,NA,NA,50,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0025_1100.jpg","Stimuli/Faces/CF0009_1100.jpg",0,15,15,14,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,1.1521,NA,NA,NA,NA,NA,36,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CM0044_1100.jpg","Stimuli/Faces/CM0029_1100.jpg",0,16,16,0,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0007_1100.jpg","Stimuli/Faces/CF0007_1100.jpg",0,"s",1,0.6444,NA,NA,NA,NA,NA,60,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,17,17,24,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.4605,NA,NA,NA,NA,NA,44,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0010_1100.jpg","Stimuli/Faces/CM0028_1100.jpg",0,18,18,8,1,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.5705,NA,NA,NA,NA,NA,47,"rand_face","rand_face","d","d",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"Stimuli/Faces/CF0033_1100.jpg","Stimuli/Faces/CM0039_1100.jpg",0,19,19,11,1,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0011_1100.jpg","Stimuli/Faces/CM0011_1100.jpg",0,"s",1,0.5853,NA,NA,NA,NA,NA,63,"same_face","same_face","s","s",2,0,0.0556,0.0561,"2021-12-22_12h35.37.562","02_face_task_central","2020.2.4","MacIntel",60,1280,800,"","",0,20,20,27,1,NA,NA,NA,NA,NA
