"X.Scale","Y.Scale","same_target","same_probe","xPosition","FW_resp.keys","FW_resp.corr","FW_resp.rt","face_loop_set1.thisRepN","face_loop_set1.thisTrialN","face_loop_set1.thisN","face_loop_set1.thisIndex","face_loop_set1.ran","targetID","imFile","imFile2","corr","trial_type","position","screen","x_scale","y_scale","date","expName","psychopyVersion","OS","frameRate","xResolution","yResolution","diff_target","diff_probe","face_loop_set2.thisRepN","face_loop_set2.thisTrialN","face_loop_set2.thisN","face_loop_set2.thisIndex","face_loop_set2.ran","face_loop_set3.thisRepN","face_loop_set3.thisTrialN","face_loop_set3.thisN","face_loop_set3.thisIndex","face_loop_set3.ran"
0.0559,0.0563,"Stimuli/Faces/CF0009_1100.jpg","Stimuli/Faces/CF0009_1100.jpg",0,"s",1,0.328,0,0,0,29,1,29,"same_face","same_face","s","s",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0039_3300.jpg","Stimuli/Faces/CM0039_3300.jpg",0,"s",1,0.543,0,1,1,25,1,25,"same_face","same_face","s","s",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.614,0,2,2,11,1,11,"rand_face","rand_face","d","d",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"Stimuli/Faces/CF0012_3320.jpg","Stimuli/Faces/CF0009_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"s",0,0.363,0,3,3,2,1,2,"rand_face","rand_face","d","d",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"Stimuli/Faces/CF0013_1110.jpg","Stimuli/Faces/CM0039_3300.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0012_3320.jpg","Stimuli/Faces/CF0012_3320.jpg",0,"s",1,0.386,0,4,4,27,1,27,"same_face","same_face","s","s",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0031_1100.jpg","Stimuli/Faces/CM0031_1100.jpg",0,"s",1,0.377,0,5,5,23,1,23,"same_face","same_face","s","s",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0010_1100.jpg","Stimuli/Faces/CM0010_1100.jpg",0,"d",0,0.487,0,6,6,19,1,19,"same_face","same_face","s","s",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0008_1100.jpg","Stimuli/Faces/CM0008_1100.jpg",0,"s",1,0.483,0,7,7,20,1,20,"same_face","same_face","s","s",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.501,0,8,8,8,1,8,"rand_face","rand_face","d","d",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"Stimuli/Faces/CF0021_1100.jpg","Stimuli/Faces/CF0012_3320.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.637,0,9,9,5,1,5,"rand_face","rand_face","d","d",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"Stimuli/Faces/CM0010_1100.jpg","Stimuli/Faces/CM0031_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CM0005_1100.jpg","Stimuli/Faces/CM0005_1100.jpg",0,"s",1,0.788,0,10,10,22,1,22,"same_face","same_face","s","s",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.573,0,11,11,13,1,13,"rand_face","rand_face","d","d",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"Stimuli/Faces/CF0016_1100.jpg","Stimuli/Faces/CM0010_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Stimuli/Faces/CF0031_1100.jpg","Stimuli/Faces/CF0031_1100.jpg",0,"s",1,0.692,0,12,12,28,1,28,"same_face","same_face","s","s",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"","",0,"d",1,0.497,0,13,13,6,1,6,"rand_face","rand_face","d","d",2,0,0.0559,0.0563,"2021-10-07_10h36.25.055","02_face_task_central","2020.2.4","MacIntel",60,1440,900,"Stimuli/Faces/CM0025_1100.jpg","Stimuli/Faces/CM0008_1100.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
