X Scale,Y Scale,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,catch_pTarget,catch_pProbe,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,catch_target,catch_probe,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
0.0516,0.0535,Stimuli/Words/word44.jpg,Stimuli/Words/word44.jpg,0,s,1,6.7172,0,0,0,0,1,89,Stimuli/Words/word04.jpg,Stimuli/Words/word03.jpg,d,third,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,0,d,1,1.1452,0,1,1,1,1,116,CatchTrial,CatchTrial,c,CatchTrials,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word29.jpg,Stimuli/Words/word30.jpg,0,d,1,1.5179,0,2,2,2,1,117,CatchTrial,CatchTrial,c,CatchTrials,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word29.jpg,Stimuli/Words/word30.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,0,s,1,0.7515,0,3,3,3,1,26,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,s,second,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word04.jpg,Stimuli/Words/word03.jpg,0,d,1,1.0299,0,4,4,4,1,47,Stimuli/Words/word44.jpg,Stimuli/Words/word44.jpg,s,third,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word02.jpg,Stimuli/Words/word01.jpg,0,d,1,0.877,0,5,5,5,1,118,CatchTrial,CatchTrial,c,CatchTrials,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word02.jpg,Stimuli/Words/word01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word36.jpg,Stimuli/Words/word36.jpg,0,s,1,0.956,0,6,6,6,1,119,CatchTrial,CatchTrial,c,CatchTrials,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word36.jpg,Stimuli/Words/word36.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word32.jpg,Stimuli/Words/word32.jpg,0,s,1,1.0386,0,7,7,7,1,59,Stimuli/Words/word06.jpg,Stimuli/Words/word05.jpg,d,second,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word07.jpg,Stimuli/Words/word07.jpg,0,s,1,0.7224,0,8,8,8,1,121,CatchTrial,CatchTrial,c,CatchTrials,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,Stimuli/Words/word07.jpg,Stimuli/Words/word07.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stimuli/Words/word20.jpg,Stimuli/Words/word19.jpg,0,d,1,0.9181,0,9,9,9,1,101,Stimuli/Words/word20.jpg,Stimuli/Words/word19.jpg,d,third,BN,,1,0.05,0.05,2023-06-28_16h48.01.838,01_word_task,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
