X Scale,Y Scale,catch_pTarget,catch_pProbe,Pimage1,Pimage2,xPosition,FW_resp.keys,FW_resp.corr,FW_resp.rt,prac_Wtrials.thisRepN,prac_Wtrials.thisTrialN,prac_Wtrials.thisN,prac_Wtrials.thisIndex,prac_Wtrials.ran,trialID,imFile,imFile2,corr,diff,participant,position,screen,x_scale,y_scale,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,eval_prac_resp.keys,eval_prac_resp.rt,repeat_prac.thisRepN,repeat_prac.thisTrialN,repeat_prac.thisN,repeat_prac.thisIndex,repeat_prac.ran,image1,image2,corr_acc,word_loop_set1.thisRepN,word_loop_set1.thisTrialN,word_loop_set1.thisN,word_loop_set1.thisIndex,word_loop_set1.ran,catch_target,catch_probe,key_resp_3.keys,key_resp_3.rt,word_loop_set2.thisRepN,word_loop_set2.thisTrialN,word_loop_set2.thisN,word_loop_set2.thisIndex,word_loop_set2.ran,word_loop_set3.thisRepN,word_loop_set3.thisTrialN,word_loop_set3.thisN,word_loop_set3.thisIndex,word_loop_set3.ran
,,,,,,0,s,0,0.5405,,,,,,0,Stimuli/Words/word05.jpg,Stimuli/Words/word05.jpg,s,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word45.jpg,Stimuli/Words/word46.jpg,d,0,32,32,32,1,,,,,,,,,,,,,,
,,,,,,0,d,1,1.0297,,,,,,3,Stimuli/Words/word08.jpg,Stimuli/Words/word08.jpg,s,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word11.jpg,Stimuli/Words/word12.jpg,d,0,33,33,33,1,,,,,,,,,,,,,,
,,,,,,0,d,1,0.8454,,,,,,74,Stimuli/Words/word33.jpg,Stimuli/Words/word34.jpg,d,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word14.jpg,Stimuli/Words/word13.jpg,d,0,34,34,34,1,,,,,,,,,,,,,,
,,,,,,0,d,0,0.7959,,,,,,119,CatchTrial,CatchTrial,c,CatchTrials,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word57.jpg,Stimuli/Words/word57.jpg,s,0,35,35,35,1,Stimuli/Words/word57.jpg,Stimuli/Words/word57.jpg,,,,,,,,,,,,
,,,,,,0,d,1,1.0184,,,,,,26,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,s,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word39.jpg,Stimuli/Words/word40.jpg,d,,,,,,,,space,31.4377,0,0,0,0,1,,,,,
,,,,,,0,s,1,1.0288,,,,,,41,Stimuli/Words/word18.jpg,Stimuli/Words/word18.jpg,s,third,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word26.jpg,Stimuli/Words/word26.jpg,s,,,,,,,,,,0,1,1,1,1,,,,,
,,,,,,0,s,1,1.376,,,,,,78,Stimuli/Words/word37.jpg,Stimuli/Words/word38.jpg,d,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word06.jpg,Stimuli/Words/word06.jpg,s,,,,,,,,,,0,2,2,2,1,,,,,
,,,,,,0,s,1,0.7252,,,,,,93,Stimuli/Words/word12.jpg,Stimuli/Words/word11.jpg,d,third,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word41.jpg,Stimuli/Words/word41.jpg,s,,,,,,,,,,0,3,3,3,1,,,,,
,,,,,,0,d,1,0.7825,,,,,,39,Stimuli/Words/word16.jpg,Stimuli/Words/word16.jpg,s,third,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word30.jpg,Stimuli/Words/word29.jpg,d,,,,,,,,,,0,4,4,4,1,,,,,
,,,,,,0,s,1,1.4421,,,,,,35,Stimuli/Words/word12.jpg,Stimuli/Words/word12.jpg,s,third,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word16.jpg,Stimuli/Words/word16.jpg,s,,,,,,,,,,0,5,5,5,1,,,,,
,,,,,,0,s,1,0.6385,,,,,,111,Stimuli/Words/word50.jpg,Stimuli/Words/word49.jpg,d,third,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word17.jpg,Stimuli/Words/word17.jpg,s,,,,,,,,,,0,6,6,6,1,,,,,
,,,,,,0,s,1,1.2898,,,,,,77,Stimuli/Words/word36.jpg,Stimuli/Words/word35.jpg,d,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word34.jpg,Stimuli/Words/word34.jpg,s,,,,,,,,,,0,7,7,7,1,,,,,
,,,,,,0,d,1,0.7663,,,,,,122,CatchTrial,CatchTrial,c,CatchTrials,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word53.jpg,Stimuli/Words/word54.jpg,d,,,,,,Stimuli/Words/word53.jpg,Stimuli/Words/word54.jpg,,,0,8,8,8,1,,,,,
,,,,,,0,d,1,1.4417,,,,,,66,Stimuli/Words/word25.jpg,Stimuli/Words/word26.jpg,d,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word50.jpg,Stimuli/Words/word49.jpg,d,,,,,,,,,,0,9,9,9,1,,,,,
,,,,,,0,s,1,0.9693,,,,,,75,Stimuli/Words/word34.jpg,Stimuli/Words/word33.jpg,d,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word22.jpg,Stimuli/Words/word22.jpg,s,,,,,,,,,,0,10,10,10,1,,,,,
,,,,,,0,s,1,0.7886,,,,,,84,Stimuli/Words/word55.jpg,Stimuli/Words/word56.jpg,d,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word01.jpg,Stimuli/Words/word01.jpg,s,,,,,,,,,,0,11,11,11,1,,,,,
,,,,,,0,s,1,0.4398,,,,,,28,Stimuli/Words/word01.jpg,Stimuli/Words/word01.jpg,s,third,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word19.jpg,Stimuli/Words/word19.jpg,s,,,,,,,,,,0,12,12,12,1,,,,,
,,,,,,0,s,1,0.456,,,,,,61,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,d,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word46.jpg,Stimuli/Words/word46.jpg,s,,,,,,,,,,0,13,13,13,1,,,,,
,,,,,,0,s,1,0.7185,,,,,,80,Stimuli/Words/word39.jpg,Stimuli/Words/word40.jpg,d,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word25.jpg,Stimuli/Words/word25.jpg,s,,,,,,,,,,0,14,14,14,1,,,,,
,,,,,,0,s,1,0.65,,,,,,4,Stimuli/Words/word21.jpg,Stimuli/Words/word21.jpg,s,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word55.jpg,Stimuli/Words/word55.jpg,s,,,,,,,,,,0,15,15,15,1,,,,,
,,,,,,0,s,1,0.6438,,,,,,17,Stimuli/Words/word34.jpg,Stimuli/Words/word34.jpg,s,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word09.jpg,Stimuli/Words/word09.jpg,s,,,,,,,,,,0,16,16,16,1,,,,,
,,,,,,0,s,1,1.5859,,,,,,49,Stimuli/Words/word46.jpg,Stimuli/Words/word46.jpg,s,third,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word18.jpg,Stimuli/Words/word18.jpg,s,,,,,,,,,,0,17,17,17,1,,,,,
,,,,,,0,d,1,0.6765,,,,,,81,Stimuli/Words/word40.jpg,Stimuli/Words/word39.jpg,d,second,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word40.jpg,Stimuli/Words/word39.jpg,d,,,,,,,,,,0,18,18,18,1,,,,,
,,,,,,0,d,1,0.952,,,,,,32,Stimuli/Words/word09.jpg,Stimuli/Words/word09.jpg,s,third,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word37.jpg,Stimuli/Words/word38.jpg,d,,,,,,,,,,0,19,19,19,1,,,,,
,,,,,,0,s,0,0.6473,,,,,,123,CatchTrial,CatchTrial,c,CatchTrials,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,d,,,,,,Stimuli/Words/word41.jpg,Stimuli/Words/word42.jpg,,,0,20,20,20,1,,,,,
,,,,,,0,d,1,1.1435,,,,,,43,Stimuli/Words/word20.jpg,Stimuli/Words/word20.jpg,s,third,BI,,1,0.05,0.05,2023-06-21_14h28.57.106,01_word_task,2020.2.4,Win32,60,1664,1110,,,,,,,,Stimuli/Words/word08.jpg,Stimuli/Words/word07.jpg,d,,,,,,,,,,0,21,21,21,1,,,,,
