word,face,tool,space
0.21906797463329203,0.18340874760770995,0.14136724058357084,0.47652411154253305
0.2758519305984764,0.2618891792508737,0.24872283176997145,0.33407634503564637
0.14672025039998005,0.26913546572504093,0.22800095397101972,0.5014506193299985
0.1885348525368034,0.2534845092761062,0.28802875928922195,0.48403511424342305
0.26159681553851993,0.2017762357139859,0.14077332072288187,0.4776973013037509
0.22306451116593384,0.265762208976033,0.13684354600686222,0.34374754745610564
0.28388821098170713,0.278316051557949,0.19618057329793853,0.4343380104405992
0.28930451786549666,0.2552750982682021,0.1704849379921218,0.49904831771775027
0.20624056057925882,0.19209397886818447,0.16842247918063463,0.39131471389879297
0.21430031041948178,0.27670487540198985,0.22362794159582083,0.41671605163134445
0.3012039095948031,0.28815267802381067,0.088260714336293,0.44988363759971217
0.2085285876649297,0.2277522224766909,0.13174657865574335,0.478019674871052
0.23115723464165353,0.2761924969105539,0.03334390259309905,0.4367400353639882
0.29327102381742237,0.27670487540198985,0.0482258598662614,0.4826746304685353
0.2696961982016126,0.2483407033740649,0.24337357741903132,0.41478869822869097
0.2759140326405507,0.2111278949567846,0.25648745818065327,0.5057737991287677
0.2518389432288505,0.262899456504219,0.14968980315829195,0.39995845136309216
0.19167840142369708,0.2618114137357168,0.19765926707100434,0.40013077972815897
0.23639747670617134,0.2796576393036913,0.1740978770633704,0.3379824296977665
0.27459003319187086,0.2671394584733493,0.14164019082742432,0.49730460252540454
0.18977900518517796,0.23208597189754016,0.17443564143371276,0.4715570601392099
0.2645869490123671,0.18656387554033568,0.18922756297338195,0.36614027641713964
0.3320798901374728,0.1758889068219632,0.1353050722210147,0.44079664912694766
0.29258686255660626,0.1729159538665062,0.2006494584438498,0.40309746279326286
0.3349193893111318,0.2321724329902653,0.06888185023021795,0.47103528298860764
0.27893108349363893,0.26346657593352796,0.2442301991093535,0.4431791235235625
0.29383186124711025,0.273855189890206,0.1554504665118983,0.43427487697886447
0.30306954059883623,0.2739845132774189,0.16466506377736712,0.45581666657520037
0.2299831041203658,0.28350991604422204,0.19476766338761936,0.35079667318657803
0.32901761194674345,0.2555098299149791,0.2558337549364291,0.434658438728206
0.18848886764918868,0.19384140401776187,0.17796943105599858,0.29160801818350424
0.3130991266258276,0.2555098299149791,0.16117028075271342,0.46412461298755203
0.22255725368872709,0.26128922326954956,0.1815207079847147,0.43421082396538535
0.17487760034608088,0.2517308437869682,0.2570792815299188,0.42733532326919443
0.15564440568122764,0.22310202128861825,0.20396714896299495,0.4161118683593893
0.32837204514152535,0.23809852658218622,0.23419072657507134,0.38465698426995676
0.3019112983924088,0.18641916383610013,0.18534664584661048,0.360292019373298
0.2822252059747585,0.1955103864688939,0.19080646918836372,0.5011183094485772
0.18955080958959042,0.2033197452941278,0.015486687750584325,0.3400797423195129
0.2808055507589291,0.2745133854076109,0.09243866741726922,0.36592788615857264
0.31040832493796544,0.24684224841362165,0.22068654717996788,0.40583786563801705
0.26729045269710155,0.2550586349610483,0.22660006051601525,0.41912594439227585
0.3101488175646977,0.2372677329177902,0.27610265035531756,0.4288986899042507
0.2795286914130644,0.2677063026393903,0.24380116410699093,0.41658881894991195
0.3486444561487855,0.19395996365512125,0.1499123862963275,0.4133782966421713
0.2941270639108609,0.20655596383486413,0.17499066792455076,0.4215693220507908
0.2425280534155438,0.25138823533418986,0.274663283153603,0.4100976817320003
0.18547991806248385,0.28236575884020354,0.07583407239253548,0.4539381825108364
0.3005578289044062,0.23665531842430768,0.14192848834783373,0.441363396532559
0.2479958811535668,0.25184896649334787,0.23233999954694773,0.37497634170382943
