word_posterior,word_anterior,face_posterior,face_anterior,tool_posterior,tool_anterior,space_posterior,space_anterior
3.460764365858952,9.043188077742606,9.109836583872092,6.202497839273164,9.955783459304724,7.522609659694054,6.340277212029463,9.41401655558341
3.7359845905780062,8.764504024411082,7.17260919906877,6.402616128323332,9.191736438020502,7.888061116294698,6.46985676443887,9.071108957618153
4.070912198699556,8.873698699830978,7.10471284087051,6.465783203541369,10.209184047663712,7.425950159891675,8.039872301217336,10.824280771248539
3.9716373583743234,8.73854290143591,8.619225988681196,6.641723344228298,9.214321642576003,9.08810109168396,7.788233610464479,8.941099472585485
3.52246541403386,8.89954886875984,9.51507628517699,6.34092052326932,8.76685832722017,8.353630435643142,6.945040690734267,9.07811874520558
3.3581790392951874,9.051062456111355,8.096163899557625,6.141572667052359,9.256507758765348,7.7853166462689565,7.256868156758135,9.646899132057584
4.1254513116587574,9.197942235272228,7.559349314355144,5.56508017379924,8.440311004419385,9.5075651438866,7.993971590544944,8.424710871535982
4.064881423933716,9.318741815873675,8.130078698589205,6.115877939344373,10.382008601087337,8.917367969561809,7.937401572770946,10.07894573883826
3.402884712856781,9.272591169998243,7.553303803853599,5.953650400443879,9.288953572952309,8.102765243599956,7.664102341189519,8.05416603666815
3.478594955862957,9.801012709729852,7.367729132817037,7.035153499033563,9.758339036780656,9.747729704900856,6.345777219828984,9.001970804898287
3.406072682283423,11.40746358059718,7.742333340969139,6.229086558163423,9.050943872178559,7.443859654454819,7.253859261094268,8.944920010452533
3.8747944705628257,10.86228240710491,7.170660778947983,6.317101421944868,8.849490734361945,8.300945946787499,6.169780064048551,9.38912684953825
3.705128500599261,9.739622558355416,7.092479510293143,5.443290134089049,9.708734881412408,7.586085281952802,6.728252161916255,7.784731850320747
4.110446441697272,9.610118203236949,9.20946380060655,6.564597738547304,9.004612139619214,7.081891315661417,7.3048548297098455,9.264830253947215
3.2906396554395956,8.833190323842274,7.737385893385347,6.448948300042555,10.327404288893204,7.549347386559678,7.264383494394,11.009022260169553
3.7783121469965923,10.60402131949637,7.527795408132786,6.288816126496033,9.124111619358533,7.843865112273537,7.051310786454737,8.655268579853074
3.106032092952361,9.37311521642583,7.645117275924198,5.4602572452697675,9.605784127725581,8.514702967332335,8.285360227923537,7.783122905243351
3.7903368956222128,9.041237871069738,7.858399910045334,6.309397477995221,8.794085566328885,9.624252267803552,6.156946559436277,8.985782069039896
3.5415545709837684,9.90376639655449,9.55956195747888,6.339797875643454,9.78214210063974,8.289856878815321,7.466730808488533,10.018402819483654
3.1299689887107283,8.83561566680043,7.539842594911429,7.078525407382738,9.441090673469157,9.859800107047977,6.4676064146925585,8.381087139814507
3.590743700162002,8.926746305765588,7.440161544131637,6.14157266705236,9.17099582113193,9.714244916093293,6.689999763995594,8.503665971183052
3.5090426047546397,9.741693410563038,7.096625463509245,5.805270817595823,9.339301329988281,8.200701949057498,7.428795130254352,11.459439331632487
3.8398979627721155,9.250157524573583,8.86461174075085,6.4260946725851085,9.283290670144126,9.472502706033072,6.544260715535643,8.919265124034588
3.643645339474483,8.74693058750383,8.914442194980523,6.160836540984835,10.366890123326547,8.54388333131216,7.3527497771504375,9.924244673815652
3.359415550552633,9.751508532047122,8.568949679949553,5.293164224218244,10.142608934360274,10.228875897563285,6.705692146976263,8.67231607869262
3.325724032874392,8.926746305765588,7.813021581916859,6.327842802888805,9.432641376949968,8.805309257239728,8.025187789445157,11.570682698173226
