space_left_hemi,space_left_dorsal_visual_cortex,space_left_ventral_visual_cortex,space_right_hemi,space_right_dorsal_visual_cortex,space_right_ventral_visual_cortex,tool_left_hemi,tool_left_dorsal_visual_cortex,tool_left_ventral_visual_cortex,tool_right_hemi,tool_right_dorsal_visual_cortex,tool_right_ventral_visual_cortex,face_left_hemi,face_left_dorsal_visual_cortex,face_left_ventral_visual_cortex,face_right_hemi,face_right_dorsal_visual_cortex,face_right_ventral_visual_cortex,word_left_hemi,word_left_dorsal_visual_cortex,word_left_ventral_visual_cortex,word_right_hemi,word_right_dorsal_visual_cortex,word_right_ventral_visual_cortex
666507.0,59270.25,31156.75,719868.75,57869.5,31029.25,685200.0,57716.25,27952.75,709114.5,54642.75,29216.0,672398.5,56519.25,28885.5,661488.75,54335.5,29790.5,666834.5,58692.0,30814.25,635098.5,55042.75,27196.25
705970.25,53744.5,27885.75,704799.25,57231.5,31749.5,700959.25,53605.75,28758.0,667897.5,59057.5,32378.5,719983.75,56113.25,28187.25,695413.5,54790.0,31408.5,620800.75,53589.0,30746.75,623031.5,55204.75,28080.75
669480.75,59864.25,29332.75,640810.0,61667.75,28657.5,673290.25,60268.0,27495.5,657870.25,54522.75,27672.0,638729.0,63004.0,27925.0,682085.75,52783.5,28098.5,640801.5,58234.5,27333.25,648238.25,55753.0,28763.25
703565.0,61459.5,29155.0,629512.75,56563.75,30531.5,702636.5,65485.25,28128.25,711062.5,57868.75,29559.5,619878.5,53409.0,29460.0,730526.5,56793.5,27615.25,745149.5,59030.5,29051.75,642286.0,54638.75,27878.25
688732.25,55441.25,31705.75,650827.5,59419.5,30248.25,764087.25,59961.0,27999.75,727619.0,58935.5,29590.0,654923.25,62591.25,28941.25,692050.5,55272.75,31114.5,695802.75,56006.5,27438.25,685327.25,57027.0,29482.0
643844.5,56428.0,27196.75,666546.75,58525.0,28883.75,728713.5,55039.75,28066.0,683274.0,56666.75,28219.0,679641.5,58914.75,27344.5,656662.25,52487.0,30436.25,681657.25,58442.0,31654.5,690739.5,56645.75,28256.75
778686.0,59200.75,29037.75,700654.25,54343.0,30364.0,702675.0,56314.25,29450.5,667058.75,55848.25,29717.25,670200.75,52426.75,28800.0,684360.5,51722.0,29192.75,654200.5,58881.25,27371.0,629570.25,55993.25,29410.75
715108.25,59250.75,28196.75,761508.0,57920.25,26854.25,686902.75,53289.75,28292.25,705242.75,55353.5,30408.5,653780.0,57108.75,28693.25,644917.25,53376.0,28591.5,712880.25,55393.75,28472.0,672517.25,54732.75,30731.5
633192.0,56153.0,29083.25,644391.25,64411.25,27931.75,749726.75,59116.75,29564.75,670587.25,54948.0,29688.25,607478.75,53715.75,27537.75,677953.0,54357.75,28551.25,721894.5,60610.5,28911.0,689205.0,50210.5,27012.5
732188.25,58965.5,27482.25,769540.5,56800.75,27486.0,738817.5,60363.0,29793.75,702602.75,52293.5,27324.25,629218.75,59232.25,29823.75,616625.0,52776.5,29696.0,651244.5,55649.25,31177.0,633523.75,53983.75,27377.25
703967.5,57624.25,30581.5,728084.75,57235.25,28242.75,655743.0,60298.5,32264.25,708405.75,57236.75,29958.75,666644.5,59993.75,27782.75,619489.25,51559.5,29322.75,645276.0,55549.0,30914.75,682129.25,56175.25,27949.0
631560.5,57252.75,29607.75,715802.75,55842.5,29525.5,714221.25,55041.25,29560.0,673919.0,60352.0,31355.25,669186.25,56135.0,29388.25,647431.5,53984.0,29910.25,677223.75,53456.0,27628.75,650659.25,49931.25,29234.25
726828.0,53040.5,30875.75,741252.25,59217.75,29974.75,721161.5,66176.75,32319.5,632322.5,55285.25,29612.25,678274.25,56962.0,29012.5,673994.5,55852.5,31358.5,742728.0,61650.25,29485.0,702229.5,55802.25,29965.25
713180.25,57311.5,29854.75,683801.75,57200.0,30704.25,688563.75,56632.75,27164.25,772313.25,61161.5,29122.5,709015.75,58742.25,27082.75,668211.5,53710.25,27874.75,673566.25,56946.75,27726.5,705332.5,55596.25,28572.5
662184.75,57914.75,29196.5,693156.0,55607.5,33726.75,672566.5,54823.75,29262.75,718028.5,55991.25,29227.5,682289.0,53180.25,27579.25,678089.5,54720.25,27890.75,636486.0,56399.5,29502.25,669047.5,55465.0,27990.75
665680.5,59423.5,27497.5,788974.0,60311.75,31942.25,725550.25,55887.5,29583.0,773569.5,65035.5,28985.25,644512.25,58850.25,28377.5,689061.5,54646.75,29392.0,677378.0,58219.5,27662.5,645838.0,59170.0,27792.0
703542.75,53144.75,29824.0,742208.5,53438.5,27957.0,736193.75,59221.25,28829.5,714601.0,69340.0,28246.25,629002.75,58441.0,28578.0,681832.5,53796.0,27941.25,632091.25,56539.75,26308.75,702563.5,54705.75,28905.25
649487.75,53486.0,28943.75,648604.0,54789.0,27623.75,641380.5,58524.0,30315.0,685324.0,57623.0,29957.75,611021.75,56577.0,26249.0,620193.25,53401.0,28925.25,720526.75,63668.75,26190.75,677610.0,57844.75,28118.5
750783.75,56067.25,28543.75,725869.0,51959.5,30350.0,657823.5,53023.25,30220.75,685721.0,54064.25,28403.0,668794.75,54323.25,28134.0,682152.5,51129.75,29126.75,637233.25,56224.75,29371.75,666738.5,55492.25,29097.75
650706.25,54905.25,28731.75,745570.25,55396.75,28035.25,677012.75,56117.0,29229.25,662013.25,53819.25,30699.0,638564.0,61149.0,28605.75,691432.0,52977.0,28246.75,650292.5,55108.0,30494.75,626777.75,57681.25,29062.5
712791.25,56411.5,32184.75,712300.0,53313.5,29396.0,674010.5,56246.5,30299.5,739247.5,57144.25,29229.25,674413.5,53618.75,27278.25,673646.75,55742.75,28041.0,684044.0,57673.75,28063.75,666443.5,54802.25,25988.0
662848.0,56947.25,29983.25,674328.75,54326.75,29674.5,759453.0,59203.0,29252.5,657086.0,53968.75,29989.25,653785.5,55228.75,28460.25,636336.5,53071.0,28102.0,664923.0,51601.5,27988.0,633543.25,56150.25,26766.0
716305.5,59498.0,29980.75,719396.0,51834.5,27822.25,638378.5,61489.0,28822.75,769542.25,56969.0,29027.25,647061.5,56270.25,27026.5,669599.25,55212.5,27149.25,680813.0,61188.25,29127.5,658932.0,56729.0,29398.5
678437.25,54959.25,29222.75,665422.0,56533.75,30195.75,639622.25,59129.75,28880.5,700958.75,56155.5,30684.0,670628.5,58755.5,28088.75,618532.0,51065.5,28093.0,635445.5,55695.5,28958.75,639504.75,56713.0,27237.5
722399.25,58890.75,27960.75,682859.0,59886.75,29651.0,708627.25,53375.0,28204.5,705067.25,55597.5,31052.0,640397.0,57717.0,28220.5,732519.25,55312.0,28572.5,655203.5,58748.75,27503.25,688940.0,56618.0,27503.0
661766.25,63907.25,30706.25,709912.0,54852.75,29805.0,677931.5,59509.0,29555.0,734515.0,58101.25,28625.25,680756.5,53742.0,28577.5,650240.5,56028.25,28069.75,655891.5,56719.75,31448.0,668942.5,58027.75,31170.75
696128.5,63340.75,29656.25,752179.0,58409.5,29872.75,689713.0,61556.5,28034.5,619218.0,53248.25,27792.25,655616.5,60329.5,28933.25,708108.25,51299.5,27725.5,706989.25,58234.5,30305.75,657728.0,56352.75,26801.75
662465.25,59392.25,27950.5,687506.0,59208.25,29405.0,722877.5,60141.75,30628.5,720770.5,56351.0,28455.25,644911.75,55611.75,28837.0,675269.75,59562.25,26837.0,648015.5,59843.0,27392.75,691004.75,55569.5,29122.75
647317.75,59591.0,28093.5,693610.25,58131.75,31890.0,708766.0,61682.5,29490.0,679471.25,55417.5,31912.75,685116.25,56372.0,26984.5,624400.0,56948.5,28864.25,628253.5,57953.25,28620.75,664949.5,57255.5,30170.75
650776.75,61454.5,28856.0,688948.25,56116.0,29126.25,763639.5,55219.0,27298.5,656687.0,56831.0,31956.5,611761.5,56615.0,26781.0,678000.0,56651.25,27747.75,720731.75,54158.5,27336.25,690542.25,54952.25,30044.5
655853.25,59554.75,28034.25,685513.25,62693.75,27350.5,673892.5,56600.75,28142.25,738968.5,60638.75,29615.0,680603.75,57042.0,29783.25,664361.25,54570.0,30081.5,720508.0,55043.0,28051.25,629853.0,56159.0,27525.25
668264.25,56705.25,28480.25,714903.25,61122.5,27525.0,683545.0,60182.25,30276.25,693033.0,53886.0,28063.5,673783.25,57468.5,27779.5,649148.5,53860.0,29322.75,676961.5,59158.25,29691.75,671514.0,55176.5,29606.25
737412.0,60322.5,29719.25,651217.75,52394.25,30005.0,672566.5,59802.25,29038.5,776852.75,59424.0,31496.0,666956.75,53583.25,29266.25,667772.75,53350.0,26156.0,654258.25,53306.25,30032.25,691412.25,51149.0,28708.75
675574.75,59286.75,29051.0,704687.25,58926.0,30309.25,712032.75,58825.25,29856.5,641405.0,59500.5,28762.5,694022.5,56859.0,29487.25,723280.25,57619.25,30307.0,657374.25,60281.0,28982.75,682336.0,60584.0,30759.5
687812.5,54954.0,28528.25,681115.5,55474.0,29263.5,773401.5,58989.25,30763.5,678656.75,56466.75,30761.25,643890.25,62309.5,27790.5,653963.25,55509.75,29501.5,684842.25,57386.5,28206.5,687488.75,54583.5,28790.0
698326.5,55430.75,29824.25,700611.5,56216.25,27830.75,705474.0,55330.75,29081.25,747356.5,61368.25,28117.75,650776.25,57210.25,26853.25,709121.75,57354.25,28533.75,704314.25,56717.75,31128.75,703877.5,56590.5,29291.0
675933.5,61686.0,30947.0,661794.5,58171.0,30849.75,675985.5,59990.0,29167.75,656146.75,60037.25,29323.25,663232.75,54231.25,28829.0,664046.25,57349.25,28707.25,754587.25,53924.5,31099.0,672019.75,60333.75,28424.75
727304.5,57640.0,28762.25,744649.25,62270.5,32154.25,689617.75,51059.5,29229.5,778745.75,55845.5,27869.5,655368.75,52621.25,26604.75,674610.25,58424.5,29991.0,647327.0,57540.5,27389.75,687537.0,53958.75,29118.75
695841.5,56112.5,28785.5,685596.75,58544.25,28819.75,691092.25,58512.0,28859.5,686329.0,53898.5,31270.5,713106.25,55636.0,27641.5,670619.75,51806.25,28106.75,653649.75,55829.5,26935.5,621040.0,57057.75,28950.75
638527.75,63264.75,26871.75,666825.25,52131.5,30874.25,716724.0,61089.0,29680.25,774815.5,56924.0,28674.5,755228.25,55043.5,28094.25,700734.0,49686.75,27934.0,695390.75,61184.5,29134.0,696315.0,58486.75,26638.25
680811.25,57969.0,29111.0,631047.25,51516.0,31299.25,693186.5,60013.0,30011.5,691539.75,61519.5,30558.75,662005.0,55286.25,29029.0,653939.0,58565.5,30022.0,649652.75,57403.75,27605.25,639539.0,54510.0,29469.0
699708.0,54891.5,31122.25,751872.25,55952.0,29762.0,662219.75,59439.75,29566.5,743375.25,57474.75,30370.0,763970.0,59545.25,27587.25,645901.0,55146.25,27781.75,698785.5,57421.75,27067.25,645560.25,54240.0,29448.0
686968.5,54162.75,28945.75,626330.75,60040.0,34124.75,684365.5,58262.5,29121.75,713009.75,55812.0,27703.0,649977.0,50941.25,28895.75,630918.25,56227.0,27604.0,640495.25,52759.75,27423.5,643884.25,56146.25,27923.25
701216.5,57567.25,28773.5,683140.0,57137.0,27508.25,719190.0,59969.0,27736.25,713449.75,53030.75,26593.5,688599.0,58102.25,26811.5,663270.0,50863.0,29421.0,717272.75,50893.75,28034.5,686132.5,55698.25,27086.0
672673.25,58038.0,30828.75,719558.0,59410.0,31680.0,673868.5,56534.0,29904.5,681272.75,55146.75,27683.75,667070.0,55987.75,26326.0,686480.0,51966.5,28552.5,744509.75,52484.0,29566.75,634424.25,56494.5,28679.5
630678.0,60943.25,28293.75,712932.25,59904.5,30553.5,706268.75,60111.75,29688.0,672013.25,59286.25,29308.0,655606.0,60359.25,27823.75,677445.75,56504.75,29779.75,711955.5,58968.25,27946.0,688418.0,53969.75,28197.0
663576.5,52843.5,29469.0,666464.25,53431.0,26437.75,679802.75,57721.0,27654.25,729724.75,55003.0,31134.75,700749.25,54623.5,30693.25,676801.75,55674.25,27902.5,669514.75,57673.25,31117.5,708438.25,54449.75,27963.75
667520.0,57256.5,28345.25,658223.75,63126.75,29178.75,715932.25,53021.25,28293.75,707844.5,54638.5,28889.75,670200.75,54974.5,30351.0,688890.25,52586.75,30335.5,654382.75,54659.25,29414.25,665430.5,52874.5,28903.0
682801.75,58216.0,27486.0,714201.75,57257.0,29008.25,648422.25,61614.5,27244.5,687001.75,55850.5,30769.75,659924.75,59647.25,27859.0,644823.75,50158.25,29635.5,755611.5,54991.5,28405.0,645248.5,53517.5,28459.75
706941.75,58039.0,28617.5,637403.25,57645.75,30683.25,764448.25,58660.75,30311.5,681449.0,59517.75,29161.75,664137.75,53628.5,28710.5,685327.25,57027.5,26767.75,650372.0,61041.25,28585.5,630876.75,53738.0,28143.25
713878.25,57925.0,31153.5,645124.25,57034.5,27478.0,731644.0,66706.25,28645.25,655918.25,56841.25,30047.25,687317.5,60292.25,26625.25,655085.5,57933.5,28914.0,701105.0,54170.25,27508.75,674746.5,56714.25,27800.0
706577.25,60105.25,26825.25,650143.0,55520.25,29349.5,714426.0,58771.25,28638.0,674053.5,58194.25,28621.25,624561.5,55352.0,28262.5,625119.25,52517.5,27165.5,638562.0,59452.25,29151.75,646946.5,54102.5,29623.0
689728.25,62127.75,29050.5,658184.75,64065.0,31440.5,647172.0,57933.5,27488.0,720237.25,61917.25,29474.5,649191.25,57898.25,27314.0,669278.25,55176.5,26654.25,643794.25,60485.5,28019.75,655631.5,55164.0,30841.25
699935.0,55376.5,31768.0,734187.25,53911.75,29444.75,642544.75,65153.0,28618.0,717027.75,55221.5,31203.5,662303.5,57791.5,28477.0,642463.5,55669.0,30592.5,671340.75,58219.5,27384.75,645390.25,51140.0,27155.0
698595.25,63235.5,31384.5,625916.5,54793.75,30802.75,704904.5,58331.75,30314.25,701906.25,56847.0,29076.75,656197.25,52105.75,26950.25,606990.5,54860.5,29167.75,668939.25,55646.5,28699.0,618137.0,53983.0,29884.75
676186.75,56830.75,28810.5,646422.0,56098.0,26963.5,658726.0,61792.0,29318.25,701038.0,55743.75,31183.25,620984.0,57653.75,28987.5,663531.0,54227.25,29584.75,666009.0,57308.75,29895.75,640905.75,55810.0,29058.5
730351.75,59976.5,28427.75,679290.5,55854.75,28992.75,670089.75,62394.75,29048.0,682130.5,52513.75,27528.25,657432.25,58485.5,27508.0,672761.25,56359.5,28841.25,714079.75,59030.25,27892.0,674697.0,54528.25,28560.25
688596.25,56124.0,29702.5,684433.0,60939.25,27003.5,682558.5,60318.0,29043.75,717550.0,63937.75,27874.25,644813.25,52628.25,27554.5,688352.25,54988.75,26358.5,735625.0,58611.25,29757.25,699809.25,52342.25,28894.5
653385.75,59746.0,28510.25,687880.25,54440.0,30254.25,726596.25,59849.25,30668.75,633575.0,56998.75,29939.25,662989.25,59732.5,29186.0,632303.0,52204.75,28663.75,687080.0,58315.5,27575.5,701802.0,56989.0,28804.0
711486.25,54557.75,29094.5,663695.75,57951.75,29634.25,702682.0,55546.25,30361.0,637807.75,61740.75,27522.0,706273.0,59721.25,28396.5,687502.0,54347.75,29952.75,642569.75,51352.25,30524.25,639458.5,53198.5,28143.25
693089.0,58975.25,31405.5,673969.25,53727.25,30342.0,730306.5,61242.5,28859.5,665626.0,57467.75,30234.5,677061.5,57280.25,31115.5,647386.75,55084.0,29145.75,671502.75,57641.25,29019.75,700897.0,57715.5,28121.5
662798.0,56959.5,30558.75,661252.25,53386.75,29176.0,654227.0,59773.5,29515.75,669489.25,58227.25,28893.75,648780.75,54266.5,28755.0,696488.25,51687.0,27536.75,724430.5,56639.25,28962.0,640314.5,55810.5,28739.5
712368.0,61393.25,28594.25,689041.5,56051.0,30405.0,667882.25,60383.0,27182.0,685358.0,59456.0,29773.5,706215.0,58253.75,29305.25,659277.25,53934.5,25950.25,699755.0,50966.5,29935.5,637037.75,56259.75,29559.0
712911.5,57796.25,30113.75,714950.75,56308.5,30314.75,712531.75,55293.0,27258.0,704527.0,58443.0,28846.75,679159.5,59943.75,30465.75,667649.25,53650.0,27883.75,644201.75,51264.25,27856.25,697719.25,59680.0,28050.25
667396.0,58153.75,27016.0,664229.0,54879.5,28703.5,676921.5,53093.25,29710.5,678500.0,56163.25,30963.25,684290.25,59843.75,27362.0,667109.0,53340.25,28728.25,646838.25,56054.75,29823.75,674149.75,51836.0,28517.25
688174.75,61243.5,28543.75,647875.5,63885.75,31714.25,647800.5,55124.75,28726.75,759193.75,55121.5,30080.25,690861.0,59341.0,28337.25,636116.0,53306.25,27105.5,651203.75,50017.0,26424.75,670773.75,50379.0,29594.0
635140.75,59163.5,28163.75,631567.5,59266.0,31980.75,648707.0,56714.25,28357.75,691118.5,54354.0,31746.75,726615.25,56632.25,29053.5,688425.5,56587.25,29646.5,715356.75,57006.25,28206.0,710223.5,53430.25,27862.25
645792.5,52030.25,27508.5,693488.5,56986.25,30344.25,724000.5,51864.75,30704.75,705275.25,60964.5,30433.25,650047.0,58397.25,28559.5,611326.0,58461.25,28487.5,656522.5,58244.75,27358.0,695410.5,56600.5,28645.25
677528.25,60538.0,28150.5,705298.5,53114.0,30170.25,639654.0,59261.75,31653.25,683249.5,57495.75,27931.0,696231.75,58551.5,29300.5,692951.25,56045.25,29099.75,694547.5,52954.5,27115.5,663390.75,55054.75,27423.0
693525.25,53900.0,28829.75,639767.75,56489.25,30504.5,680781.5,56088.0,31009.0,656079.25,57299.75,30405.5,696444.5,58461.0,26296.5,657749.5,56768.75,27706.5,640934.75,50620.75,28991.5,697110.25,52037.0,30505.5
704566.0,62242.25,28810.5,640004.0,57736.5,27243.5,667289.25,56429.5,30705.5,650916.0,58154.25,27907.5,662052.75,59892.0,30617.75,658817.75,50324.0,30435.75,674218.0,57171.5,25519.0,672929.0,59921.5,28961.75
748151.0,54559.25,30800.75,691262.0,61096.5,28126.25,766109.75,56413.5,27493.25,643330.75,55010.5,29635.0,662854.0,54761.0,28172.5,651856.25,59041.0,27424.25,685115.75,56664.75,27073.5,662987.25,53767.5,29313.75
646790.5,54276.0,28349.0,639830.5,56890.0,27895.0,656551.25,57735.0,27457.5,674611.75,55069.25,27133.5,667145.75,57543.75,26611.5,660066.25,54260.75,29179.25,668593.25,57888.0,29076.25,670373.25,55458.0,26541.25
676080.75,56370.5,29867.0,722499.75,56918.75,28551.75,689874.25,54873.75,30259.5,726726.75,59375.5,27626.5,680940.75,56128.75,29922.75,651720.5,56790.0,30569.0,706660.5,53282.5,27846.5,705043.0,56596.0,29753.5
666173.5,54066.75,28648.75,691645.0,54384.0,31074.0,649924.25,57940.0,27961.75,741555.25,52809.75,26350.5,640397.0,52853.25,28553.25,652837.25,56444.25,28072.75,688133.5,51179.25,31617.75,658037.75,56915.25,31374.0
678029.5,56642.0,33322.75,673244.5,55819.5,31278.5,689866.0,57460.75,28097.25,714897.75,59491.25,28126.25,677229.0,55519.25,31124.25,624373.0,52683.5,29244.5,748196.0,57402.0,29623.0,656060.75,56618.75,28392.75
712309.25,58546.75,28931.75,703883.75,56326.0,28579.0,686776.75,58308.25,29380.75,675494.5,61982.5,28416.5,667625.0,54928.5,29318.25,697050.75,53449.5,26660.75,666507.0,57531.5,29339.75,625158.25,54187.0,28246.25
651408.75,61523.0,29641.0,676122.5,55301.5,28225.75,696377.25,59079.5,28248.5,751003.25,52463.0,28912.0,655220.75,59775.75,29182.25,651445.75,52163.75,27689.5,687824.0,52474.75,29623.0,670212.5,56535.0,29756.25
669668.5,54481.75,29536.25,643313.0,59112.0,30000.0,723004.5,55188.75,29502.75,677278.0,57460.5,29168.75,686491.75,57605.5,30212.75,605214.5,55553.5,30257.75,716631.75,58073.5,28124.25,630876.75,57687.0,30204.25
678763.5,62217.5,26378.75,699207.0,55135.0,27405.0,684678.0,55271.75,28350.75,701122.25,58699.5,29083.25,664502.5,60770.75,29922.5,682129.0,58818.5,29584.5,694669.5,52853.25,27853.0,675330.75,59663.75,27477.25
657324.75,61192.25,27567.5,728384.75,63114.25,28627.75,659595.5,55957.25,29145.75,762641.5,55374.5,29935.25,636778.5,62185.5,31630.75,650486.75,54496.75,30156.75,718817.5,55403.5,27109.25,651600.5,60396.0,29332.75
668347.0,57285.75,27751.25,679558.5,54936.25,31443.25,647475.0,59580.25,28715.25,706890.25,58429.75,30837.25,693331.25,56904.5,28099.75,717643.25,58740.0,33388.75,710584.75,57740.25,30219.75,658037.75,55768.5,29951.5
702949.5,59456.25,30466.75,669768.0,54767.0,29926.25,711060.0,56741.0,29786.25,637563.25,61600.5,29240.0,651770.0,55536.5,27852.25,645733.75,55484.0,28087.0,672838.25,60080.75,28291.25,632620.25,56477.75,26561.25
716781.0,59100.0,27166.75,752460.25,52328.25,28755.25,654896.25,59552.5,30090.25,677948.25,52319.25,27424.25,651509.75,55523.25,28100.25,657378.5,56639.75,27788.25,650195.0,55003.75,29186.0,649610.0,53112.5,28722.25
680323.75,56057.5,31573.5,662659.25,52690.5,28196.75,671497.25,58215.0,29862.0,708151.5,56466.75,29676.25,654768.5,58689.5,28645.5,659745.0,54438.75,30258.5,697650.75,54846.25,29223.5,691154.5,58540.0,26500.75
736087.5,58524.0,27944.5,628973.75,59462.25,28109.75,644022.0,55590.0,27135.25,719816.75,54563.0,29128.0,681729.75,56705.0,29560.5,639142.25,53487.75,28291.5,693865.0,53569.25,28191.5,677382.75,57142.5,29904.75
647267.25,61700.0,28896.25,696475.75,57309.25,27316.25,731982.25,59618.5,29873.5,702514.5,59897.75,29523.75,673750.0,55126.0,28934.75,621206.75,54302.75,28234.75,638694.75,53562.75,26864.0,632200.5,55845.5,31821.5
732824.75,58591.5,29076.0,730974.5,61553.0,27203.25,692402.5,53531.25,29503.25,674053.25,59796.75,28318.0,682099.5,59190.5,26991.5,608805.75,60870.5,28584.0,631106.0,57739.25,27973.75,649439.5,54375.0,26817.25
672436.5,57370.5,30388.5,645177.5,59260.5,30065.5,714028.5,62567.5,30467.5,640890.0,59368.5,30757.25,655463.75,51609.0,29205.5,720511.0,53089.75,28874.25,740070.75,55702.75,27907.75,668560.75,57656.25,27196.25
701812.0,58549.5,31113.75,673917.75,56066.5,30032.75,699636.25,59203.5,29942.75,738482.25,58194.25,32157.75,646322.5,59343.0,28291.5,693275.0,53890.25,29737.25,678430.75,53942.25,29786.75,685113.0,56460.75,31805.0
746266.75,55336.0,29742.0,729205.75,61907.75,32578.25,680052.25,58029.5,28843.0,707745.75,52887.0,27931.5,704931.5,56327.25,29055.5,697449.25,55685.5,28610.0,706746.25,57512.75,26497.0,720630.25,52247.75,27649.0
745063.75,59348.5,28912.75,706836.25,59551.5,29777.75,639787.25,58625.5,29602.0,654875.25,61476.25,28639.0,671259.5,50908.5,27132.25,669456.75,58492.5,29447.25,651334.75,59843.0,27896.0,662651.75,55959.5,31401.25
