space_left_hemi,space_left_dorsal_visual_cortex,space_left_ventral_visual_cortex,space_right_hemi,space_right_dorsal_visual_cortex,space_right_ventral_visual_cortex,tool_left_hemi,tool_left_dorsal_visual_cortex,tool_left_ventral_visual_cortex,tool_right_hemi,tool_right_dorsal_visual_cortex,tool_right_ventral_visual_cortex,face_left_hemi,face_left_dorsal_visual_cortex,face_left_ventral_visual_cortex,face_right_hemi,face_right_dorsal_visual_cortex,face_right_ventral_visual_cortex,word_left_hemi,word_left_dorsal_visual_cortex,word_left_ventral_visual_cortex,word_right_hemi,word_right_dorsal_visual_cortex,word_right_ventral_visual_cortex
3.3757383499999998,3.617950375,3.210651275,3.443846625,4.172957875,3.1828393249999998,3.0123541499999997,3.444368075,3.2297600500000003,3.150441525,3.13842095,3.400742025,3.386784325,3.670707525,3.5213823749999995,3.649771775,3.4014462250000004,3.7402961999999995,3.779034175,3.6206753249999997,4.5900611,3.448826725,3.906672425,3.7688911000000003
3.442522575,3.3877436999999997,3.3102828,3.8029382,3.9626206249999996,3.27421005,3.2988878,3.323834275,3.3031057749999997,3.15858675,2.964894975,3.1957589,3.5258383,3.52168085,3.1716673,3.579117225,3.4154957500000003,3.4014837250000003,3.95793615,3.24663895,3.8692092000000002,3.993958275,3.90711225,3.793777425
3.28647495,3.6241819250000002,3.1569781,3.5771314,3.66772925,3.093089275,3.313250325,3.6746008249999997,3.33642295,3.21039345,3.1327024249999997,3.4367177000000004,3.64683245,3.4670159500000004,3.342328425,3.783825525,3.170694,3.2637935000000002,3.7179960000000003,3.8957120000000005,3.338949575,3.838180925,3.372981775,3.9056387750000003
3.4577655,3.2947493249999997,3.19681315,3.6872015499999997,3.503008525,3.3939664,3.388986075,3.3471503500000006,3.283757525,2.9951988,3.069276875,3.1058182750000003,3.3859082000000003,3.6625099,3.390765525,3.80913445,3.184643825,4.034810125,4.09562425,3.511017225,3.586407975,3.8857676749999994,4.0802232,3.4472626
3.360863675,3.8054794750000003,3.1046097500000003,3.3906549249999998,3.6804536000000003,2.981174725,3.4017315999999997,3.1477884250000003,3.1343298,3.1317626,2.970404325,3.168019675,3.3128804,3.277772375,3.5582653000000004,3.434844875,3.298225725,3.51804235,3.95832455,3.50627545,3.5691183000000004,4.074382275,3.596099725,3.9225884250000003
3.6768677999999997,3.9513914499999996,3.31158245,3.503288675,3.9010474250000002,3.3140935249999997,3.206726275,3.2101630749999996,3.2744284500000003,3.25926665,3.22042335,3.33484695,3.2879724,3.64730265,4.2005378,3.5548802499999996,3.328230025,3.48565295,3.8704375250000003,3.6691092,4.3320422,3.9363155999999995,3.2635431500000003,3.954045925
3.3952399999999994,4.008375275,3.100273525,3.7020093999999997,3.8689389499999995,3.271528725,3.369259125,3.23186,3.5453129,3.1702268749999996,3.1669747499999996,3.3413218000000002,3.464293125,3.2891936999999998,3.8830401249999995,4.013125049999999,3.90095365,3.932022,4.419758875,3.4482224749999997,3.9534377250000006,3.8759908499999995,3.43058845,4.086561175
3.248213075,3.3453941499999997,2.9822696,3.739814075,3.5139818249999997,3.470986425,3.3802410500000004,3.395530775,3.401816075,3.115626575,3.104506225,3.005946725,3.89609,3.239905375,3.581576975,3.7279945,3.7206327249999998,3.592969375,4.0751365,3.718697325,4.6540916999999995,3.421985825,3.6017211,4.3411311
3.2324153,3.2859882000000002,3.21239805,3.602553575,3.690052775,3.162575825,2.992201625,3.396249,3.2873605999999995,3.2239435750000003,3.1337657,3.28325425,3.5874549249999994,3.4259426,3.322022675,3.5445955500000004,3.48799825,3.605757925,4.005451375,4.052731825,5.024495725,3.4993221749999996,3.3935795250000003,3.738662775
3.454257325,3.3034597000000003,3.15508415,3.4602976500000002,3.6378192,3.209597875,3.3309177500000002,3.4141485000000005,3.5354090499999997,3.206844175,3.275852125,3.245026075,3.5209186249999997,3.7627242,3.123656825,3.8112463,3.3019059000000004,3.491855425,4.236420375,3.71397715,3.904304625,3.658907,3.40669865,3.66025185
3.28203235,3.882649175,3.133814225,3.4356422999999996,3.86575345,3.2188469499999997,3.316861725,3.5398029250000005,3.4289138249999995,2.98629115,3.184133525,3.07880925,3.99010915,3.5442220250000003,3.531434775,4.0842822,3.3181395000000005,3.7899276000000004,4.144129725,3.7621446499999998,3.9691095999999995,3.876582075,3.8271688249999998,3.5453393749999997
3.3200847500000004,3.5001496750000003,3.3192232999999995,3.7814001250000002,3.869910675,3.077787725,3.2803403999999996,3.1630709249999995,3.2475316999999997,3.134376,3.1125897499999997,3.226810975,3.5525119,3.441071575,3.64528945,3.9641480000000002,3.60901345,3.701773775,4.362207975,3.923737375,3.414509,3.91234575,4.082930375,3.977907525
3.38660505,3.344148425,3.225755475,3.3792622249999997,3.789936975,3.2195704999999997,3.270126125,3.4647918,3.4551550249999994,3.194460575,3.3422254999999996,3.2300500000000003,3.7928267749999995,3.608116875,3.72652835,3.9533904,3.724938475,3.601897775,4.132399400000001,3.767238225,4.036706075,3.685464125,3.246637875,3.547870175
3.2832359,3.3618873249999996,3.2779228,3.88547595,4.0362483,3.0926384999999996,3.308238275,3.4864531249999997,3.257485075,3.0889203750000003,3.2734740500000004,3.198170275,3.65533825,3.2191274500000002,3.58094715,4.201906525,3.884916425,3.779291025,4.03140255,3.9439946249999998,4.374848525,3.6800057749999997,3.639852675,4.00958845
3.2357567,3.2799910750000003,3.3772982000000003,3.3964406,3.90543055,3.2044954499999996,3.374036375,3.196182275,3.584680975,3.121899025,3.158552725,3.1784553,3.333218825,3.308943475,3.4731757,3.84458595,3.3334645000000003,3.689541125,3.736153025,3.5136938250000003,3.5843201000000002,4.134678324999999,3.300272625,3.891609775
3.305797425,3.7885603249999997,3.203007575,3.5573203749999998,3.5339743500000003,3.2790493749999996,3.18311935,3.4021020249999996,3.767515075,3.13167345,3.28719715,3.493021725,3.444858425,3.533846,3.6278889249999997,3.256551975,3.7297732000000003,4.19146085,4.341788175,3.668433125,4.219120775,4.070837325,3.553551375,4.199869400000001
3.31802555,3.7705480499999995,3.128003675,3.37385875,3.4520119,3.2145424,3.3337156749999997,3.0920026,3.3611590249999996,3.0496372999999997,3.2272818,2.977577975,3.578001625,3.3071600500000002,3.8894836250000004,3.6658286249999996,3.0833791500000003,4.134252575,3.87857235,3.9883516749999997,3.4792466500000003,3.974640825,3.4504856999999998,3.9714945
3.2559884749999997,3.492353025,3.233721075,3.357089225,3.8690222499999996,3.4495185250000002,3.2202636,3.281705325,3.1517039000000002,3.040141525,3.144870525,3.0958569,3.614167375,3.204381175,3.310388025,3.9447484250000002,4.2664956499999995,3.8525717999999998,4.0354516,3.877259475,3.8012483749999997,3.721029675,3.277255725,4.319683975
3.3130931500000003,3.147280675,3.071143,3.83035345,3.80634545,3.2102547,3.131697825,3.156240725,3.501759725,3.0919221500000003,3.3482964749999997,3.0805295999999998,3.6134618749999996,3.435173575,3.413553875,3.87525515,3.511463475,3.4166875500000002,3.814163625,3.90582115,3.8631517750000004,3.9427308000000005,3.5091877,3.534016925
3.382071225,3.486175175,3.3154022249999997,3.6597625750000002,3.725236125,3.2175373250000003,3.35644785,3.392122775,3.164734975,2.977985675,3.056791975,3.3023518750000003,3.298603175,3.6284460000000003,3.7320360249999998,3.3582338500000004,3.1812604500000004,4.38896705,3.8976889,4.19174205,3.4088815500000003,4.216649675,3.4980676749999997,4.44801995
3.427603925,3.2250755000000004,2.9315293500000004,3.639267525,4.007509625,3.1231150999999997,3.1681649,3.3283880000000003,3.1289245,3.08551315,3.291873925,3.35320455,3.6539616249999995,3.671007375,3.6202870999999996,3.9548667999999996,3.536797625,4.585449425,3.7498588500000003,4.169498875,4.068803075,3.8989632249999997,3.407050675,3.993426075
3.4999358750000003,3.691820675,2.9601243000000004,3.64211755,3.787859575,3.306849775,3.3090880000000005,3.4938820999999995,2.9622191750000004,3.131452375,3.046157825,3.2508969750000003,3.7228454249999996,3.4802496000000005,3.3137940500000003,3.83530315,3.3717711,3.96006985,3.73440635,3.7083842000000002,3.891102825,3.7640770750000003,3.42058235,3.85303205
3.599720975,3.4853678500000003,3.2442819,3.6438633749999996,4.29206935,3.2430484249999996,3.5313828,3.5213893250000003,3.4806261,3.049519025,3.1923834749999997,3.2190206,3.6814131750000003,3.260577575,3.7212953750000004,3.9312133750000005,3.46343125,3.9578275750000005,3.90408285,3.9132916,3.9588800500000003,4.30541265,3.0868391,3.996645675000001
3.3130433,3.197362575,3.5188229,3.432505725,3.80039685,3.24594635,3.3198604,3.2193223750000004,3.382297225,3.045582,3.1475310999999997,3.13234035,3.4327408,3.55646095,3.87106915,4.308726575,3.9840960249999995,4.082027475,4.131365,3.89125095,4.079058475,3.8011403999999995,3.439189225,3.8958497249999997
