tsnr,rot,trans
119.75195250000002,0.00146509910649295,0.09061756034698235
118.35258,0.0015281408538806252,0.09461677908573402
117.3396465,0.001633808759956175,0.10236625567345341
114.9435375,0.0007324970410584001,0.047077700303574076
125.154121,0.00087480240973545,0.05751971753612943
116.7293675,0.00108431006334625,0.0541333275928061
109.29446125,0.00090376610921485,0.05999757104881037
114.992954,0.0012714437604609999,0.06308501307533565
112.227285,0.001555827006724975,0.05939396676897235
134.3768775,0.000705128124347025,0.05582567641964979
124.45817500000001,0.0008006398039396999,0.05443173589571422
116.79351599999998,0.000734844788093125,0.05460850802643395
116.97884375,0.0016788605823553002,0.08956331784606579
125.80801374999999,0.00118686845459255,0.05809344754112638
132.705595,0.00151235233597895,0.06493690359466148
139.0967375,0.000967838674165525,0.06606288323230172
116.38283,0.001171155477356375,0.0658169122628545
110.310741,0.002075758065019375,0.09569310253812721
109.38078,0.0010304343840418,0.06006189408588346
117.93167249999999,0.0009552154831874,0.04706743903909408
129.2919925,0.000817431660773975,0.055511922081564954
122.11377250000001,0.000857968398766475,0.0642269307148572
127.23546999999999,0.000674819411042175,0.04841550585648985
121.15397999999999,0.000746743794632325,0.04911753230476717
110.62822,0.0009906576645814249,0.07841761838268613
116.163421,0.000946802745164975,0.06906942692304648
118.1225375,0.0008209489192160999,0.052453308902776725
111.98648125,0.001217835631183825,0.07209279803531618
111.46273500000001,0.0009497816529243251,0.06884313079176124
123.97203499999999,0.001198259156532975,0.06513571214965866
118.81737749999999,0.0007600546433228249,0.04789714007376092
126.21884899999999,0.0011281987860118751,0.0745111080972399
129.372445,0.0007502489267322749,0.04915012371801937
119.3611875,0.0009660890838097,0.07705133867295018
117.988324,0.000809515255340425,0.06789239074456405
114.0549225,0.0015953693211445,0.10707443966679431
129.2009625,0.0008646182476831,0.05862725644849262
115.37131500000001,0.000716613226732325,0.04808047633277613
120.56486625000001,0.0006963171439177751,0.047556127421775
120.32033849999999,0.0009053754864534502,0.05576864713464848
123.662441,0.0012430834280007502,0.05969830619431098
133.1594325,0.000976767624979025,0.061606895765334124
114.61959000000002,0.001197862325823675,0.0749376036602421
121.96972,0.0010660626441846251,0.06787718666955743
123.45944100000001,0.00123707453075285,0.08021397440022388
113.3182325,0.0014108117756140251,0.057890077540047845
127.66278,0.000562185374679775,0.0371072240912856
126.45334500000001,0.000736626742218575,0.04414512525146975
124.5636415,0.0013363286560651,0.07869899932439933
122.90685225,0.00070914473997485,0.0436725628256164
118.9099075,0.0013398238597233999,0.09038183638663352
120.95219999999999,0.000874755472732025,0.056103947463239545
128.987745,0.0007849539303938749,0.050029916624577876
116.63653525000001,0.00086372171391825,0.05775555634486129
114.1450125,0.000593421263076925,0.042172521163718724
121.897715,0.0008561038831559999,0.05569157711880013
130.820505,0.000895208526158225,0.054972493822504895
110.47076100000001,0.0012816000146408,0.07775710730516824
118.740001,0.000987188035195225,0.0537981290448271
120.487025,0.000751350093112375,0.05051929909145648
120.4553225,0.000760287131171925,0.058338769034777575
131.3166025,0.0006286809348588,0.03915900809053875
117.22030249999999,0.001090597768845175,0.0675462363817507
126.95168500000001,0.0016004482854200751,0.06517643294257112
138.2360825,0.0007211670245077,0.040967247131849
129.0423725,0.0006832933397761,0.049492079779714274
111.872375,0.000605898986225025,0.04739799686831225
118.6468435,0.0007399099297456751,0.04922791693782055
116.16332499999999,0.00121570107152225,0.07296728024887578
105.262036,0.0013973898139516248,0.09656459785772635
118.88440999999999,0.001035107880952525,0.06934571759729047
133.36090500000003,0.000649244745954925,0.041904200497988174
125.3178475,0.001055127524237825,0.0642030567646922
128.875395,0.00067182199673045,0.039687206501837144
127.08752050000001,0.0012083606458381999,0.068621607047078
116.6107275,0.000801462554986175,0.052648579473852875
118.10441750000001,0.0007442964816843499,0.0532049031906366
128.035785,0.000942232708642675,0.05652089276514552
124.25285600000001,0.0005464213376588499,0.0362287924351249
124.86572000000001,0.001673714709685975,0.06930096970019842
116.5947015,0.0010409418885326,0.06462951761535232
115.41097250000001,0.00078736410235325,0.05108180221290215
124.75679124999999,0.0007753733378870499,0.04805612476277237
125.9548225,0.0005968779035299,0.04382335064235188
128.07910750000002,0.00072707733196325,0.05115361513218232
116.20890150000001,0.00069532596617225,0.052756815137914304
113.05752875,0.0007878124819351251,0.05242430846085487
109.30413874999999,0.001203266459870225,0.07284099441645281
117.99565249999998,0.00137909555005035,0.08828701217885328
144.379265,0.0006031342088665251,0.05079642903502093
117.0706825,0.0017669301862692,0.0779387197494529
113.922225,0.00122612239460535,0.09102820823513283
112.41778249999999,0.00088551857995795,0.05927984980269168
126.7349575,0.0009929070256745,0.05749190921806873
107.04921975,0.000784850431028075,0.06302726931851757
119.53130250000001,0.0007467661560879751,0.04840082156278922
117.284881,0.0007246534684512,0.04633290973500025
123.36880400000001,0.0008208927062923501,0.05794847659590205
128.32599750000003,0.000847034049589575,0.0512553837010075
122.883625,0.0012289531953578,0.07573911759518823
132.01885000000001,0.0007568589484959249,0.05319318982670515
123.95355875,0.001589030150484525,0.0854703424234726
117.083881,0.00089416703801725,0.06507943499304325
127.37508749999999,0.00104828845602855,0.06978188511779895
107.204665,0.002268277995393375,0.11175028552045846
114.02046625,0.001564255087525125,0.07813323166664254
118.81704500000001,0.001072774432632,0.06741446181269697
120.4428975,0.000870117675439775,0.05045291206655395
108.38674125,0.001441941981362925,0.059631649261873976
125.4196325,0.0012383925796811998,0.08256096551194937
129.252855,0.00076342335066695,0.050046772099904026
122.4649065,0.000846175656097725,0.06433397635012003
123.69263500000001,0.0008911872557326749,0.06282243152400888
120.02793349999999,0.0014303844979195,0.0559219309963971
118.52144,0.000802742550051125,0.056546234896368425
118.4560175,0.0008052773859395,0.05353216374319345
127.8523515,0.000943099401770375,0.06286238777724862
121.363726,0.00117274288011815,0.07410760967498653
110.7345215,0.000888191753915875,0.06104733891274075
125.45910500000001,0.001006917402224825,0.0591481155637937
116.669881,0.0014375238503919752,0.09748680768593859
121.17562625,0.001046947713434,0.06629419222848319
128.658841,0.0006669133177098,0.04968862779013285
139.53113499999998,0.0006170666778591,0.04796875928700828
124.88638,0.0008244070276874501,0.049584238470487554
116.8651725,0.000681898944306275,0.04967652687530495
118.74137250000001,0.00106074374531385,0.05308039653049586
108.99496125,0.001135036710187425,0.051221473508533524
119.73427,0.000914517967881375,0.055136091689506325
113.46939499999999,0.000874353029313625,0.06629141638199601
114.33601000000002,0.0007967328570513,0.06275150874037466
128.16218125,0.0009501229573919,0.05402401203510045
