space_left_dorsal_visual_cortex,space_left_ventral_visual_cortex,space_right_dorsal_visual_cortex,space_right_ventral_visual_cortex,tool_left_dorsal_visual_cortex,tool_left_ventral_visual_cortex,tool_right_dorsal_visual_cortex,tool_right_ventral_visual_cortex,face_left_dorsal_visual_cortex,face_left_ventral_visual_cortex,face_right_dorsal_visual_cortex,face_right_ventral_visual_cortex,word_left_dorsal_visual_cortex,word_left_ventral_visual_cortex,word_right_dorsal_visual_cortex,word_right_ventral_visual_cortex
202.8199538690323,214.32571864435923,778.315853861582,123.16553558230693,207.25461848698575,81.18759377985594,138.90283579188838,47.26656346551482,44.55743446068873,181.13343412784366,44.28031217512873,133.94540475156273,69.92708115404409,154.06884430781844,98.0943264796201,126.65935636646935
363.64073719906185,100.22649077024013,536.8724105006694,150.87183923272153,291.4412187903413,160.46732230411789,152.66833695803524,77.98404195827743,45.151403377898475,111.34858980048705,60.88432651272663,213.91111182853982,115.3075184234869,98.44261397236916,74.78963665416724,30.441338343283128
523.9667356526799,31.645747343051823,402.3276501234996,156.31014798294956,105.80756795219348,59.070027784269755,123.54812610185031,43.881904554157984,27.59556150356436,138.48972561756162,34.17831480184721,178.5040220663348,158.51948098586277,107.44837272686425,62.10359015482787,46.21509150450875
368.2186345263064,61.66107678868329,534.882222806699,138.28010061617337,270.5770946036621,79.18484543783757,92.73538361891745,96.30551031979631,36.43998348422218,65.19901816995775,34.41074077027319,183.64494755718957,112.12058674974898,96.03106497462102,194.0207972265689,45.32395874068657
236.4183921525373,138.6266710110554,271.3313850822144,68.36179135058886,156.04294486091572,61.18042900030743,234.53789766565743,73.85211534951299,46.81151317196633,147.96534372249292,92.03087202984302,272.8472319042111,90.61423162972017,136.37770871915555,30.54075183124893,77.00814195760834
255.94469599115928,45.21239913864029,617.4948709850868,109.39982173176509,122.29873989064896,81.93337874084443,132.4302917280524,36.50223937624992,56.75337819021852,111.79589987145775,62.429843762963614,98.07213319875514,44.32238382668706,217.48808543126006,47.608829173910394,78.70819971724372
340.311725083228,62.179624204465036,468.0816153829036,204.4404033053582,255.9520196061763,88.00525275344899,136.2376583846443,74.47734637229999,46.67783531174887,228.8838882395223,70.29892004221882,346.45644774008105,56.08564163029555,206.9019867492509,57.6675208512704,75.56383495627038
183.26237332813582,67.54792696790966,505.1835209110815,123.19890559775354,295.935209042774,106.64784989567765,112.68082567935926,115.24504351908105,32.34046708468344,98.89866949245011,63.65817731693004,198.9323699610178,88.96214397402264,170.2410496145178,132.69084814664225,114.29928807295029
188.16143493905182,83.25657817337442,481.4552427694207,120.31306880852375,65.24878020136472,119.14760922873019,58.62896667160416,40.44420781634959,25.794511862978126,138.94659384195396,41.735699358205935,299.6089038801794,99.22701232670019,277.37426548471916,59.13855912468971,99.06654240362232
277.16803856869893,107.9960617380641,925.4553921722616,118.97091354906203,152.77898331616038,157.06350775556,249.21448537448302,65.28585747459135,49.105517288881614,124.87749110761436,110.16483725974727,209.47216376337013,106.93603284698936,150.5583647497652,38.921672336983434,30.465088105928835
269.6166672682793,154.2462260523123,582.4428599897727,136.3854773904809,223.80765594899393,115.88952186152576,145.36023466825674,43.489550195556426,38.489640383255605,35.39983410575584,33.35096264307127,154.24169655529548,27.799104373528756,108.76295034464147,34.70938211687429,50.673327608472626
269.75781511001486,90.90715256316474,802.7511823012725,149.49454839958995,182.58233326941578,140.36379564514408,65.03848639166216,60.58396674604429,37.28887061494798,38.06852510914442,120.5857063961666,88.84223562558482,63.15804898430397,164.6239116740469,97.65092650099727,91.23483050372887
980.16846879285,208.79886777454024,547.1415989631444,109.29836090115975,227.25374241785855,44.34086564021406,58.645331666173846,40.686268480125186,99.2584655148784,76.35330906628766,74.981994436699,230.16512151816266,115.8392416631523,180.90147409415076,60.741268148771425,83.8802166518353
