space_left_dorsal_visual_cortex,space_left_ventral_visual_cortex,space_left_hemi,space_right_dorsal_visual_cortex,space_right_ventral_visual_cortex,space_right_hemi,tool_left_dorsal_visual_cortex,tool_left_ventral_visual_cortex,tool_left_hemi,tool_right_dorsal_visual_cortex,tool_right_ventral_visual_cortex,tool_right_hemi,face_left_dorsal_visual_cortex,face_left_ventral_visual_cortex,face_left_hemi,face_right_dorsal_visual_cortex,face_right_ventral_visual_cortex,face_right_hemi,word_left_dorsal_visual_cortex,word_left_ventral_visual_cortex,word_left_hemi,word_right_dorsal_visual_cortex,word_right_ventral_visual_cortex,word_right_hemi
6009.666666666667,13764.666666666666,12621.0,11036.333333333334,21718.333333333332,18017.342720667522,3495.3333333333335,3224.0,10102.0,1884.6666666666667,5315.0,8353.0,1292.6666666666667,4096.333333333333,5392.0,1101.3333333333333,6784.333333333333,11634.666666666666,2369.3333333333335,6831.0,6434.666666666667,2273.3584740956626,8336.333333333334,10717.333333333334
3294.3333333333335,6465.666666666667,29591.333333333332,8885.383792877197,9872.333333333334,15350.666666666666,1939.0,3427.3333333333335,7019.0,1102.6666666666667,2082.0,3534.0,380.3333333333333,3194.3333333333335,5254.666666666667,1986.6666666666667,8192.0,11830.666666666666,979.6666666666666,4766.666666666667,11933.0,490.3333333333333,3456.0,7652.333333333333
10835.333333333334,16012.666666666666,17785.333333333332,5738.333333333333,14363.333333333334,33554.0,1035.6666666666667,7014.333333333333,7057.333333333333,2514.3333333333335,8615.0,20455.666666666668,610.0,4035.0,7425.666666666667,1227.3333333333333,4003.3333333333335,7533.0,989.3333333333334,6913.333333333333,12545.666666666666,1136.3333333333333,3654.6666666666665,2575.0
3786.6666666666665,13077.333333333334,10637.0,10555.0,13361.217316945394,17464.333333333332,5099.0,2601.6666666666665,13132.333333333334,1361.6666666666667,1959.6666666666667,6382.333333333333,978.3333333333334,3451.3333333333335,4060.3333333333335,1307.0,8642.0,7717.0,2547.3333333333335,9750.333333333334,5552.666666666667,166.33333333333334,7728.408725102742,9906.666666666666
5439.0,7107.0,25268.0,4618.333333333333,11306.0,33049.666666666664,3446.3333333333335,5812.666666666667,4038.3333333333335,1095.6666666666667,3856.3333333333335,4650.666666666667,672.6666666666666,2639.3333333333335,7035.333333333333,402.0,5666.0,10256.666666666666,1154.6666666666667,6225.333333333333,14584.666666666666,1140.6666666666667,7259.333333333333,17800.0
2703.0,9712.0,12647.0,10230.0,11398.333333333334,39815.676054000854,1513.3333333333333,10851.0,21344.0,2086.0,6743.333333333333,17724.333333333332,991.0,3678.6666666666665,6161.666666666667,1158.6666666666667,5757.666666666667,13597.333333333334,1181.0,6429.666666666667,16499.333333333332,1348.3333333333333,5006.333333333333,10636.666666666666
2678.0,7951.333333333333,15832.0,6103.0,17626.333333333332,12069.333333333334,2149.0,15026.333333333334,7292.0,3009.3333333333335,7401.666666666667,7632.666666666667,720.3333333333334,1635.0,6879.0,557.6666666666666,2449.8250827789307,6666.333333333333,2305.3333333333335,3366.6666666666665,10422.0,3056.6666666666665,4741.0,4790.0
1930.0,2886.6666666666665,17075.333333333332,9284.0,12907.217316945394,15305.676054000854,3887.0,5422.0,8187.0,2131.3333333333335,5140.666666666667,4564.666666666667,902.6666666666666,2214.3333333333335,2425.3333333333335,387.4000193277995,2438.0,7671.333333333333,1242.6666666666667,5040.0,6716.666666666667,427.3333333333333,4958.666666666667,10117.333333333334
2789.3333333333335,15170.333333333334,25296.666666666668,8406.333333333334,8952.0,18560.666666666668,2845.0,9511.0,16755.0,1645.0,2943.3333333333335,11451.0,397.3333333333333,2710.3333333333335,8025.0,461.4000193277995,3849.158416112264,7443.333333333333,2006.0,4260.333333333333,13736.333333333334,1282.6666666666667,3077.3333333333335,12407.666666666666
5712.0,11117.0,8440.0,17418.050459543865,21962.333333333332,22123.666666666668,4216.666666666667,7994.666666666667,9843.333333333334,4580.333333333333,9821.0,2195.0,789.6666666666666,3933.6666666666665,5742.666666666667,1239.0,2849.6666666666665,7230.666666666667,772.0,8248.0,7041.666666666667,1473.3333333333333,4680.666666666667,11971.342354456583
10605.666666666666,9727.333333333334,14923.0,10632.0,15247.666666666666,36024.666666666664,3557.3333333333335,4381.333333333333,9946.0,2245.0,8688.0,3027.0,910.6666666666666,3154.0,4353.0,1898.0,4788.666666666667,8887.666666666666,1374.6666666666667,5829.333333333333,9669.666666666666,1572.3333333333333,6073.0,15015.333333333334
4305.0,8613.666666666666,10961.0,7692.333333333333,12956.0,41062.666666666664,5819.333333333333,6785.666666666667,5024.666666666667,1544.3333333333333,5299.666666666667,4898.666666666667,633.6666666666666,2108.6666666666665,2433.0,973.6666666666666,4354.666666666667,9554.333333333334,1994.3333333333333,7065.666666666667,5585.666666666667,2708.3333333333335,3339.6666666666665,10811.0
8226.666666666666,10883.0,13153.0,11107.717126210531,13189.0,12069.333333333334,2581.6666666666665,5690.0,18394.0,999.3333333333334,4266.0,5814.0,297.6666666666667,5544.0,6632.0,719.3333333333334,5652.666666666667,8966.666666666666,2104.6666666666665,4750.0,10484.0,1035.6666666666667,5078.0,12797.009021123251
6016.0,10033.333333333334,34724.0,6482.666666666667,16510.666666666668,34117.333333333336,777.6666666666666,10785.666666666666,4856.333333333333,1954.3333333333333,6509.333333333333,9612.666666666666,1018.6666666666666,3962.3333333333335,3522.3333333333335,1261.0,6161.333333333333,8762.666666666666,2548.0,8262.666666666666,13089.0,1003.6666666666666,2586.6666666666665,10024.666666666666
3093.3333333333335,4152.0,25630.333333333332,10932.050459543863,22908.666666666668,32006.666666666668,4187.333333333333,11695.666666666666,6289.0,3687.6666666666665,6690.666666666667,6843.0,359.0,3189.0,5971.666666666667,464.3333333333333,2286.0,6532.766792297363,714.3333333333334,8350.666666666666,5735.0,1729.3333333333333,3882.0,7826.666666666667
3024.0,19409.0,15203.666666666666,10011.0,7909.333333333333,11625.666666666666,3795.6666666666665,2676.6666666666665,12155.333333333334,4303.333333333333,4886.333333333333,11220.333333333334,714.3333333333334,4953.333333333333,4875.333333333333,1354.3333333333333,3917.3333333333335,8908.333333333334,1231.0,7617.333333333333,11915.666666666666,1379.6666666666667,2854.3333333333335,11159.666666666666
7364.666666666667,9362.666666666666,12653.0,8483.383792877197,16901.333333333332,19412.333333333332,2839.6666666666665,6890.333333333333,5243.666666666667,2810.3333333333335,5617.333333333333,6509.0,256.6666666666667,6240.666666666667,6309.666666666667,1077.0,3826.3333333333335,6549.666666666667,1941.3333333333333,7163.0,10107.333333333334,1111.6666666666667,2491.3333333333335,7906.333333333333
5428.0,6313.0,18705.666666666668,8111.050459543864,18813.88398361206,27199.666666666668,2090.6666666666665,7074.0,5187.333333333333,2267.6666666666665,2621.3333333333335,17028.0,791.0,2905.6666666666665,1839.6666666666667,1798.0,6060.333333333333,6068.666666666667,2716.3333333333335,3569.6666666666665,6572.0,1647.6666666666667,5530.075391769409,7898.0
3921.3333333333335,7225.0,22313.0,10255.717126210531,18186.0,17963.666666666668,2016.3333333333333,5915.666666666667,6523.0,2237.0,5565.333333333333,6931.333333333333,603.6666666666666,3731.6666666666665,7099.333333333333,1259.0,4750.666666666667,4365.0,2750.6666666666665,5239.333333333333,4885.666666666667,1213.3333333333333,8834.666666666666,2766.6666666666665
3331.0,12763.333333333334,18733.333333333332,12289.333333333334,14207.333333333334,35262.333333333336,2590.6666666666665,5438.0,18874.0,1666.3333333333333,4305.666666666667,4484.0,804.3333333333334,4920.0,6161.0,919.3333333333334,4527.0,5818.666666666667,691.0,3440.6666666666665,14650.0,1201.3333333333333,6066.742058436076,18881.675687789917
10098.666666666666,11382.0,20128.0,3734.3333333333335,9256.666666666666,12785.0,1750.3333333333333,5914.0,17086.0,2472.3333333333335,9312.333333333334,2461.6666666666665,657.6666666666666,4077.0,5271.333333333333,457.6666666666667,5405.0,4758.43345896403,2384.6666666666665,6586.666666666667,10192.0,1491.6666666666667,4859.0,17032.342354456585
7777.333333333333,17027.0,10299.666666666666,7277.666666666667,20941.666666666668,27256.333333333332,2196.3333333333335,4305.333333333333,3146.3333333333335,3063.3333333333335,4367.666666666667,7987.333333333333,629.6666666666666,3316.6666666666665,7198.333333333333,478.6666666666667,4323.666666666667,9723.666666666666,1705.0,6209.666666666667,6069.666666666667,1956.6666666666667,2040.3333333333333,13881.333333333334
4183.666666666667,6474.333333333333,11466.0,8596.666666666666,19069.666666666668,24706.666666666668,3434.6666666666665,7522.333333333333,18053.333333333332,1618.0,9047.333333333334,10096.0,344.3333333333333,4886.333333333333,3664.3333333333335,885.6666666666666,7987.158416112264,6128.766792297363,1847.0,3404.0,7645.333333333333,1613.6666666666667,6067.742058436076,10369.666666666666
8619.666666666666,19894.666666666668,9340.0,8650.0,8264.0,35963.666666666664,1520.3333333333333,9387.333333333334,7291.0,1416.3333333333333,7041.0,8024.666666666667,1123.0,3653.3333333333335,5518.0,1077.6666666666667,7815.333333333333,5490.100125630696,1101.6666666666667,6836.0,12696.0,1660.6666666666667,10822.408725102743,17663.333333333332
1117.0,10414.333333333334,19314.0,6800.666666666667,10158.666666666666,19285.342720667522,4156.666666666667,6857.0,6741.333333333333,2180.3333333333335,1708.3333333333333,8558.333333333334,748.3333333333334,4077.0,3181.6666666666665,553.3333333333334,4429.666666666667,5995.0,1185.3333333333333,7015.666666666667,11573.333333333334,2709.025140762329,6793.0,8743.666666666666
7077.333333333333,14791.0,6320.0,8994.333333333334,9945.333333333334,25093.333333333332,3524.0,3627.3333333333335,4559.0,2700.6666666666665,5998.333333333333,16078.0,255.0,3677.6666666666665,5914.0,614.3333333333334,4050.8250827789307,7374.666666666667,1670.0,7321.0,18141.0,1145.0,4960.333333333333,15106.333333333334
5491.333333333333,6280.333333333333,7937.666666666667,7094.666666666667,24966.666666666668,16811.333333333332,1263.3333333333333,11478.666666666666,17667.333333333332,2793.0,2246.0,15123.333333333334,510.6666666666667,4658.0,5985.0,1340.3333333333333,5307.333333333333,7230.0,603.6666666666666,6540.333333333333,9967.0,757.3333333333334,2981.3333333333335,7889.666666666667
8511.666666666666,8877.333333333334,19810.666666666668,8181.666666666667,16453.0,17949.342720667522,2071.6666666666665,4733.333333333333,14435.333333333334,2584.0,7373.666666666667,6718.333333333333,761.3333333333334,2962.6666666666665,5677.333333333333,1222.0,8479.333333333334,7905.0,1097.0,4471.0,13780.666666666666,1289.0,7670.0,5348.333333333333
4419.666666666667,27141.666666666668,31390.666666666668,4651.333333333333,16707.333333333332,20949.009387334187,4525.666666666667,7212.333333333333,8813.333333333334,3000.6666666666665,3076.3333333333335,9117.0,879.6666666666666,2965.3333333333335,5637.333333333333,1284.6666666666667,5148.0,7918.0,1860.3333333333333,7160.666666666667,9576.666666666666,814.6666666666666,5995.075391769409,5887.333333333333
5297.0,7717.666666666667,19440.0,7051.666666666667,17160.333333333332,42482.333333333336,3020.6666666666665,6887.666666666667,7939.0,851.3333333333334,6713.333333333333,10251.666666666666,815.6666666666666,5206.666666666667,3366.3333333333335,993.0,4869.491749445598,6016.0,1998.0,5123.666666666667,8983.666666666666,580.3333333333334,5220.666666666667,7344.0
2879.6666666666665,15427.0,5231.666666666667,11844.666666666666,8138.0,24488.333333333332,763.6666666666666,8091.333333333333,7871.666666666667,3737.3333333333335,10158.0,12972.333333333334,896.0,5245.0,5428.666666666667,1875.4000193277996,6285.825082778931,6090.666666666667,1210.6666666666667,6682.333333333333,4358.0,1239.0,6844.075391769409,5055.666666666667
2666.0,14189.333333333334,16850.333333333332,7899.333333333333,17645.666666666668,14676.0,2512.6666666666665,3804.0,13106.333333333334,1964.3333333333333,2443.6666666666665,8351.0,715.3333333333334,3281.0,5547.666666666667,1075.3333333333333,6926.333333333333,7675.43345896403,1806.3333333333333,7973.0,13944.666666666666,752.6666666666666,6399.333333333333,5796.666666666667
7142.666666666667,7243.0,26783.0,6609.0,7077.333333333333,17474.666666666668,2107.3333333333335,4300.0,5378.333333333333,2409.6666666666665,11143.666666666666,5814.0,1049.0,2601.6666666666665,5312.0,401.6666666666667,4173.333333333333,7822.766792297363,1498.0,3760.6666666666665,4969.0,801.3333333333334,5626.0,5450.333333333333
3166.3333333333335,16146.0,10416.0,4227.333333333333,17720.0,27139.333333333332,1001.0,6533.333333333333,13402.666666666666,1277.0,7683.666666666667,3326.3333333333335,686.0,2071.6666666666665,6630.0,997.3333333333334,6636.666666666667,10530.0,795.6666666666666,8118.333333333333,12874.666666666666,1253.3333333333333,4023.6666666666665,13941.666666666666
3717.0,8123.0,8497.333333333334,5946.333333333333,19677.666666666668,29339.0,2426.3333333333335,4812.666666666667,7872.0,1730.0,1866.6666666666667,10832.0,808.0,3299.3333333333335,6105.666666666667,1178.3333333333333,5998.0,8201.333333333334,1330.6666666666667,8590.333333333334,8790.666666666666,2663.3333333333335,4836.666666666667,5497.0
8109.333333333333,5442.333333333333,15900.0,8022.0,9399.0,23099.666666666668,3299.0,3130.0,6952.666666666667,1997.3333333333333,2494.6666666666665,4721.333333333333,725.0,3215.6666666666665,4325.333333333333,947.3333333333334,6578.333333333333,8592.666666666666,1940.0,6506.666666666667,4175.666666666667,1420.6666666666667,4325.0,6427.666666666667
3697.0,8074.666666666667,10685.0,8520.0,9786.0,15067.333333333334,4214.666666666667,4858.333333333333,3078.0,1310.0,6970.333333333333,10248.666666666666,877.0,2460.3333333333335,4772.0,906.0,6120.666666666667,9486.43345896403,2924.6666666666665,7282.333333333333,14572.0,470.6666666666667,8216.0,4492.333333333333
7244.0,5777.333333333333,10697.333333333334,5951.333333333333,7192.666666666667,16180.676054000854,3402.3333333333335,4655.666666666667,3911.0,2922.6666666666665,4375.333333333333,14707.666666666666,1062.6666666666667,3118.6666666666665,5335.0,584.6666666666666,2782.6666666666665,7963.333333333333,1868.3333333333333,7266.333333333333,23332.333333333332,2912.6666666666665,7454.0,10849.0
1604.0,17323.666666666668,24444.333333333332,10688.0,17055.55065027873,16517.666666666668,2003.6666666666667,5188.0,15469.0,2455.6666666666665,4881.333333333333,13986.666666666666,379.0,3747.0,3369.3333333333335,952.0,7301.0,6163.333333333333,1451.0,7845.333333333333,10169.666666666666,978.3333333333334,8735.07539176941,9526.0
4327.666666666667,5202.333333333333,11398.333333333334,9371.666666666666,3354.3333333333335,25370.342720667522,2046.3333333333333,7341.333333333333,9095.666666666666,933.6666666666666,3260.6666666666665,7548.666666666667,930.6666666666666,1257.3333333333333,3500.6666666666665,683.0,5698.0,8192.333333333334,1090.3333333333333,6033.666666666667,9647.666666666666,1323.6666666666667,8299.742058436075,10114.333333333334
5319.0,5392.333333333333,11022.666666666666,3642.3333333333335,21413.666666666668,23404.666666666668,2435.6666666666665,7720.666666666667,14881.0,1878.3333333333333,6885.333333333333,8490.333333333334,1175.6666666666667,962.6666666666666,5204.333333333333,439.3333333333333,2672.6666666666665,11681.333333333334,1654.0,5040.0,13205.333333333334,661.0,4322.666666666667,19121.0
7778.333333333333,12245.666666666666,11847.666666666666,12334.333333333334,6530.0,15285.333333333334,1657.0,8770.333333333334,3732.3333333333335,2845.3333333333335,5340.666666666667,18122.0,1173.0,4681.0,3432.3333333333335,1139.0,2708.0,4942.766792297363,1228.6666666666667,6918.666666666667,10397.666666666666,760.3333333333334,5097.0,6488.0
7968.333333333333,12100.333333333334,7187.333333333333,10291.333333333334,15806.0,20845.676054000854,3366.3333333333335,6221.666666666667,4013.3333333333335,1446.6666666666667,2484.3333333333335,6865.666666666667,683.6666666666666,5011.0,5645.0,1212.3333333333333,3699.3333333333335,7158.333333333333,677.0,7425.666666666667,6733.333333333333,2061.6666666666665,3480.0,3719.6666666666665
4947.333333333333,5189.0,26825.0,12411.383792877197,10609.0,24665.333333333332,3780.6666666666665,7183.0,5093.0,1464.6666666666667,1839.0,10677.333333333334,543.0,1859.6666666666667,5582.0,385.6666666666667,4921.0,7671.333333333333,2015.0,10984.0,10668.0,1648.6666666666667,3251.0,8457.666666666666
5495.0,13543.333333333334,22706.0,11679.717126210531,26482.333333333332,25370.676054000854,3316.6666666666665,5873.0,6191.666666666667,2964.3333333333335,4755.0,7622.0,382.3333333333333,1812.6666666666667,6781.666666666667,194.33333333333334,4987.0,5768.0,1436.0,5147.666666666667,13427.666666666666,1131.3333333333333,5182.333333333333,6449.666666666667
9581.333333333334,16240.666666666666,12631.0,8507.666666666666,20341.666666666668,29561.0,1165.3333333333333,9890.666666666666,3800.6666666666665,695.6666666666666,7780.333333333333,17616.0,1260.0,2251.6666666666665,7413.0,952.0,6508.666666666667,5637.0,2338.6666666666665,3708.0,11013.333333333334,1330.0,4112.333333333333,8333.0
5183.333333333333,11054.666666666666,22655.333333333332,8298.0,18894.666666666668,11433.0,5118.666666666667,3232.0,5425.333333333333,488.6666666666667,5801.666666666667,7505.0,956.0,3207.3333333333335,3226.0,1816.0,6452.666666666667,8194.666666666666,1286.0,11034.0,9695.333333333334,1627.3333333333333,6489.0,5451.0
5940.333333333333,10955.333333333334,7805.0,6846.333333333333,5963.333333333333,17271.666666666668,4027.3333333333335,4548.333333333333,5173.333333333333,1163.6666666666667,7161.666666666667,3083.6666666666665,803.3333333333334,5604.666666666667,5177.333333333333,575.0,5595.666666666667,5973.666666666667,1568.6666666666667,5756.0,10150.666666666666,1164.3333333333333,3985.3333333333335,10031.0
6035.666666666667,16561.333333333332,19304.333333333332,9266.050459543863,24612.666666666668,20618.666666666668,5583.666666666667,3396.0,5567.333333333333,2194.6666666666665,2726.6666666666665,11028.0,252.66666666666666,3882.0,5281.666666666667,1379.6666666666667,4869.491749445598,4708.43345896403,1189.3333333333333,4905.0,11856.333333333334,2306.0,1751.0,1975.6666666666667
4932.666666666667,9161.0,18466.666666666668,1642.0,11187.666666666666,14160.333333333334,1357.6666666666667,10449.666666666666,14967.0,2259.6666666666665,8437.333333333334,4724.333333333333,879.0,2044.6666666666667,5368.0,370.4000193277995,4996.0,6744.766792297363,1359.6666666666667,3038.6666666666665,7558.333333333333,1280.3333333333333,4736.333333333333,6999.0
4702.0,15267.0,12378.666666666666,8941.333333333334,14486.0,22999.666666666668,2803.6666666666665,5279.666666666667,3442.0,3566.0,3472.0,9839.0,696.3333333333334,3742.3333333333335,6353.666666666667,525.7333526611328,7139.0,10239.766792297363,1796.6666666666667,4670.666666666667,12916.0,1503.6666666666667,3548.6666666666665,10950.0
4109.666666666667,10479.0,8324.666666666666,9578.0,5233.333333333333,16865.333333333332,3595.3333333333335,10194.666666666666,25825.333333333332,2032.3333333333333,3842.3333333333335,7323.333333333333,838.6666666666666,6342.666666666667,5380.0,582.6666666666666,6458.0,5567.100125630696,1847.3333333333333,5984.666666666667,4083.0,1151.0,4307.333333333333,3589.3333333333335
6578.0,10788.333333333334,9236.333333333334,4820.0,9825.0,39189.34272066752,3504.0,6432.0,7571.0,1568.3333333333333,6314.333333333333,5170.666666666667,498.3333333333333,2185.3333333333335,2962.0,522.4000193277994,4396.666666666667,7224.333333333333,2206.3333333333335,5304.333333333333,9974.666666666666,1334.6666666666667,3423.0,11037.666666666666
5114.0,11927.666666666666,9707.333333333334,10502.666666666666,10202.666666666666,32592.666666666668,2696.6666666666665,13721.666666666666,27872.666666666668,2859.6666666666665,5484.333333333333,17609.666666666668,463.3333333333333,5829.0,5902.0,720.0,3656.0,7538.333333333333,2437.6666666666665,6013.333333333333,9962.0,2604.3333333333335,5791.0,7792.666666666667
4068.3333333333335,13235.0,14934.333333333334,3814.6666666666665,10996.666666666666,16762.666666666668,4479.0,9219.0,11807.333333333334,1146.3333333333333,2361.0,13649.333333333334,408.6666666666667,3185.0,6010.333333333333,1201.3333333333333,5205.666666666667,6862.766792297363,597.3333333333334,8170.333333333333,12684.333333333334,1370.3333333333333,5072.666666666667,10865.0
14308.333333333334,10660.0,36453.666666666664,10888.333333333334,18273.666666666668,26794.0,1482.6666666666667,5159.666666666667,7911.666666666667,2225.0,6506.333333333333,9534.666666666666,557.3333333333334,3856.6666666666665,7598.333333333333,1265.6666666666667,8642.0,7326.333333333333,2519.0,5892.666666666667,6965.0,1885.6918074289958,4772.0,8612.333333333334
1693.0,17464.666666666668,27282.666666666668,10421.0,11216.0,33641.333333333336,2381.3333333333335,4232.0,11309.666666666666,1642.3333333333333,7851.666666666667,7445.666666666667,489.3333333333333,3577.6666666666665,6676.0,768.6666666666666,3645.3333333333335,12917.0,3670.0,7135.666666666667,5418.0,1910.6666666666667,3614.6666666666665,7755.666666666667
4649.333333333333,12762.333333333334,13345.0,5385.333333333333,6337.0,21243.0,1658.0,7191.0,9022.0,1015.6666666666666,3580.3333333333335,9941.0,385.6666666666667,4909.0,4059.6666666666665,1370.066685994466,8372.666666666666,15768.666666666666,255.66666666666666,7549.0,9540.666666666666,658.6666666666666,3888.0,15567.009021123251
