sub,group,hemi,roi,cond,roi_size,mean_act,volume,sum_selec
sub-103,control,right,hemi,face,629784,3.6545498371124268,4901.0,17910.94921875
sub-103,control,right,hemi,word,629784,3.138505697250366,2292.0,7193.455078125
sub-104,control,left,dorsal_visual_cortex,space,52715,6.968475341796875,16146.0,112513.0
sub-104,control,left,dorsal_visual_cortex,feat,52715,6.751162528991699,14047.0,94833.578125
sub-104,control,left,dorsal_visual_cortex,tool,52715,6.674698829650879,10272.0,68562.5078125
sub-104,control,left,dorsal_visual_cortex,non_tool,52715,7.355056285858154,10583.0,77838.5625
sub-104,control,left,dorsal_visual_cortex,object,52715,4.754287242889404,5225.0,24841.150390625
sub-104,control,left,ventral_visual_cortex,space,344585,6.461699485778809,44989.0,290705.40625
sub-104,control,left,ventral_visual_cortex,feat,344585,6.257281303405762,43674.0,273280.5
sub-104,control,left,ventral_visual_cortex,tool,344585,6.282072067260742,38040.0,238970.015625
sub-104,control,left,ventral_visual_cortex,non_tool,344585,6.9796342849731445,38935.0,271752.0625
sub-104,control,left,ventral_visual_cortex,object,344585,4.549157619476318,21609.0,98302.7421875
sub-104,control,left,hemi,space,632922,5.979085922241211,66000.0,394619.65625
sub-104,control,left,hemi,feat,632922,5.783955097198486,63479.0,367159.6875
sub-104,control,left,hemi,tool,632922,5.836318492889404,49186.0,287065.15625
sub-104,control,left,hemi,non_tool,632922,6.54819393157959,49957.0,327128.125
sub-104,control,left,hemi,object,632922,4.405454635620117,24473.0,107814.6875
sub-104,control,right,dorsal_visual_cortex,space,52153,7.499419212341309,17643.0,132312.25
sub-104,control,right,dorsal_visual_cortex,feat,52153,7.108588695526123,14225.0,101119.671875
sub-104,control,right,dorsal_visual_cortex,tool,52153,6.97847843170166,11816.0,82457.703125
sub-104,control,right,dorsal_visual_cortex,non_tool,52153,8.118037223815918,12643.0,102636.34375
sub-104,control,right,dorsal_visual_cortex,object,52153,4.57919979095459,5084.0,23280.65234375
sub-104,control,right,ventral_visual_cortex,space,347267,6.492946147918701,49428.0,320933.34375
sub-104,control,right,ventral_visual_cortex,feat,347267,6.094395637512207,40881.0,249144.984375
sub-104,control,right,ventral_visual_cortex,tool,347267,5.822453022003174,34387.0,200216.6875
sub-104,control,right,ventral_visual_cortex,non_tool,347267,6.762232780456543,36698.0,248160.421875
sub-104,control,right,ventral_visual_cortex,object,347267,4.2409138679504395,16302.0,69135.375
sub-104,control,right,hemi,space,635003,6.046070098876953,74412.0,449900.15625
sub-104,control,right,hemi,feat,635003,5.610409736633301,60399.0,338863.125
sub-104,control,right,hemi,tool,635003,5.4200758934021,44816.0,242906.125
sub-104,control,right,hemi,non_tool,635003,6.345142364501953,48070.0,305011.0
sub-104,control,right,hemi,object,635003,4.136338233947754,18282.0,75620.5390625
sub-105,control,left,dorsal_visual_cortex,space,59875,5.327160835266113,20632.0,109909.984375
sub-105,control,left,dorsal_visual_cortex,feat,59875,5.215374946594238,17713.0,92379.9375
sub-105,control,left,dorsal_visual_cortex,tool,59875,5.201292514801025,18633.0,96915.6875
sub-105,control,left,dorsal_visual_cortex,non_tool,59875,5.195695400238037,15422.0,80128.015625
sub-105,control,left,dorsal_visual_cortex,object,59875,3.126100778579712,4978.0,15561.7294921875
sub-105,control,left,ventral_visual_cortex,space,382761,4.570616722106934,52547.0,240172.1875
sub-105,control,left,ventral_visual_cortex,feat,382761,4.611335277557373,51942.0,239521.96875
sub-105,control,left,ventral_visual_cortex,tool,382761,4.716134548187256,41875.0,197488.140625
sub-105,control,left,ventral_visual_cortex,non_tool,382761,4.9409356117248535,43502.0,214940.578125
sub-105,control,left,ventral_visual_cortex,object,382761,3.322553873062134,18231.0,60573.48046875
sub-105,control,left,hemi,space,704543,4.40408992767334,82004.0,361153.0
sub-105,control,left,hemi,feat,704543,4.405935764312744,78803.0,347200.9375
sub-105,control,left,hemi,tool,704543,4.611172676086426,58371.0,269158.75
sub-105,control,left,hemi,non_tool,704543,4.761234760284424,58843.0,280165.34375
sub-105,control,left,hemi,object,704543,3.2519142627716064,23613.0,76787.453125
sub-105,control,right,dorsal_visual_cortex,space,57982,5.669182777404785,20550.0,116501.703125
sub-105,control,right,dorsal_visual_cortex,feat,57982,5.5158467292785645,18165.0,100195.359375
sub-105,control,right,dorsal_visual_cortex,tool,57982,4.982303142547607,15673.0,78087.640625
sub-105,control,right,dorsal_visual_cortex,non_tool,57982,5.031757831573486,13481.0,67833.125
sub-105,control,right,dorsal_visual_cortex,object,57982,3.3002374172210693,4070.0,13431.9658203125
sub-105,control,right,ventral_visual_cortex,space,387722,4.744802951812744,57665.0,273609.0625
sub-105,control,right,ventral_visual_cortex,feat,387722,4.805401802062988,51805.0,248943.84375
sub-105,control,right,ventral_visual_cortex,tool,387722,4.7292914390563965,37395.0,176851.859375
sub-105,control,right,ventral_visual_cortex,non_tool,387722,4.885197639465332,40665.0,198656.5625
sub-105,control,right,ventral_visual_cortex,object,387722,3.394942045211792,16363.0,55551.4375
sub-105,control,right,hemi,space,708634,4.591310977935791,87470.0,401601.96875
sub-105,control,right,hemi,feat,708634,4.6328535079956055,76222.0,353125.375
sub-105,control,right,hemi,tool,708634,4.625862121582031,49829.0,230502.09375
sub-105,control,right,hemi,non_tool,708634,4.717581272125244,54060.0,255032.453125
sub-105,control,right,hemi,object,708634,3.357252836227417,20071.0,67383.421875
sub-106,control,left,dorsal_visual_cortex,space,50660,6.940709590911865,19968.0,138592.09375
sub-106,control,left,dorsal_visual_cortex,feat,50660,6.357818126678467,16599.0,105533.421875
sub-106,control,left,dorsal_visual_cortex,tool,50660,7.092734336853027,16994.0,120533.9296875
sub-106,control,left,dorsal_visual_cortex,non_tool,50660,7.430348873138428,17264.0,128277.546875
sub-106,control,left,dorsal_visual_cortex,object,50660,4.691839218139648,12412.0,58235.109375
sub-106,control,left,dorsal_visual_cortex,face,50660,2.602797746658325,428.0,1113.9974365234375
sub-106,control,left,dorsal_visual_cortex,word,50660,2.7625744342803955,1332.0,3679.7490234375
sub-106,control,left,ventral_visual_cortex,space,337058,5.67213773727417,58527.0,331973.21875
sub-106,control,left,ventral_visual_cortex,feat,337058,5.656507968902588,42667.0,241346.234375
sub-106,control,left,ventral_visual_cortex,tool,337058,6.303648471832275,46873.0,295470.90625
sub-106,control,left,ventral_visual_cortex,non_tool,337058,6.409018039703369,56825.0,364192.4375
sub-106,control,left,ventral_visual_cortex,object,337058,4.669668674468994,35196.0,164353.65625
sub-106,control,left,ventral_visual_cortex,face,337058,3.051603317260742,4143.0,12642.79296875
sub-106,control,left,ventral_visual_cortex,word,337058,2.9988512992858887,7406.0,22209.4921875
sub-106,control,left,hemi,space,616630,5.356839656829834,92200.0,493900.625
sub-106,control,left,hemi,feat,616630,5.334111213684082,63425.0,338316.0
sub-106,control,left,hemi,tool,616630,5.832777500152588,67636.0,394505.75
sub-106,control,left,hemi,non_tool,616630,5.792744159698486,85281.0,494011.03125
sub-106,control,left,hemi,object,616630,4.444355010986328,48023.0,213431.25
sub-106,control,left,hemi,face,616630,2.9389092922210693,6430.0,18897.1875
sub-106,control,left,hemi,word,616630,2.9325876235961914,12148.0,35625.07421875
sub-106,control,right,dorsal_visual_cortex,space,50615,7.2157816886901855,22689.0,163718.875
sub-106,control,right,dorsal_visual_cortex,feat,50615,6.526494026184082,16956.0,110663.234375
sub-106,control,right,dorsal_visual_cortex,tool,50615,6.977456569671631,18589.0,129703.9375
sub-106,control,right,dorsal_visual_cortex,non_tool,50615,7.708675384521484,19593.0,151036.078125
sub-106,control,right,dorsal_visual_cortex,object,50615,4.6523637771606445,13127.0,61071.578125
sub-106,control,right,dorsal_visual_cortex,face,50615,2.765604019165039,2036.0,5630.77001953125
sub-106,control,right,dorsal_visual_cortex,word,50615,2.777343273162842,1818.0,5049.2099609375
sub-106,control,right,ventral_visual_cortex,space,339944,6.007819175720215,64472.0,387336.125
sub-106,control,right,ventral_visual_cortex,feat,339944,5.792884349822998,44240.0,256277.203125
sub-106,control,right,ventral_visual_cortex,tool,339944,6.447312355041504,44764.0,288607.5
sub-106,control,right,ventral_visual_cortex,non_tool,339944,6.840041637420654,52511.0,359177.4375
sub-106,control,right,ventral_visual_cortex,object,339944,4.724817276000977,32930.0,155588.234375
sub-106,control,right,ventral_visual_cortex,face,339944,3.2101712226867676,11517.0,36971.54296875
sub-106,control,right,ventral_visual_cortex,word,339944,2.9916300773620605,8927.0,26706.28125
sub-106,control,right,hemi,space,620092,5.632302761077881,100439.0,565702.875
sub-106,control,right,hemi,feat,620092,5.487501621246338,64430.0,353559.71875
sub-106,control,right,hemi,tool,620092,6.032764434814453,61831.0,373011.84375
sub-106,control,right,hemi,non_tool,620092,6.319031238555908,75305.0,475854.65625
sub-106,control,right,hemi,object,620092,4.490628242492676,42308.0,189989.5
sub-106,control,right,hemi,face,620092,3.0856873989105225,17050.0,52610.96875
sub-106,control,right,hemi,word,620092,2.9429454803466797,15361.0,45206.5859375
sub-107,control,left,dorsal_visual_cortex,space,59988,6.849058628082275,16391.0,112262.921875
sub-107,control,left,dorsal_visual_cortex,feat,59988,6.961925506591797,17287.0,120350.8046875
sub-107,control,left,dorsal_visual_cortex,tool,59988,5.855869293212891,17037.0,99766.4453125
sub-107,control,left,dorsal_visual_cortex,non_tool,59988,6.805079936981201,12561.0,85478.609375
sub-107,control,left,dorsal_visual_cortex,object,59988,4.331220626831055,9803.0,42458.95703125
sub-107,control,left,dorsal_visual_cortex,face,59988,2.5392134189605713,52.0,132.03909301757812
sub-107,control,left,dorsal_visual_cortex,word,59988,2.9025840759277344,1081.0,3137.693359375
sub-107,control,left,ventral_visual_cortex,space,387243,6.026565074920654,38586.0,232541.046875
sub-107,control,left,ventral_visual_cortex,feat,387243,6.114262104034424,45123.0,275893.84375
sub-107,control,left,ventral_visual_cortex,tool,387243,5.523529052734375,43053.0,237804.5
sub-107,control,left,ventral_visual_cortex,non_tool,387243,6.12736701965332,38541.0,236154.84375
sub-107,control,left,ventral_visual_cortex,object,387243,4.293611526489258,25648.0,110122.546875
sub-107,control,left,ventral_visual_cortex,face,387243,3.402873992919922,2182.0,7425.07080078125
sub-107,control,left,ventral_visual_cortex,word,387243,3.0865066051483154,4413.0,13620.75390625
sub-107,control,left,hemi,space,708712,5.711393356323242,52211.0,298197.5625
sub-107,control,left,hemi,feat,708712,5.702559947967529,61942.0,353227.96875
sub-107,control,left,hemi,tool,708712,5.12421178817749,58947.0,302056.90625
sub-107,control,left,hemi,non_tool,708712,5.808781147003174,48094.0,279367.53125
sub-107,control,left,hemi,object,708712,4.133993148803711,30999.0,128149.65625
sub-107,control,left,hemi,face,708712,3.271390676498413,2626.0,8590.671875
sub-107,control,left,hemi,word,708712,3.0293216705322266,6118.0,18533.390625
sub-107,control,right,dorsal_visual_cortex,space,60267,6.970505237579346,13467.0,93871.796875
sub-107,control,right,dorsal_visual_cortex,feat,60267,7.080939292907715,12661.0,89651.7734375
sub-107,control,right,dorsal_visual_cortex,tool,60267,6.0782952308654785,10193.0,61956.0625
sub-107,control,right,dorsal_visual_cortex,non_tool,60267,7.2234601974487305,8855.0,63963.73828125
sub-107,control,right,dorsal_visual_cortex,object,60267,4.2742438316345215,4965.0,21221.62109375
sub-107,control,right,dorsal_visual_cortex,face,60267,2.818528890609741,575.0,1620.654052734375
sub-107,control,right,dorsal_visual_cortex,word,60267,2.7889621257781982,502.0,1400.0589599609375
sub-107,control,right,ventral_visual_cortex,space,401759,5.904572010040283,39217.0,231559.609375
sub-107,control,right,ventral_visual_cortex,feat,401759,5.609982013702393,43611.0,244656.921875
sub-107,control,right,ventral_visual_cortex,tool,401759,5.2100090980529785,30138.0,157019.25
sub-107,control,right,ventral_visual_cortex,non_tool,401759,6.247162342071533,31149.0,194592.859375
sub-107,control,right,ventral_visual_cortex,object,401759,4.036233901977539,17330.0,69947.9375
sub-107,control,right,ventral_visual_cortex,face,401759,3.9387454986572266,8178.0,32211.060546875
sub-107,control,right,ventral_visual_cortex,word,401759,3.0128161907196045,2353.0,7089.15625
sub-107,control,right,hemi,space,735601,5.605596542358398,51284.0,287477.40625
sub-107,control,right,hemi,feat,735601,5.297464370727539,57970.0,307094.0
sub-107,control,right,hemi,tool,735601,4.844119071960449,38888.0,188378.09375
sub-107,control,right,hemi,non_tool,735601,5.9287872314453125,38269.0,226888.765625
sub-107,control,right,hemi,object,735601,3.874061346054077,20841.0,80739.3125
sub-107,control,right,hemi,face,735601,3.764239549636841,9896.0,37250.9140625
sub-107,control,right,hemi,word,735601,2.995083808898926,3484.0,10434.8720703125
sub-spaceloc1001,control,left,dorsal_visual_cortex,space,62626,5.061134338378906,15205.0,76954.546875
sub-spaceloc1001,control,left,dorsal_visual_cortex,feat,62626,4.103621006011963,12964.0,53199.34375
sub-spaceloc1001,control,left,ventral_visual_cortex,space,435571,5.151823997497559,45027.0,231971.1875
sub-spaceloc1001,control,left,ventral_visual_cortex,feat,435571,4.548482418060303,33977.0,154543.78125
sub-spaceloc1001,control,left,hemi,space,810713,4.847836971282959,67242.0,325978.25
sub-spaceloc1001,control,left,hemi,feat,810713,4.2595319747924805,51375.0,218833.453125
sub-spaceloc1001,control,right,dorsal_visual_cortex,space,64703,5.330309867858887,14762.0,78686.03125
sub-spaceloc1001,control,right,dorsal_visual_cortex,feat,64703,4.111156940460205,11212.0,46094.29296875
sub-spaceloc1001,control,right,ventral_visual_cortex,space,430005,4.920755863189697,43093.0,212050.125
sub-spaceloc1001,control,right,ventral_visual_cortex,feat,430005,4.199489593505859,31269.0,131313.84375
sub-spaceloc1001,control,right,hemi,space,791221,4.611232757568359,61652.0,284291.71875
sub-spaceloc1001,control,right,hemi,feat,791221,3.9560940265655518,45166.0,178680.9375
sub-spaceloc1002,control,left,dorsal_visual_cortex,space,69693,6.723766326904297,20480.0,137702.734375
sub-spaceloc1002,control,left,dorsal_visual_cortex,feat,69693,6.698943138122559,17600.0,117901.3984375
sub-spaceloc1002,control,left,dorsal_visual_cortex,tool,69693,6.907858848571777,18267.0,126185.859375
sub-spaceloc1002,control,left,dorsal_visual_cortex,non_tool,69693,7.410123348236084,17063.0,126438.9375
sub-spaceloc1002,control,left,dorsal_visual_cortex,object,69693,4.87636661529541,8629.0,42078.16796875
sub-spaceloc1002,control,left,ventral_visual_cortex,space,441719,6.451107978820801,51943.0,335089.90625
sub-spaceloc1002,control,left,ventral_visual_cortex,feat,441719,6.125385761260986,52279.0,320229.03125
sub-spaceloc1002,control,left,ventral_visual_cortex,tool,441719,6.064762115478516,67815.0,411281.84375
sub-spaceloc1002,control,left,ventral_visual_cortex,non_tool,441719,6.8941121101379395,62642.0,431860.96875
sub-spaceloc1002,control,left,ventral_visual_cortex,object,441719,4.332413196563721,44097.0,191046.421875
sub-spaceloc1002,control,left,hemi,space,814568,5.938147068023682,73963.0,439203.1875
sub-spaceloc1002,control,left,hemi,feat,814568,5.575364589691162,75707.0,422094.125
sub-spaceloc1002,control,left,hemi,tool,814568,5.399755477905273,100212.0,541120.3125
sub-spaceloc1002,control,left,hemi,non_tool,814568,6.0927414894104,88207.0,537422.4375
sub-spaceloc1002,control,left,hemi,object,814568,3.951076030731201,63114.0,249368.21875
sub-spaceloc1002,control,right,dorsal_visual_cortex,space,72166,7.484323024749756,23946.0,179219.59375
sub-spaceloc1002,control,right,dorsal_visual_cortex,feat,72166,7.036325931549072,21166.0,148930.875
sub-spaceloc1002,control,right,dorsal_visual_cortex,tool,72166,7.075283527374268,22749.0,160955.625
sub-spaceloc1002,control,right,dorsal_visual_cortex,non_tool,72166,7.229461669921875,21024.0,151992.203125
sub-spaceloc1002,control,right,dorsal_visual_cortex,object,72166,4.823868274688721,11224.0,54143.09765625
sub-spaceloc1002,control,right,ventral_visual_cortex,space,450748,6.614658355712891,60076.0,397382.21875
sub-spaceloc1002,control,right,ventral_visual_cortex,feat,450748,6.22855806350708,57873.0,360465.34375
sub-spaceloc1002,control,right,ventral_visual_cortex,tool,450748,6.036087512969971,74283.0,448378.6875
sub-spaceloc1002,control,right,ventral_visual_cortex,non_tool,450748,6.2763752937316895,67565.0,424063.28125
sub-spaceloc1002,control,right,ventral_visual_cortex,object,450748,4.731269836425781,39035.0,184685.125
sub-spaceloc1002,control,right,hemi,space,829306,6.080833435058594,86022.0,523085.4375
sub-spaceloc1002,control,right,hemi,feat,829306,5.680553913116455,84928.0,482438.0625
sub-spaceloc1002,control,right,hemi,tool,829306,5.459962844848633,108938.0,594797.4375
sub-spaceloc1002,control,right,hemi,non_tool,829306,5.660856246948242,96339.0,545361.25
sub-spaceloc1002,control,right,hemi,object,829306,4.3786139488220215,50502.0,221128.765625
sub-spaceloc1003,control,left,dorsal_visual_cortex,space,58388,6.597141265869141,21813.0,143903.4375
sub-spaceloc1003,control,left,dorsal_visual_cortex,feat,58388,6.47611141204834,19295.0,124956.5703125
sub-spaceloc1003,control,left,dorsal_visual_cortex,tool,58388,5.146563529968262,17497.0,90049.421875
sub-spaceloc1003,control,left,dorsal_visual_cortex,non_tool,58388,5.5982666015625,16851.0,94336.390625
sub-spaceloc1003,control,left,dorsal_visual_cortex,object,58388,3.8893544673919678,6393.0,24864.642578125
sub-spaceloc1003,control,left,ventral_visual_cortex,space,379012,5.828113079071045,58705.0,342139.375
sub-spaceloc1003,control,left,ventral_visual_cortex,feat,379012,5.794005393981934,51099.0,296067.875
sub-spaceloc1003,control,left,ventral_visual_cortex,tool,379012,4.727027416229248,59451.0,281026.5
sub-spaceloc1003,control,left,ventral_visual_cortex,non_tool,379012,5.201479434967041,67002.0,348509.53125
sub-spaceloc1003,control,left,ventral_visual_cortex,object,379012,4.028160095214844,21770.0,87693.046875
sub-spaceloc1003,control,left,hemi,space,697439,5.377091884613037,85091.0,457542.125
sub-spaceloc1003,control,left,hemi,feat,697439,5.349966049194336,73986.0,395822.59375
sub-spaceloc1003,control,left,hemi,tool,697439,4.3089375495910645,91277.0,393306.875
sub-spaceloc1003,control,left,hemi,non_tool,697439,4.685898303985596,105818.0,495852.40625
sub-spaceloc1003,control,left,hemi,object,697439,3.818302631378174,28264.0,107920.5078125
sub-spaceloc1003,control,right,dorsal_visual_cortex,space,56705,6.004510879516602,19442.0,116739.703125
sub-spaceloc1003,control,right,dorsal_visual_cortex,feat,56705,5.546748161315918,14038.0,77865.25
sub-spaceloc1003,control,right,dorsal_visual_cortex,tool,56705,4.687981605529785,11337.0,53147.6484375
sub-spaceloc1003,control,right,dorsal_visual_cortex,non_tool,56705,5.428869247436523,11753.0,63805.5
sub-spaceloc1003,control,right,dorsal_visual_cortex,object,56705,3.6376235485076904,4596.0,16718.517578125
sub-spaceloc1003,control,right,ventral_visual_cortex,space,380063,5.7045111656188965,62461.0,356309.46875
sub-spaceloc1003,control,right,ventral_visual_cortex,feat,380063,5.42988920211792,47377.0,257251.859375
sub-spaceloc1003,control,right,ventral_visual_cortex,tool,380063,4.706453800201416,48458.0,228065.328125
sub-spaceloc1003,control,right,ventral_visual_cortex,non_tool,380063,5.088560581207275,54973.0,279733.4375
sub-spaceloc1003,control,right,ventral_visual_cortex,object,380063,4.07163667678833,19956.0,81253.578125
sub-spaceloc1003,control,right,hemi,space,695952,5.334328651428223,93551.0,499031.78125
sub-spaceloc1003,control,right,hemi,feat,695952,5.157994270324707,69185.0,356855.84375
sub-spaceloc1003,control,right,hemi,tool,695952,4.31563138961792,72405.0,312473.28125
sub-spaceloc1003,control,right,hemi,non_tool,695952,4.69842529296875,83979.0,394569.0625
sub-spaceloc1003,control,right,hemi,object,695952,3.8913753032684326,24325.0,94657.703125
sub-spaceloc1004,control,left,dorsal_visual_cortex,space,63907,6.881740570068359,25807.0,177597.078125
sub-spaceloc1004,control,left,dorsal_visual_cortex,feat,63907,6.808589458465576,24917.0,169649.625
sub-spaceloc1004,control,left,dorsal_visual_cortex,tool,63907,7.194479465484619,23744.0,170825.71875
sub-spaceloc1004,control,left,dorsal_visual_cortex,non_tool,63907,8.23816204071045,25003.0,205978.765625
sub-spaceloc1004,control,left,dorsal_visual_cortex,object,63907,4.797248363494873,33069.0,158640.203125
sub-spaceloc1004,control,left,ventral_visual_cortex,space,412532,6.278435230255127,64979.0,407966.4375
sub-spaceloc1004,control,left,ventral_visual_cortex,feat,412532,5.9836225509643555,75252.0,450279.5625
sub-spaceloc1004,control,left,ventral_visual_cortex,tool,412532,7.019808292388916,60451.0,424354.4375
sub-spaceloc1004,control,left,ventral_visual_cortex,non_tool,412532,7.825815677642822,75279.0,589119.5625
sub-spaceloc1004,control,left,ventral_visual_cortex,object,412532,4.674447059631348,92552.0,432629.4375
sub-spaceloc1004,control,left,hemi,space,755050,5.901367664337158,98283.0,580004.125
sub-spaceloc1004,control,left,hemi,feat,755050,5.600765705108643,117069.0,655676.0625
sub-spaceloc1004,control,left,hemi,tool,755050,6.5214152336120605,83303.0,543253.4375
sub-spaceloc1004,control,left,hemi,non_tool,755050,7.059360980987549,107122.0,756212.875
sub-spaceloc1004,control,left,hemi,object,755050,4.346287250518799,143733.0,624704.9375
sub-spaceloc1004,control,right,dorsal_visual_cortex,space,64097,7.825275421142578,30326.0,237309.296875
sub-spaceloc1004,control,right,dorsal_visual_cortex,feat,64097,7.541353225708008,30335.0,228766.953125
sub-spaceloc1004,control,right,dorsal_visual_cortex,tool,64097,7.403758525848389,27628.0,204551.046875
sub-spaceloc1004,control,right,dorsal_visual_cortex,non_tool,64097,8.370889663696289,28430.0,237984.40625
sub-spaceloc1004,control,right,dorsal_visual_cortex,object,64097,4.745142459869385,30540.0,144916.65625
sub-spaceloc1004,control,right,ventral_visual_cortex,space,417400,6.413453102111816,75226.0,482458.40625
sub-spaceloc1004,control,right,ventral_visual_cortex,feat,417400,6.034259796142578,86598.0,522554.8125
sub-spaceloc1004,control,right,ventral_visual_cortex,tool,417400,6.658113956451416,64841.0,431718.78125
sub-spaceloc1004,control,right,ventral_visual_cortex,non_tool,417400,7.502226829528809,79566.0,596922.1875
sub-spaceloc1004,control,right,ventral_visual_cortex,object,417400,4.549519062042236,83507.0,379916.6875
sub-spaceloc1004,control,right,hemi,space,761683,6.048229217529297,114518.0,692631.125
sub-spaceloc1004,control,right,hemi,feat,761683,5.7113165855407715,136070.0,777138.875
sub-spaceloc1004,control,right,hemi,tool,761683,6.257630348205566,91045.0,569725.9375
sub-spaceloc1004,control,right,hemi,non_tool,761683,6.848325729370117,115273.0,789427.0625
sub-spaceloc1004,control,right,hemi,object,761683,4.261109828948975,128161.0,546108.125
sub-spaceloc1005,control,left,dorsal_visual_cortex,space,67731,6.9628777503967285,22277.0,155112.03125
sub-spaceloc1005,control,left,dorsal_visual_cortex,feat,67731,6.776666641235352,20128.0,136400.75
sub-spaceloc1005,control,left,dorsal_visual_cortex,tool,67731,7.136958122253418,24658.0,175983.109375
sub-spaceloc1005,control,left,dorsal_visual_cortex,non_tool,67731,7.306859970092773,19853.0,145063.09375
sub-spaceloc1005,control,left,dorsal_visual_cortex,object,67731,5.085158824920654,13784.0,70093.828125
sub-spaceloc1005,control,left,ventral_visual_cortex,space,460410,5.560480117797852,76235.0,423903.21875
sub-spaceloc1005,control,left,ventral_visual_cortex,feat,460410,5.591372489929199,66737.0,373151.4375
sub-spaceloc1005,control,left,ventral_visual_cortex,tool,460410,6.105443477630615,73251.0,447229.84375
sub-spaceloc1005,control,left,ventral_visual_cortex,non_tool,460410,6.434818267822266,57561.0,370394.5625
sub-spaceloc1005,control,left,ventral_visual_cortex,object,460410,4.734694004058838,42732.0,202322.953125
sub-spaceloc1005,control,left,hemi,space,845967,5.171508312225342,123626.0,639332.875
sub-spaceloc1005,control,left,hemi,feat,845967,5.213662147521973,105628.0,550708.6875
sub-spaceloc1005,control,left,hemi,tool,845967,5.57637882232666,111198.0,620082.1875
sub-spaceloc1005,control,left,hemi,non_tool,845967,5.96142053604126,80799.0,481676.8125
sub-spaceloc1005,control,left,hemi,object,845967,4.446531295776367,57514.0,255737.8125
sub-spaceloc1005,control,right,dorsal_visual_cortex,space,69098,7.485559940338135,26359.0,197311.875
sub-spaceloc1005,control,right,dorsal_visual_cortex,feat,69098,6.877495288848877,23621.0,162453.3125
sub-spaceloc1005,control,right,dorsal_visual_cortex,tool,69098,7.347205638885498,25942.0,190601.203125
sub-spaceloc1005,control,right,dorsal_visual_cortex,non_tool,69098,8.125049591064453,22863.0,185763.0
sub-spaceloc1005,control,right,dorsal_visual_cortex,object,69098,5.529998779296875,15278.0,84487.3203125
sub-spaceloc1005,control,right,ventral_visual_cortex,space,460896,5.77230978012085,77641.0,448167.90625
sub-spaceloc1005,control,right,ventral_visual_cortex,feat,460896,5.508780479431152,67101.0,369644.6875
sub-spaceloc1005,control,right,ventral_visual_cortex,tool,460896,6.022348880767822,72484.0,436523.9375
sub-spaceloc1005,control,right,ventral_visual_cortex,non_tool,460896,6.96090030670166,58462.0,406948.15625
sub-spaceloc1005,control,right,ventral_visual_cortex,object,460896,4.835930824279785,43132.0,208583.375
sub-spaceloc1005,control,right,hemi,space,843351,5.346696376800537,120471.0,644121.875
sub-spaceloc1005,control,right,hemi,feat,843351,5.099221706390381,102784.0,524118.40625
sub-spaceloc1005,control,right,hemi,tool,843351,5.491586685180664,104826.0,575661.0625
sub-spaceloc1005,control,right,hemi,non_tool,843351,6.383480072021484,78629.0,501926.65625
sub-spaceloc1005,control,right,hemi,object,843351,4.52264928817749,55550.0,251233.171875
sub-spaceloc1006,control,left,dorsal_visual_cortex,space,67146,5.639982223510742,23850.0,134513.578125
sub-spaceloc1006,control,left,dorsal_visual_cortex,feat,67146,4.9753642082214355,21093.0,104945.359375
sub-spaceloc1006,control,left,dorsal_visual_cortex,tool,67146,4.140912055969238,5901.0,24435.5234375
sub-spaceloc1006,control,left,dorsal_visual_cortex,non_tool,67146,4.519467830657959,5068.0,22904.6640625
sub-spaceloc1006,control,left,dorsal_visual_cortex,object,67146,3.176180362701416,6449.0,20483.1875
sub-spaceloc1006,control,left,ventral_visual_cortex,space,442597,4.749555587768555,76191.0,361873.375
sub-spaceloc1006,control,left,ventral_visual_cortex,feat,442597,4.383182048797607,79719.0,349422.875
sub-spaceloc1006,control,left,ventral_visual_cortex,tool,442597,4.180679798126221,26341.0,110123.2890625
sub-spaceloc1006,control,left,ventral_visual_cortex,non_tool,442597,4.392595291137695,27783.0,122039.46875
sub-spaceloc1006,control,left,ventral_visual_cortex,object,442597,3.4943366050720215,21375.0,74691.4453125
sub-spaceloc1006,control,left,hemi,space,815798,4.574653625488281,127434.0,582966.4375
sub-spaceloc1006,control,left,hemi,feat,815798,4.23489236831665,135298.0,572972.4375
sub-spaceloc1006,control,left,hemi,tool,815798,3.995694160461426,35275.0,140948.109375
sub-spaceloc1006,control,left,hemi,non_tool,815798,4.276799201965332,36460.0,155932.09375
sub-spaceloc1006,control,left,hemi,object,815798,3.3455069065093994,30173.0,100943.9765625
sub-spaceloc1006,control,right,dorsal_visual_cortex,space,62909,6.588549613952637,21748.0,143287.78125
sub-spaceloc1006,control,right,dorsal_visual_cortex,feat,62909,5.851142883300781,19261.0,112698.859375
sub-spaceloc1006,control,right,dorsal_visual_cortex,tool,62909,4.912843704223633,10415.0,51167.26953125
sub-spaceloc1006,control,right,dorsal_visual_cortex,non_tool,62909,5.338518142700195,10614.0,56663.03125
sub-spaceloc1006,control,right,dorsal_visual_cortex,object,62909,3.6280267238616943,7484.0,27152.15234375
sub-spaceloc1006,control,right,ventral_visual_cortex,space,431106,5.180130958557129,73555.0,381024.53125
sub-spaceloc1006,control,right,ventral_visual_cortex,feat,431106,4.778402328491211,76028.0,363292.375
sub-spaceloc1006,control,right,ventral_visual_cortex,tool,431106,4.699476718902588,32038.0,150561.828125
sub-spaceloc1006,control,right,ventral_visual_cortex,non_tool,431106,5.316233158111572,34937.0,185733.234375
