word_left_hemi,word_left_dorsal_visual_cortex,word_left_ventral_visual_cortex,word_right_hemi,word_right_dorsal_visual_cortex,word_right_ventral_visual_cortex,face_left_hemi,face_left_dorsal_visual_cortex,face_left_ventral_visual_cortex,face_right_hemi,face_right_dorsal_visual_cortex,face_right_ventral_visual_cortex,tool_left_hemi,tool_left_dorsal_visual_cortex,tool_left_ventral_visual_cortex,tool_right_hemi,tool_right_dorsal_visual_cortex,tool_right_ventral_visual_cortex,space_left_hemi,space_left_dorsal_visual_cortex,space_left_ventral_visual_cortex,space_right_hemi,space_right_dorsal_visual_cortex,space_right_ventral_visual_cortex
28136.737250000002,5713.9311075,7369.33795,24819.23575,5588.292775000001,1919.2375175000002,10511.104175,2679.495675,4884.720275,28959.521,5463.26835,9488.14625,38273.336,18853.093,5537.88285,18004.9949,4946.018212499999,3908.2319075,30166.109999999997,44550.005750000004,3095.99007725,20879.694750000002,18261.208000000002,11113.45875
32005.632250000002,4220.6987,4984.5377,10735.885825,3026.516905,3040.2500499999996,9374.442249999998,2872.1340775,2559.8996625,21556.26925,4050.4042,5801.9414575,32099.692525,10517.001412500002,5428.807225,21195.5472,5549.849425,3490.500185,70155.44325,18212.729,4942.863965,56446.55174999999,40606.38775,10999.334644999999
33282.32075,12421.0925,11482.471875,15345.722325,1775.92888,2017.0883,20777.04275,1916.903225,6596.166649999999,22113.13375,4459.015975,18182.94225,18871.092575,12044.109875,4366.536335000001,8216.391975,1405.1473425,2502.3742500000003,94924.805,31706.60825,1843.9640772500002,59848.6385,24324.41875,10949.67744
50135.5535,6444.07985,5384.592775,16852.81925,2418.0347500000003,1946.402475,9212.79605,3509.468425,2337.7285,20378.642,3829.7595699999997,5848.087207500001,16924.447825,15931.2027925,4778.1973925,23608.2141,10657.603325,5162.2597000000005,10587.99145,57752.97849999999,2517.2199250000003,52703.4075,39952.1,10947.25575
42289.0265,6062.0335,8693.2812325,22819.3565,5285.0454,2508.81065,14292.578924999998,1433.4332,3099.79595,17448.99225,5705.19315,8508.3485575,32240.057025000002,6783.95758,2892.2239,8387.323125,11977.831325000001,4849.355925,65572.29699999999,16030.008,11045.71315,87855.02325,18985.37575,7412.086895
37640.511,5139.5754,7109.238125,27469.6645,7129.864375,2718.8696250000003,14311.514374999999,1616.4017749999998,8509.1134,29015.701,4832.350675,6082.654187499999,31761.1603,7526.2033525,4961.703434999999,28631.884175,6720.2666125,5942.405125000001,28802.2945,18771.676925,2529.3510499999998,79833.7605,16596.2085,11626.9805
40236.24125,10177.4082,3710.2601649999997,15888.788075,4468.83541,3260.6969,15412.714375000001,2851.7889999999998,4714.061624999999,39566.41475,3657.4663,5182.225587499999,54144.494999999995,6424.2161075,1584.5500525,27821.947500000002,6640.513275,6233.571475000001,41952.026,39358.51075,9278.53243,37124.570999999996,14511.78075,6310.540765000001
29223.594749999997,7032.24785,4888.3315825,15444.63375,2204.036625,2799.753725,11536.4156,2447.972075,2152.7697,22393.309,2457.009075,4168.0113375,31126.5795,4595.0391625,2716.156925,29857.27855,8426.845125,2164.3691824999996,41933.065,5617.17275,8050.504125,98500.36099999999,54280.0705,11127.977749999998
37826.27425,3075.820275,10188.588749999999,21017.02725,5557.694925,2672.9636,8458.17645,2974.6436750000003,8494.1974,16912.671,2585.90854,13724.8507075,30599.2595,13943.03625,6597.429325,10687.207750000001,4998.0169125,2195.744635,50304.095499999996,9775.4245,1220.18060225,81552.24125,19288.65975,12521.6587425
42453.552,2737.68995,6065.942999999999,14708.438574999998,5757.39625,3376.3748750000004,17124.86675,1382.7676000000001,3895.1143249999996,50530.50325000001,3428.71385,14134.811249999999,25915.716499999995,3013.3031124999998,6232.153435000001,20524.1445,4337.188725,4260.361625,30014.591999999997,37834.1235,4314.35705225,54348.2035,47860.46,4276.1009775
44377.258499999996,4866.58145,4944.7367075,17898.712,2171.9837500000003,2667.3261,6571.09015,1510.34115,4535.656675,28906.53155,2139.24629,4908.8276,24782.41575,17379.505250000002,5864.469325,20448.235375,6652.141125,5337.249049999999,78501.1005,32906.532175,5222.589550000001,83613.783,61377.422000000006,8163.5587875
50748.5735,5106.615949999999,9164.01375,16111.698575,1402.6839300000001,2928.717625,11954.821,2856.7723499999997,5558.469055,16927.388,5288.766175000001,6450.3853500000005,19815.293125,10552.03375,3582.14105,18020.803,3723.6446375,2166.86706,45083.712,21609.561999999998,2105.85210225,36350.81375,28322.7675,4630.3175224999995
32477.498825000002,6555.13745,10540.683,28831.616500000004,4164.18843,2839.4639,17858.585375000002,2373.6126,3629.33345,30872.98775,4362.56977,6380.86925,40497.301575,12102.703042500001,4237.031125,15751.389975,2414.6746625,2005.877925,20368.777000000002,21546.40175,4867.8395900000005,138566.821,48210.888999999996,4904.886925
35438.1625,5299.563325,4299.627225,23696.194750000002,5189.026375,1975.3643175000002,7009.4436749999995,2146.936125,7444.529075,29616.281000000003,1707.6388,4920.5209575,28646.777324999995,15273.65775,7184.403549999999,23339.964525,9018.005500000001,5998.84765,26674.981499999998,10106.295125,9204.467004999999,82184.491,14508.10525,15345.786750000001
25241.255,4764.52415,6873.669774999999,16998.011574999997,5198.192775,2382.2259925,10284.775200000002,1202.5258275,4010.3346125000003,14878.37625,1998.27437,7077.82235,25545.7225,13859.4927875,5108.1327249999995,28949.924250000004,10472.407500000001,3009.0727575,77132.23075,15571.357499999998,7050.349305,52497.7205,13038.408,14335.90225
14978.669824999999,6002.433225,5552.8942074999995,31219.76025,5134.680875,2196.866,4080.2558750000003,1515.5037750000001,7304.7849750000005,26413.54525,4348.101565,8888.67895,18175.786125,12524.474999999999,5819.03685,30886.523975000004,4437.224212499999,3575.1954499999997,37040.4011,12751.67525,10176.367255,41077.2315,23037.351250000003,1905.0368799999999
28023.95325,5669.1429499999995,9562.097375000001,30329.30925,3310.3551875,2735.1086,8837.46085,2014.1421500000001,7137.259099999999,27551.03175,1870.01965,5803.876087500001,27306.06375,2647.54592,2463.477125,41070.833249999996,12233.04695,2711.9066000000003,53418.816999999995,20661.798000000003,12544.015000000001,64861.699499999995,33349.96,4939.57403
36523.53175,4845.516475,6011.589225,13796.0175,5843.4264,2012.7519000000002,8735.497299999999,2661.415875,7999.085925000001,25036.81325,4014.3525500000005,9656.280837499999,42935.065749999994,7031.42519,3769.4289425,9851.248025,6842.93175,4671.280925,17122.8031,17746.05175,7744.404525000001,53416.4145,20486.02125,9618.62919
44573.178,8186.001625000001,2430.7353574999997,14355.853825,3750.6631375,1130.1999175,16870.808500000003,2841.548175,7459.567725000001,24098.201,2548.7229,15119.643499999998,19842.53125,8579.83805,9419.812600000001,28297.2405,10842.94775,4485.532575,62993.969249999995,15919.89,12473.53355,84431.32325,35534.5945,17574.05525
19778.050750000002,5317.662625,5317.343525,17147.227825,4646.792074999999,2837.31435,13194.94275,2390.976875,4303.375099999999,20719.25925,2121.52582,7724.4307499999995,24091.747075,10517.67163,7146.634125000001,40679.048,10407.11475,5891.4343499999995,38493.2842,5253.4638,3630.468075,63654.611500000006,64352.057,15710.307250000002
26317.97325,3651.966375,9927.73285,15477.824825,4163.769375,3018.4987,10146.29135,1558.3768525,5508.363655,29483.686550000002,5567.553024999999,7816.46985,37763.5255,15411.286787500001,6237.7426000000005,14049.084475000001,4530.6672375,5532.752050000001,24292.728449999995,9487.82025,5829.69367725,90774.641,24098.1485,7869.453575
12779.076075,2699.65639,3209.3373825,19646.976575,4933.52305,1545.10995,12511.289925000001,2027.61625,4635.9033500000005,35260.79575,4526.055675,8052.538087499999,27466.7118,5470.136085,5731.41676,28791.4949,2242.6839250000003,4064.634325,48392.481999999996,38743.10475,6998.112525,66596.712,19085.447,6469.549244999999
18921.984325,5363.646525,5234.603675,28490.928499999998,5815.4279750000005,1711.8431174999998,10343.541850000001,2906.698475,2167.55123,21105.837750000002,2120.6885,15866.814999999999,30539.2494,13996.251559999999,6465.855125,11412.164275,11954.45955,2954.217835,58041.274999999994,13665.23275,3332.17562,149105.13,23423.63275,8396.79422
22582.0705,6507.876375,4613.3374825,27512.827999999998,2664.3538925000003,2906.8165425,16436.215775,1963.902275,6575.9475999999995,21801.036999999997,5467.193450000001,13320.5195,33296.8635,9086.7915425,2171.2086,26796.19685,5234.761675000001,5373.663,74780.04685,15999.162925,7160.8358499999995,56591.46575,17817.93925,6471.100015
27962.143,8771.3969,6299.15145,12399.401075,3274.564325,2691.5479674999997,10732.258775,1906.207775,7819.810600000001,20148.288549999997,2919.3979899999995,7553.65225,7678.603175000001,17963.6402875,2751.324425,39100.61275,5078.341875000001,4448.766825000001,75320.454,27385.848500000004,10786.117725,71523.6005,24227.77275,6910.1797275
33343.711,5173.102325,1879.09665,22483.42825,1441.607825,2981.7885175,9292.00665,1728.9710499999999,3625.595925,25675.317,4113.228300000001,3708.7395,52542.146525,3528.876885,5251.667375,22191.992425,8437.8938,2296.9351575,39957.37125,13715.0855,7002.900025000001,100491.854,29910.157250000004,11514.602325
28489.8165,6998.674332500001,5733.6204825,9196.176,3075.8273875,3626.7649,14196.242624999999,2693.9226774999997,2576.748575,21024.26955,3812.1893250000003,9972.20635,27276.396,6631.152825,4362.13785,14965.2903,11063.390524999999,3130.5206,40970.918,17784.632,8459.740225,71160.43475,27180.3885,12153.349250000001
29702.122750000002,4321.1530999999995,8506.26965,27056.1475,3881.1292499999995,2206.114825,8558.009849999999,1830.94195,5947.17785,15060.152,4862.860774999999,5920.5708375,45838.27649999999,19875.02975,6475.974925,8213.55795,6184.5222,4593.281625,69118.68875,14507.556125,7742.041725,77859.25074999999,46843.504,11595.004744999998
30766.754,10489.778124999999,8770.54995,20401.72875,5188.767374999999,3231.952475,10418.105425000002,2899.8938749999998,4486.355255,24760.434500000003,2898.1440350000003,7226.8115,13752.5968,10268.7235,9237.5718,14524.014400000002,8066.8338625,3083.0733,34635.4405,21630.649875,2721.0028249999996,57746.36975,38835.93825000001,10321.438985
31972.39,5249.36425,4559.5466075,26350.921,5544.3465750000005,3025.629925,4027.859625,2002.4240249999998,5694.0525,28053.860999999997,5337.2351499999995,8341.19685,27662.78325,4285.029455,7292.408460000001,7543.1557250000005,7055.1252,2819.2355350000003,36974.760949999996,24740.147500000003,2886.1544000000004,60230.039,30579.97675,15970.99219
34904.407250000004,10714.84205,4595.20215,8348.975325,4871.98725,1724.1093,11239.246,1601.7767775,4584.850075,44060.3355,3154.838475,13292.6096,24949.932149999997,6468.22219,7588.3530425,15704.718499999999,9816.123,9121.709850000001,58782.6835,23596.048,15827.210824999998,42767.174999999996,18529.433250000002,6521.3431825
32259.955500000004,7936.648324999999,10760.098250000003,20218.290500000003,1247.2722749999998,3406.3215999999998,14076.881099999999,2586.079175,4837.8096749999995,25514.641000000003,2010.548125,11406.990600000001,27161.10615,6551.482075,4834.339375,18021.684575000003,4701.7124,995.528975,24515.1845,15954.587499999998,9294.00494,96660.737,30712.73975,6080.356470000001
32764.335075000003,4237.319974999999,6222.284857499999,16656.8825,2915.7756,3947.420125,14206.1695,1365.7222525,4151.528075,24621.017,3499.1002750000002,11494.37425,30790.5665,9714.44505,4047.1821750000004,18110.08545,2625.7518925,4280.443525,45652.113999999994,38138.37575,4786.78498,55691.7645,20253.09325,15163.7101
25648.049,7293.690124999999,6151.677775,14633.9975,4607.163100000001,1889.879825,9292.00665,2357.46645,4325.535,23314.5915,2380.4329000000002,4145.246795,17880.019075,3157.4823250000004,3872.5166675,20542.803825,7121.117249999999,3436.860775,28341.709049999998,24655.341375,5756.921865,36234.589250000005,15088.136500000002,17082.2255
21505.949500000002,4627.413915,9640.8701,17858.503575000002,5778.35,3543.2380000000003,13031.861675,2949.8489999999997,5391.818455,20272.5075,1749.8662249999998,5846.029,49461.3955,10866.531565000001,7239.536800000002,14430.316225,9305.979949999999,6694.85195,73525.51174999999,21199.79275,15103.453000000001,65095.6665,31697.9825,13403.48575
28044.11625,7063.828625,8883.781575,12073.44975,4216.122687499999,3642.270275,18766.823,2037.3541999999998,9171.8542,27741.33325,2053.1902250000003,7208.283450000001,28718.149250000002,18933.12675,9157.692125,32884.113750000004,1705.3200499999998,7310.063250000001,29649.351199999997,26615.239999999998,2483.51854,146808.78624999998,24404.072249999997,15933.13075
37466.41775,2700.161475,8055.125974999999,19619.741825,3634.544875,1974.0093925,21025.824,1902.94495,7197.20025,26828.26625,6213.325650000001,11422.46075,23741.721025,7633.8765,8044.812925,12955.065200000001,7802.9720375,2449.76075,52661.102249999996,50129.437,7011.2646,54034.935249999995,31686.136000000002,6094.5768100000005
37780.16025,6206.742125,11489.5581,27411.50725,5994.882750000001,3469.67915,13503.851999999999,2767.6919500000004,5451.678449999999,26975.16875,3275.24552,15787.87185,26138.773400000002,4707.2433375,3916.472635,26273.554075,8142.491,2500.006,38973.3545,5815.797624999999,7925.065875,64054.55025,23212.032,15248.321000000002
25162.4405,5496.107875,5350.30415,8495.494825,3236.534125,1516.0973499999998,8519.777775,2252.398425,7313.8699000000015,19707.6945,1354.02212,3749.4012075,40227.082500000004,9610.7544625,5412.6146675,19744.195724999998,7641.4250375,2768.90621,52541.69499999999,20898.41525,5791.011455,44827.507000000005,27013.68125,16066.234
40006.639,10033.424125,8852.61585,18750.5905,4192.755155,1866.129675,17132.532725,1336.7370999999998,5316.978475,35276.44075,4220.967175,6695.808457499999,37389.47175,11308.5980975,6099.8092,13609.118175,9501.281050000001,1753.6817575,21247.912599999996,23019.015124999998,6394.884,71005.44,30410.0585,11054.67875
