word_left_hemi,word_left_dorsal_visual_cortex,word_left_ventral_visual_cortex,word_right_hemi,word_right_dorsal_visual_cortex,word_right_ventral_visual_cortex,face_left_hemi,face_left_dorsal_visual_cortex,face_left_ventral_visual_cortex,face_right_hemi,face_right_dorsal_visual_cortex,face_right_ventral_visual_cortex,tool_left_hemi,tool_left_dorsal_visual_cortex,tool_left_ventral_visual_cortex,tool_right_hemi,tool_right_dorsal_visual_cortex,tool_right_ventral_visual_cortex,space_left_hemi,space_left_dorsal_visual_cortex,space_left_ventral_visual_cortex,space_right_hemi,space_right_dorsal_visual_cortex,space_right_ventral_visual_cortex
9964.75,2228.75,1951.25,4907.25,520.25,688.25,3051.0,813.75,890.0,4310.5,845.25,2010.0,9980.5,2140.75,1456.5,6332.25,1732.0,1123.0,15776.0,6009.5,1122.5,14390.5,9871.75,1952.0
8518.0,1899.25,1199.25,3695.25,562.0,799.75,2551.0,834.75,1684.25,5200.0,1372.0,1684.25,5561.75,3072.0,1918.0,13563.0,1190.25,970.25,8008.5,6756.75,3039.25,24327.25,7154.0,1497.5
7781.5,1847.75,787.5,5567.75,673.0,698.5,2382.5,268.5,1747.0,5882.5,911.25,2640.0,12441.25,3918.25,639.25,6529.75,4021.25,246.25,19131.25,7041.75,807.0,8427.75,7341.75,3209.0
6861.75,1494.75,1592.5,5369.25,1464.5,353.75,2254.5,285.5,1475.5,6684.25,523.75,2191.75,9372.25,2325.25,1405.25,7669.5,1247.0,1188.0,10382.0,2353.75,1281.5,24902.25,5258.5,4523.75
6817.25,2721.0,2028.75,6417.25,1703.5,569.5,3913.0,696.0,790.75,4780.5,722.25,2160.75,6392.5,3188.5,1931.75,11823.75,1353.25,1355.75,8081.5,6656.25,997.25,12178.0,7243.0,1048.0
5656.75,1855.75,1765.75,6620.75,1260.25,321.75,4476.25,908.5,679.75,5201.75,1067.25,1414.75,8250.25,5100.0,1864.25,5990.25,1602.5,812.25,27496.75,9033.0,1323.25,9789.25,8269.5,869.75
6417.0,763.75,1336.5,3177.75,874.25,934.5,2975.75,362.75,984.75,8724.0,707.25,2741.5,8561.0,4723.25,1215.5,4073.0,559.25,381.25,26358.75,3722.5,1868.0,23198.75,9933.5,4470.25
9059.25,1917.0,2159.0,2984.25,634.5,427.5,1213.5,543.5,1094.25,6916.75,495.25,2043.5,7180.5,4676.5,1038.0,8418.25,2122.75,981.25,17055.75,4811.5,1632.0,33761.5,10193.75,585.25
3806.25,2925.25,716.0,7793.25,947.0,1074.75,5160.0,622.25,787.5,3973.25,489.5,2077.75,3263.5,4040.25,1347.5,1018.0,329.75,1026.25,8441.75,8702.75,1162.0,12619.25,14974.0,2223.0
6161.75,1268.75,1417.0,5797.5,1458.5,917.0,3546.75,745.5,1295.0,8676.25,497.0,2448.75,9963.0,1214.25,987.25,12027.75,3016.0,1034.0,10735.25,3735.25,1756.25,21369.0,7203.75,2536.75
4879.5,1192.25,659.25,6032.25,1654.75,1002.25,3001.0,798.25,1495.75,5581.5,936.0,2624.5,8871.5,2196.5,2147.25,1817.0,896.75,1382.25,14252.25,9587.0,2486.75,10124.25,6742.75,2512.75
10102.5,2337.0,1638.25,3361.75,926.75,356.75,4308.25,923.5,2062.5,3725.75,729.25,3138.75,10830.25,1768.5,1590.5,5152.0,1266.75,548.0,10562.75,4264.75,466.5,15324.75,4066.75,3689.75
8744.5,1683.5,1216.25,4043.75,541.5,825.0,4874.0,592.25,911.5,8699.0,910.0,2829.25,8506.0,3063.75,1852.75,7493.25,1935.0,915.5,19611.0,5377.75,2239.0,16460.25,9238.25,610.75
6863.5,1881.5,2565.0,3387.5,875.75,450.5,3969.75,984.5,774.5,4826.5,996.25,3462.5,11556.75,3465.75,2053.75,7521.5,1057.5,939.5,15041.0,7982.25,890.75,37280.0,10130.0,999.5
7684.0,2038.0,1816.0,2702.0,1213.5,592.5,5028.5,972.75,1178.5,10171.0,1428.25,1926.5,11742.5,5310.25,1062.5,4424.25,1741.5,707.25,21122.0,9975.5,1749.5,9429.5,9431.5,2000.5
9542.0,1265.0,2739.0,3254.25,1112.25,882.75,3903.75,424.5,1128.5,6142.25,1159.5,2275.5,6123.0,2439.5,1556.75,7400.75,1799.5,1714.75,23263.0,4204.0,514.75,21471.25,7846.0,1720.25
9197.0,1169.0,1146.5,4854.5,1228.0,710.75,3881.25,658.25,306.0,7217.25,781.0,2238.5,6980.0,3433.25,1140.25,5707.75,1433.0,955.75,20117.75,5546.25,1192.0,32901.0,8987.5,3052.5
