sub,group,hemi,roi,cond,roi_size,mean_act,volume,sum_selec,sum_selec_norm
sub-spaceloc1006,control,left,dorsal_visual_cortex,tool,67356,2.955652,243.0,718.22345,10.66309533979202
sub-spaceloc1006,control,left,ventral_visual_cortex,space,34297,3.198613,930.0,2974.71,86.73382397695134
sub-spaceloc1006,control,left,ventral_visual_cortex,tool,34297,2.9971254,372.0,1114.9307,32.50811044880018
sub-spaceloc1006,control,right,hemi,space,785594,3.666184,13578.0,49779.445,63.36535833076627
sub-spaceloc1006,control,right,hemi,tool,785594,2.9195464,1039.0,3033.4087,3.8612930997515895
sub-spaceloc1006,control,right,dorsal_visual_cortex,space,63088,3.8657722,7230.0,27949.533,443.02455622503487
sub-spaceloc1006,control,right,dorsal_visual_cortex,tool,63088,2.9777687,252.0,750.3977,11.894460199691304
sub-spaceloc1006,control,right,ventral_visual_cortex,space,34486,3.6541789,1002.0,3661.4873,106.17315155969088
sub-spaceloc1006,control,right,ventral_visual_cortex,tool,34486,2.8814292,58.0,167.1229,4.84610840013656
sub-spaceloc1007,control,left,hemi,space,662780,3.0935903,6604.0,20430.07,30.82481413515797
sub-spaceloc1007,control,left,hemi,tool,662780,3.4334004,5333.0,18310.324,27.626549109432997
sub-spaceloc1007,control,left,dorsal_visual_cortex,space,56860,3.2043383,3003.0,9622.628,169.23369556256597
sub-spaceloc1007,control,left,dorsal_visual_cortex,tool,56860,3.4882789,2773.0,9672.997,170.11954045572458
sub-spaceloc1007,control,left,ventral_visual_cortex,space,28317,3.101483,427.0,1324.3333,46.76813405209327
sub-spaceloc1007,control,left,ventral_visual_cortex,tool,28317,3.6584725,1050.0,3841.3962,135.65689304073084
sub-spaceloc1007,control,right,hemi,space,662749,3.6567075,14500.0,53022.258,80.00352744779698
sub-spaceloc1007,control,right,hemi,tool,662749,3.4850373,6410.0,22339.09,33.7067122602222
sub-spaceloc1007,control,right,dorsal_visual_cortex,space,55113,3.7166033,7954.0,29561.863,536.3863930696932
sub-spaceloc1007,control,right,dorsal_visual_cortex,tool,55113,3.3499358,2103.0,7044.915,127.8267385020322
sub-spaceloc1007,control,right,ventral_visual_cortex,space,28384,3.3172898,675.0,2239.1707,78.88848133796769
sub-spaceloc1007,control,right,ventral_visual_cortex,tool,28384,3.6829426,1398.0,5148.754,181.39634675345263
sub-spaceloc1008,control,left,hemi,space,723009,3.036239,1734.0,5264.8384,7.28184348867891
sub-spaceloc1008,control,left,hemi,tool,723009,2.9242887,617.0,1804.2861,2.4955237525570224
sub-spaceloc1008,control,left,dorsal_visual_cortex,space,61008,3.0441086,967.0,2943.653,48.25027990053558
sub-spaceloc1008,control,left,dorsal_visual_cortex,tool,61008,3.136792,35.0,109.78772,1.7995626758222285
sub-spaceloc1008,control,left,ventral_visual_cortex,space,30242,2.8616445,112.0,320.50418,10.597982306335664
sub-spaceloc1008,control,left,ventral_visual_cortex,tool,30242,2.9863389,139.0,415.1011,13.725980581189344
sub-spaceloc1008,control,right,hemi,space,756562,3.1104422,2837.0,8824.324,11.663715886801082
sub-spaceloc1008,control,right,hemi,tool,756562,2.9238849,753.0,2201.6853,2.910118804188388
sub-spaceloc1008,control,right,dorsal_visual_cortex,space,62594,3.003635,1389.0,4172.049,66.6525358361025
sub-spaceloc1008,control,right,dorsal_visual_cortex,tool,62594,2.8146427,63.0,177.3225,2.832899231664951
sub-spaceloc1008,control,right,ventral_visual_cortex,space,31450,3.0529325,199.0,607.53357,19.31744258619833
sub-spaceloc1008,control,right,ventral_visual_cortex,tool,31450,3.188836,136.0,433.6817,13.789561261054253
sub-spaceloc1009,control,left,hemi,space,736980,4.3655605,44769.0,195441.78,265.1927884745855
sub-spaceloc1009,control,left,hemi,tool,736980,3.361255,8297.0,27888.332,37.8413688719504
sub-spaceloc1009,control,left,dorsal_visual_cortex,space,60392,4.921009,19727.0,97076.75,1607.443866737316
sub-spaceloc1009,control,left,dorsal_visual_cortex,tool,60392,3.4001799,2933.0,9972.728,165.13325505137269
sub-spaceloc1009,control,left,ventral_visual_cortex,space,31456,3.7584364,1501.0,5641.413,179.34298976149225
sub-spaceloc1009,control,left,ventral_visual_cortex,tool,31456,3.2291582,420.0,1356.2465,43.11566823375311
sub-spaceloc1009,control,right,hemi,space,735949,4.440925,49537.0,219990.11,298.92031835765795
sub-spaceloc1009,control,right,hemi,tool,735949,3.0547175,3733.0,11403.261,15.494634468132302
sub-spaceloc1009,control,right,dorsal_visual_cortex,space,60246,4.994743,21159.0,105683.766,1754.2038579324767
sub-spaceloc1009,control,right,dorsal_visual_cortex,tool,60246,3.1813045,1248.0,3970.2678,65.90093653131537
sub-spaceloc1009,control,right,ventral_visual_cortex,space,32389,3.7484531,2788.0,10450.6875,322.6616289480997
sub-spaceloc1009,control,right,ventral_visual_cortex,tool,32389,2.9788413,262.0,780.4564,24.096341995691056
sub-spaceloc1010,control,left,hemi,space,686529,3.6434562,10106.0,36820.77,53.63323258194483
sub-spaceloc1010,control,left,hemi,tool,686529,3.5681672,4467.0,15939.003,23.216794818117663
sub-spaceloc1010,control,left,dorsal_visual_cortex,space,56199,3.7557383,4105.0,15417.306,274.3341636695048
sub-spaceloc1010,control,left,dorsal_visual_cortex,tool,56199,3.3183067,930.0,3086.0251,54.9124565647854
sub-spaceloc1010,control,left,ventral_visual_cortex,space,29570,3.6882892,434.0,1600.7175,54.13315959745942
sub-spaceloc1010,control,left,ventral_visual_cortex,tool,29570,3.5455642,569.0,2017.426,68.2254320389119
sub-spaceloc1010,control,right,hemi,space,658382,3.9854043,19582.0,78042.19,118.53633225088171
sub-spaceloc1010,control,right,hemi,tool,658382,3.1457787,1759.0,5533.425,8.404580934301817
sub-spaceloc1010,control,right,dorsal_visual_cortex,space,55650,4.2017965,9607.0,40366.66,725.3667593216531
sub-spaceloc1010,control,right,dorsal_visual_cortex,tool,55650,3.2186248,497.0,1599.6565,28.74495047871743
sub-spaceloc1010,control,right,ventral_visual_cortex,space,28762,3.4296155,804.0,2757.411,95.8699286792252
sub-spaceloc1010,control,right,ventral_visual_cortex,tool,28762,3.312893,229.0,758.65247,26.37690236493681
sub-spaceloc1011,control,left,hemi,space,682878,3.728067,31121.0,116021.17,169.90029240215677
sub-spaceloc1011,control,left,hemi,tool,682878,3.35981,13277.0,44608.2,65.32381950912169
sub-spaceloc1011,control,left,dorsal_visual_cortex,space,55265,4.146455,11387.0,47215.68,854.3504874242287
sub-spaceloc1011,control,left,dorsal_visual_cortex,tool,55265,3.4621177,4280.0,14817.863,268.1238266760156
sub-spaceloc1011,control,left,ventral_visual_cortex,space,29327,3.434431,2853.0,9798.432,334.1095795896273
sub-spaceloc1011,control,left,ventral_visual_cortex,tool,29327,3.6357832,1450.0,5271.8857,179.7621898655676
sub-spaceloc1011,control,right,hemi,space,677423,4.028253,46103.0,185714.56,274.14859327185525
sub-spaceloc1011,control,right,hemi,tool,677423,3.2177503,17796.0,57263.086,84.53076724218103
sub-spaceloc1011,control,right,dorsal_visual_cortex,space,56370,4.3769417,15105.0,66113.7,1172.852636597481
sub-spaceloc1011,control,right,dorsal_visual_cortex,tool,56370,3.2402954,5574.0,18061.406,320.4081293241086
sub-spaceloc1011,control,right,ventral_visual_cortex,space,29678,3.5327013,3250.0,11481.279,386.86162466726194
sub-spaceloc1011,control,right,ventral_visual_cortex,tool,29678,3.1703525,777.0,2463.3638,83.00302478372026
sub-spaceloc1012,control,left,hemi,space,659349,3.1822252,10836.0,34482.594,52.29793895190559
sub-spaceloc1012,control,left,hemi,tool,659349,3.1813269,10174.0,32366.82,49.08905649739364
sub-spaceloc1012,control,left,dorsal_visual_cortex,space,56804,3.3532097,2433.0,8158.3594,143.6229732941342
sub-spaceloc1012,control,left,dorsal_visual_cortex,tool,56804,3.2237382,4066.0,13107.72,230.75346325192768
sub-spaceloc1012,control,left,ventral_visual_cortex,space,28283,3.067526,119.0,365.0356,12.906537991502734
sub-spaceloc1012,control,left,ventral_visual_cortex,tool,28283,3.456904,775.0,2679.1006,94.72476703099036
sub-spaceloc1012,control,right,hemi,space,645716,3.1875525,8458.0,26960.318,41.75259457621462
sub-spaceloc1012,control,right,hemi,tool,645716,3.1200936,4921.0,15353.98,23.77822520852821
sub-spaceloc1012,control,right,dorsal_visual_cortex,space,54472,3.3580456,3504.0,11766.592,216.01174542654945
sub-spaceloc1012,control,right,dorsal_visual_cortex,tool,54472,3.2731073,1816.0,5943.963,109.11960072376634
sub-spaceloc1012,control,right,ventral_visual_cortex,space,27427,3.039581,89.0,270.5227,9.86337204499672
sub-spaceloc1012,control,right,ventral_visual_cortex,tool,27427,3.0799954,699.0,2152.9167,78.496253620406
sub-spaceloc2013,control,left,hemi,space,628577,3.3548439,8454.0,28361.85,45.1207244448572
sub-spaceloc2013,control,left,hemi,tool,628577,3.3071835,6362.0,21040.3,33.47290909665801
sub-spaceloc2013,control,left,dorsal_visual_cortex,space,54135,3.2916794,2510.0,8262.115,152.62058251362333
sub-spaceloc2013,control,left,dorsal_visual_cortex,tool,54135,3.080946,119.0,366.63257,6.772560605142237
sub-spaceloc2013,control,left,ventral_visual_cortex,space,26964,3.0390782,297.0,902.6062,33.47449195860685
sub-spaceloc2013,control,left,ventral_visual_cortex,tool,26964,3.3195062,311.0,1032.3665,38.28684375753319
sub-spaceloc2013,control,right,hemi,space,642687,3.5733888,13701.0,48959.0,76.17860638226695
sub-spaceloc2013,control,right,hemi,tool,642687,3.0623581,3902.0,11949.321,18.592753998544392
sub-spaceloc2013,control,right,dorsal_visual_cortex,space,53092,3.581229,5473.0,19600.066,369.1717472736005
sub-spaceloc2013,control,right,dorsal_visual_cortex,tool,53092,2.925267,424.0,1240.3132,23.361584276762507
sub-spaceloc2013,control,right,ventral_visual_cortex,space,27937,3.8894215,1413.0,5495.7524,196.7194917638347
sub-spaceloc2013,control,right,ventral_visual_cortex,tool,27937,2.9531858,181.0,534.5266,19.133286012389483
sub-spaceloc2014,control,left,hemi,space,671040,3.1331105,7596.0,23799.107,35.46600414561725
sub-spaceloc2014,control,left,hemi,tool,671040,2.9503198,898.0,2649.3872,3.94818074486059
sub-spaceloc2014,control,left,dorsal_visual_cortex,space,57085,3.153605,964.0,3040.0752,53.25523684527459
sub-spaceloc2014,control,left,dorsal_visual_cortex,tool,57085,2.9102976,57.0,165.88696,2.9059641392769557
sub-spaceloc2014,control,left,ventral_visual_cortex,space,28444,3.337589,668.0,2229.5095,78.38241883997942
sub-spaceloc2014,control,left,ventral_visual_cortex,tool,28444,2.9942417,123.0,368.29172,12.94795800623319
sub-spaceloc2014,control,right,hemi,space,690069,3.103627,5946.0,18454.166,26.74249388919804
sub-spaceloc2014,control,right,hemi,tool,690069,2.85843,403.0,1151.9473,1.6693218585750125
sub-spaceloc2014,control,right,dorsal_visual_cortex,space,57917,3.1168957,1569.0,4890.409,84.43823367383497
sub-spaceloc2014,control,right,dorsal_visual_cortex,tool,57917,2.929359,20.0,58.58718,1.0115714054821312
sub-spaceloc2014,control,right,ventral_visual_cortex,space,28450,3.107267,68.0,211.29414,7.426859180202383
sub-spaceloc2014,control,right,ventral_visual_cortex,tool,28450,2.8804321,97.0,279.40192,9.820805501016036
sub-spaceloc2015,control,left,hemi,space,626880,3.6396053,20610.0,75012.266,119.65968865652118
sub-spaceloc2015,control,left,hemi,tool,626880,3.3092651,14876.0,49228.63,78.52958924554939
sub-spaceloc2015,control,left,dorsal_visual_cortex,space,51299,3.9756606,9034.0,35916.117,700.1328912356965
sub-spaceloc2015,control,left,dorsal_visual_cortex,tool,51299,3.4926045,5863.0,20477.14,399.1723157371489
sub-spaceloc2015,control,left,ventral_visual_cortex,space,26248,3.5037465,2433.0,8524.615,324.7719915564996
sub-spaceloc2015,control,left,ventral_visual_cortex,tool,26248,3.3325617,341.0,1136.4036,43.29486301634886
sub-spaceloc2015,control,right,hemi,space,619142,3.6826546,24397.0,89845.73,145.11328025315677
sub-spaceloc2015,control,right,hemi,tool,619142,3.1006327,9828.0,30473.018,49.21813990671768
sub-spaceloc2015,control,right,dorsal_visual_cortex,space,49489,3.991814,9577.0,38229.6,772.4868468245468
sub-spaceloc2015,control,right,dorsal_visual_cortex,tool,49489,3.1546073,3001.0,9466.977,191.29456167027016
sub-spaceloc2015,control,right,ventral_visual_cortex,space,27123,3.2777154,1716.0,5624.5596,207.37232497557423
sub-spaceloc2015,control,right,ventral_visual_cortex,tool,27123,3.009278,343.0,1032.1824,38.05561232337407
sub-spaceloc2016,control,left,hemi,space,692354,3.6601133,19446.0,71174.56,102.80082515591737
sub-spaceloc2016,control,left,hemi,tool,692354,3.353226,2644.0,8865.93,12.805486337191669
sub-spaceloc2016,control,left,dorsal_visual_cortex,space,61576,3.7875743,11067.0,41917.086,680.7373966724049
sub-spaceloc2016,control,left,dorsal_visual_cortex,tool,61576,2.9335997,265.0,777.40393,12.62511255463269
sub-spaceloc2016,control,left,ventral_visual_cortex,space,29602,3.4097543,1124.0,3832.5637,129.4697561213136
sub-spaceloc2016,control,left,ventral_visual_cortex,tool,29602,3.5157826,536.0,1884.4595,63.65987003095231
sub-spaceloc2016,control,right,hemi,space,680647,4.1422915,25460.0,105462.74,154.94484246239242
sub-spaceloc2016,control,right,hemi,tool,680647,3.0018148,1140.0,3422.0688,5.027670507114922
sub-spaceloc2016,control,right,dorsal_visual_cortex,space,55246,4.2551346,11838.0,50372.28,911.78150906853
sub-spaceloc2016,control,right,dorsal_visual_cortex,tool,55246,3.0892327,519.0,1603.3118,29.021318603665875
sub-spaceloc2016,control,right,ventral_visual_cortex,space,28802,3.315403,1297.0,4300.0776,149.2978833663895
sub-spaceloc2016,control,right,ventral_visual_cortex,tool,28802,2.9097164,35.0,101.84007,3.5358680866549523
sub-spaceloc2017,control,left,hemi,space,667912,3.155477,6363.0,20078.3,30.06129666969601
sub-spaceloc2017,control,left,hemi,tool,667912,3.3664432,5188.0,17465.107,26.14881514611955
sub-spaceloc2017,control,left,dorsal_visual_cortex,space,56659,3.4096386,2734.0,9321.952,164.5272974891456
sub-spaceloc2017,control,left,dorsal_visual_cortex,tool,56659,3.2831588,2341.0,7685.8745,135.65143245942835
sub-spaceloc2017,control,left,ventral_visual_cortex,space,28337,2.8970132,232.0,672.10706,23.71835605971213
sub-spaceloc2017,control,left,ventral_visual_cortex,tool,28337,3.9077048,1023.0,3997.582,141.07287402512617
sub-spaceloc2017,control,right,hemi,space,665892,3.5453904,7295.0,25863.623,38.840567309526165
sub-spaceloc2017,control,right,hemi,tool,665892,3.1871533,2681.0,8544.758,12.832047558012407
sub-spaceloc2017,control,right,dorsal_visual_cortex,space,56038,3.8184285,4000.0,15273.714,272.5599390982458
sub-spaceloc2017,control,right,dorsal_visual_cortex,tool,56038,3.1907558,1004.0,3203.5188,57.1669010105308
sub-spaceloc2017,control,right,ventral_visual_cortex,space,28763,3.2255013,439.0,1415.9951,49.22974367025345
sub-spaceloc2017,control,right,ventral_visual_cortex,tool,28763,3.2435203,392.0,1271.46,44.20470607855578
sub-spaceloc2018,control,left,hemi,space,615270,3.1099048,1261.0,3921.5898,6.373770610870024
sub-spaceloc2018,control,left,hemi,tool,615270,3.4987109,20496.0,71709.58,116.54977184813173
sub-spaceloc2018,control,left,dorsal_visual_cortex,space,53562,3.1802056,866.0,2754.058,51.41813422704063
sub-spaceloc2018,control,left,dorsal_visual_cortex,tool,53562,3.6929927,6816.0,25171.438,469.94954445315705
sub-spaceloc2018,control,left,ventral_visual_cortex,space,26232,3.1076214,62.0,192.67253,7.344942479716747
sub-spaceloc2018,control,left,ventral_visual_cortex,tool,26232,3.4389303,1204.0,4140.472,157.8405065556858
sub-spaceloc2018,control,right,hemi,space,599247,3.4606888,2104.0,7281.289,12.150730938160724
sub-spaceloc2018,control,right,hemi,tool,599247,3.4441872,14427.0,49689.29,82.91954580081335
sub-spaceloc2018,control,right,dorsal_visual_cortex,space,49332,3.5792181,1461.0,5229.238,106.00092826094118
sub-spaceloc2018,control,right,dorsal_visual_cortex,tool,49332,3.5848007,4546.0,16296.504,330.34346684200926
sub-spaceloc2018,control,right,ventral_visual_cortex,space,25831,2.871792,47.0,134.97423,5.225280782984532
sub-spaceloc2018,control,right,ventral_visual_cortex,tool,25831,3.5791976,941.0,3368.025,130.38693439447758
sub-025,control,left,hemi,face,782310,3.9668164,7699.0,30540.52,39.038897024517134
sub-025,control,left,hemi,word,782310,4.1466174,10144.0,42063.29,53.768057499584565
sub-025,control,left,dorsal_visual_cortex,face,65583,3.4483466,422.0,1455.2023,22.18871156409149
sub-025,control,left,dorsal_visual_cortex,word,65583,4.0264816,1893.0,7622.1294,116.22111514464495
sub-025,control,left,ventral_visual_cortex,face,33857,4.636831,2749.0,12746.648,376.48487572732375
sub-025,control,left,ventral_visual_cortex,word,33857,4.9173975,2430.0,11949.275,352.93367370484685
sub-025,control,right,hemi,face,768737,4.3448973,16725.0,72668.41,94.5296066795276
sub-025,control,right,hemi,word,768737,4.0769634,8302.0,33846.95,44.02929638972756
sub-025,control,right,dorsal_visual_cortex,face,61895,3.470697,775.0,2689.79,43.45730736024719
sub-025,control,right,dorsal_visual_cortex,word,61895,3.567118,1668.0,5949.9526,96.12977844282656
sub-025,control,right,ventral_visual_cortex,face,33879,5.1351066,3370.0,17305.309,510.7975026934088
sub-025,control,right,ventral_visual_cortex,word,33879,4.2024837,1005.0,4223.496,124.6641309882228
sub-038,control,left,hemi,face,707532,3.3256454,4863.0,16172.614,22.857784888616347
sub-038,control,left,hemi,word,707532,3.5013359,4173.0,14611.074,20.650760981482108
sub-038,control,left,dorsal_visual_cortex,face,59884,3.0058136,355.0,1067.0638,17.818847150715342
sub-038,control,left,dorsal_visual_cortex,word,59884,3.2862818,467.0,1534.6936,25.627773754519158
sub-038,control,left,ventral_visual_cortex,face,29248,3.1275055,122.0,381.55566,13.04553008966425
sub-038,control,left,ventral_visual_cortex,word,29248,3.867279,353.0,1365.1495,46.67497046405951
sub-038,control,right,hemi,face,699009,3.268839,2811.0,9188.706,13.145332970945296
sub-038,control,right,hemi,word,699009,3.7897208,1206.0,4570.4033,6.538404112554344
sub-038,control,right,dorsal_visual_cortex,face,58576,2.795894,35.0,97.856285,1.6705866753485188
sub-038,control,right,dorsal_visual_cortex,word,58576,2.8218744,76.0,214.46245,3.661268234773921
sub-038,control,right,ventral_visual_cortex,face,30391,3.299629,538.0,1775.2004,58.41204433724212
sub-038,control,right,ventral_visual_cortex,word,30391,3.6414757,292.0,1063.3109,34.98769086525411
sub-057,control,left,hemi,face,732882,3.9030085,4053.0,15818.894,21.584502764002256
sub-057,control,left,hemi,word,732882,3.8896847,2663.0,10358.23,14.133558292808392
sub-057,control,left,dorsal_visual_cortex,face,61293,3.5838373,676.0,2422.674,39.5261134593775
sub-057,control,left,dorsal_visual_cortex,word,61293,3.740269,542.0,2027.2258,33.07434503251799
sub-057,control,left,ventral_visual_cortex,face,31676,3.9252498,1005.0,3944.876,124.53832480624132
sub-057,control,left,ventral_visual_cortex,word,31676,3.4722428,444.0,1541.6758,48.67015346792524
sub-057,control,right,hemi,face,721843,4.21429,7110.0,29963.602,41.50985957126411
sub-057,control,right,hemi,word,721843,3.9270823,2702.0,10610.977,14.699839940956693
sub-057,control,right,dorsal_visual_cortex,face,59408,4.637641,2169.0,10059.043,169.32135350037032
sub-057,control,right,dorsal_visual_cortex,word,59408,3.7168982,785.0,2917.7651,49.114010515734414
sub-057,control,right,ventral_visual_cortex,face,31918,4.302878,1848.0,7951.7188,249.1296055517263
sub-057,control,right,ventral_visual_cortex,word,31918,3.6468809,188.0,685.6136,21.480468275762306
sub-059,control,left,hemi,face,674648,3.43645,2075.0,7130.634,10.569413663217707
sub-059,control,left,hemi,word,674648,4.0026255,8309.0,33257.816,49.29654635639622
sub-059,control,left,dorsal_visual_cortex,face,57571,3.5178745,304.0,1069.4338,18.575912141366747
sub-059,control,left,dorsal_visual_cortex,word,57571,4.402006,390.0,1716.7823,29.820262782178744
sub-059,control,left,ventral_visual_cortex,face,28777,3.3696537,513.0,1728.6323,60.06992821415541
sub-059,control,left,ventral_visual_cortex,word,28777,4.0618763,949.0,3854.7205,133.95143548613044
sub-059,control,right,hemi,face,664009,3.9079437,5958.0,23283.53,35.065080890281614
sub-059,control,right,hemi,word,664009,3.786018,4117.0,15587.036,23.474133833746983
sub-059,control,right,dorsal_visual_cortex,face,56321,3.1019223,559.0,1733.9746,30.787354794392854
sub-059,control,right,dorsal_visual_cortex,word,56321,3.9779615,338.0,1344.551,23.87299631381945
sub-059,control,right,ventral_visual_cortex,face,28976,4.0737863,2101.0,8559.025,295.3832616863956
sub-059,control,right,ventral_visual_cortex,word,28976,3.7495275,578.0,2167.2268,74.79385721426785
sub-064,control,left,hemi,face,675009,3.4774432,2305.0,8015.507,11.874666613241454
sub-064,control,left,hemi,word,675009,3.8081253,11067.0,42144.523,62.43549854520458
sub-064,control,left,dorsal_visual_cortex,face,58028,3.8458886,895.0,3442.0703,59.3174038826084
sub-064,control,left,dorsal_visual_cortex,word,58028,3.9532201,2678.0,10586.724,182.44164253140724
sub-064,control,left,ventral_visual_cortex,face,29113,3.518997,429.0,1509.6497,51.854829739399065
sub-064,control,left,ventral_visual_cortex,word,29113,3.7547183,1149.0,4314.1714,148.1871118304108
sub-064,control,right,hemi,face,665909,3.813644,4183.0,15952.473,23.955934904393843
sub-064,control,right,hemi,word,665909,3.8774977,6791.0,26332.086,39.54306960485592
sub-064,control,right,dorsal_visual_cortex,face,53820,3.4358287,445.0,1528.9437,28.408467587995865
sub-064,control,right,dorsal_visual_cortex,word,53820,3.1104546,1692.0,5262.889,97.78686659524804
sub-064,control,right,ventral_visual_cortex,face,27965,3.477985,667.0,2319.816,82.95426132554086
sub-064,control,right,ventral_visual_cortex,word,27965,3.4908254,371.0,1295.0962,46.31132456306991
sub-067,control,left,hemi,face,580273,2.9538965,1509.0,4457.4297,7.68160794574278
sub-067,control,left,hemi,word,580273,3.547788,2016.0,7152.3403,12.325819626333208
sub-067,control,left,dorsal_visual_cortex,face,48568,3.2110095,259.0,831.6515,17.12344525732607
sub-067,control,left,dorsal_visual_cortex,word,48568,3.6021557,481.0,1732.6368,35.67445315475853
sub-067,control,left,ventral_visual_cortex,face,24418,3.0488565,115.0,350.6185,14.359017927588638
sub-067,control,left,ventral_visual_cortex,word,24418,4.0024657,96.0,384.2367,15.73579713063877
sub-067,control,right,hemi,face,584234,3.2288115,1933.0,6241.2925,10.682864195628378
sub-067,control,right,hemi,word,584234,3.821271,1136.0,4340.964,7.430180145605186
sub-067,control,right,dorsal_visual_cortex,face,49070,3.037442,81.0,246.0328,5.013914945923871
sub-067,control,right,dorsal_visual_cortex,word,49070,2.9281058,46.0,134.69287,2.744912799954147
sub-067,control,right,ventral_visual_cortex,face,25329,3.2745333,129.0,422.4148,16.677120886015043
sub-067,control,right,ventral_visual_cortex,word,25329,3.072579,38.0,116.757996,4.6096567415006025
sub-068,control,left,hemi,face,686378,3.2334032,4444.0,14369.244,20.93488448147377
sub-068,control,left,hemi,word,686378,3.535273,6783.0,23979.758,34.936664363513984
sub-068,control,left,dorsal_visual_cortex,face,56915,3.0389178,1060.0,3221.253,56.59760923636125
sub-068,control,left,dorsal_visual_cortex,word,56915,3.2696958,1991.0,6509.9644,114.3804683382017
sub-068,control,left,ventral_visual_cortex,face,27643,3.17772,992.0,3152.2983,114.03604311557174
sub-068,control,left,ventral_visual_cortex,word,27643,3.3612633,895.0,3008.3306,108.82793352408386
sub-068,control,right,hemi,face,675358,3.3780308,5961.0,20136.441,29.81595154903029
sub-068,control,right,hemi,word,675358,3.5939379,4656.0,16733.375,24.77704417508936
sub-068,control,right,dorsal_visual_cortex,face,55926,3.2932234,1657.0,5456.871,97.57306250670528
sub-068,control,right,dorsal_visual_cortex,word,55926,3.294093,1468.0,4835.7285,86.4665542971963
sub-068,control,right,ventral_visual_cortex,face,28799,3.4027765,599.0,2038.2631,70.77548045152393
sub-068,control,right,ventral_visual_cortex,word,28799,3.0850227,272.0,839.12616,29.137336701551053
sub-071,control,left,hemi,face,716260,2.8301716,327.0,925.4661,1.2920812630724614
sub-071,control,left,hemi,word,716260,2.8049006,641.0,1797.9413,2.510179661267818
sub-071,control,left,dorsal_visual_cortex,face,58436,2.812527,55.0,154.68898,2.647152099776492
sub-071,control,left,dorsal_visual_cortex,word,58436,2.736099,6.0,16.416594,0.2809328761659891
sub-071,control,left,ventral_visual_cortex,face,30519,2.792335,19.0,53.054367,1.7384045042573375
sub-071,control,left,ventral_visual_cortex,word,30519,2.772443,126.0,349.32782,11.446240696753456
sub-071,control,right,hemi,face,713425,2.827337,766.0,2165.7402,3.0356943398044645
sub-071,control,right,hemi,word,713425,2.8406198,805.0,2286.699,3.2052408797131795
sub-071,control,right,dorsal_visual_cortex,face,60371,2.821499,295.0,832.3422,13.787120043085151
sub-071,control,right,dorsal_visual_cortex,word,60371,2.8987596,44.0,127.545425,2.1126936014814905
sub-071,control,right,ventral_visual_cortex,face,30747,2.7461412,27.0,74.14581,2.411481217298639
sub-071,control,right,ventral_visual_cortex,word,30747,2.8524392,123.0,350.85,11.4108695516153
sub-083,control,left,hemi,face,776469,3.9566255,5949.0,23537.965,30.314107638231533
sub-083,control,left,hemi,word,776469,3.7753973,11211.0,42325.98,54.51084392132847
sub-083,control,left,dorsal_visual_cortex,face,67569,3.37094,745.0,2511.3503,37.16719711401493
sub-083,control,left,dorsal_visual_cortex,word,67569,3.900394,1014.0,3954.9995,58.53275187909767
sub-083,control,left,ventral_visual_cortex,face,33976,3.8120532,987.0,3762.4966,110.73983347160495
sub-083,control,left,ventral_visual_cortex,word,33976,4.9117813,1592.0,7819.5557,230.1493896886773
sub-083,control,right,hemi,face,769323,4.160532,8361.0,34786.207,45.21664766457002
sub-083,control,right,hemi,word,769323,3.5787106,4253.0,15220.256,19.783960520321116
sub-083,control,right,dorsal_visual_cortex,face,62462,3.3728669,259.0,873.5725,13.98566343962129
sub-083,control,right,dorsal_visual_cortex,word,62462,2.86012,140.0,400.4168,6.410566569786931
sub-083,control,right,ventral_visual_cortex,face,31930,3.924274,1395.0,5474.3623,171.44886641677107
sub-083,control,right,ventral_visual_cortex,word,31930,3.2701166,113.0,369.52316,11.57291458947062
sub-084,control,left,hemi,face,779033,3.0963743,1676.0,5189.5234,6.66149372042006
sub-084,control,left,hemi,word,779033,3.2287996,14914.0,48154.316,61.81293527520657
sub-084,control,left,dorsal_visual_cortex,face,64335,2.9805417,100.0,298.05417,4.632846330942284
sub-084,control,left,dorsal_visual_cortex,word,64335,3.3964815,2767.0,9398.064,146.08011895741043
sub-084,control,left,ventral_visual_cortex,face,33347,3.3265042,173.0,575.4852,17.25748131742548
sub-084,control,left,ventral_visual_cortex,word,33347,2.8433542,5.0,14.216771,0.4263283391547502
sub-084,control,right,hemi,face,770331,3.2531729,4376.0,14235.885,18.4802179395935
sub-084,control,right,hemi,word,770331,3.1485548,12746.0,40131.48,52.09641111256071
sub-084,control,right,dorsal_visual_cortex,face,63944,3.5335338,1101.0,3890.4207,60.841058649707165
sub-084,control,right,dorsal_visual_cortex,word,63944,3.3196394,2464.0,8179.5913,127.9180424839508
sub-084,control,right,ventral_visual_cortex,face,32625,3.959235,169.0,669.1107,20.50914077466475
sub-084,control,right,ventral_visual_cortex,word,32625,2.9959261,15.0,44.938892,1.377437313854466
sub-085,control,left,hemi,face,726473,3.487978,7543.0,26309.818,36.21582406968325
sub-085,control,left,hemi,word,726473,4.66676,5196.0,24248.484,33.37836970541232
sub-085,control,left,dorsal_visual_cortex,face,63412,3.2928405,628.0,2067.9038,32.610606960729044
sub-085,control,left,dorsal_visual_cortex,word,63412,4.5945272,630.0,2894.5522,45.64675843836734
