sub,group,hemi,roi,cond,roi_size,mean_act,volume,sum_selec,sum_selec_norm
sub-spaceloc1004,control,left,hemi,space,755050,3.427926,6951.0,23827.514,31.55753085474472
sub-spaceloc1004,control,left,hemi,tool,755050,3.4410717,5992.0,20618.902,27.307995952254817
sub-spaceloc1004,control,left,dorsal_visual_cortex,space,64104,3.4992576,3528.0,12345.381,192.5836275329933
sub-spaceloc1004,control,left,dorsal_visual_cortex,tool,64104,3.5187354,2582.0,9085.375,141.72867527767377
sub-spaceloc1004,control,left,ventral_visual_cortex,space,33388,3.4596934,1186.0,4103.1963,122.89434195107523
sub-spaceloc1004,control,left,ventral_visual_cortex,tool,33388,3.9453688,851.0,3357.5088,100.56034470655624
sub-spaceloc1004,control,right,hemi,space,761683,3.531255,9182.0,32423.982,42.568867129599845
sub-spaceloc1004,control,right,hemi,tool,761683,3.2991252,6040.0,19926.717,26.161430407236345
sub-spaceloc1004,control,right,dorsal_visual_cortex,space,64276,3.511315,4839.0,16991.254,264.3483400686104
sub-spaceloc1004,control,right,dorsal_visual_cortex,tool,64276,3.510311,2500.0,8775.777,136.53272362545897
sub-spaceloc1004,control,right,ventral_visual_cortex,space,32634,3.1303422,613.0,1918.8998,58.80063063900955
sub-spaceloc1004,control,right,ventral_visual_cortex,tool,32634,3.2319899,364.0,1176.4443,36.049651772308025
sub-spaceloc1005,control,left,hemi,space,845967,3.1938274,8496.0,27134.758,32.07543298083731
sub-spaceloc1005,control,left,hemi,tool,845967,3.6252527,27300.0,98969.4,116.98966796281653
sub-spaceloc1005,control,left,dorsal_visual_cortex,space,67920,3.333663,3232.0,10774.398,158.6336636852179
sub-spaceloc1005,control,left,dorsal_visual_cortex,tool,67920,3.7763298,6560.0,24772.723,364.733843584364
sub-spaceloc1005,control,left,ventral_visual_cortex,space,35943,3.2374997,552.0,1787.0999,49.720386543016026
sub-spaceloc1005,control,left,ventral_visual_cortex,tool,35943,4.4625683,2110.0,9416.02,261.9708853253763
sub-spaceloc1005,control,right,hemi,space,843351,3.547548,19061.0,67619.81,80.179916191479
sub-spaceloc1005,control,right,hemi,tool,843351,3.3617408,21340.0,71739.55,85.06487438207816
sub-spaceloc1005,control,right,dorsal_visual_cortex,space,69350,3.6089797,8689.0,31358.424,452.17626284246575
sub-spaceloc1005,control,right,dorsal_visual_cortex,tool,69350,3.4633372,3849.0,13330.385,192.21895840843547
sub-spaceloc1005,control,right,ventral_visual_cortex,space,35614,3.3789463,1751.0,5916.535,166.1294759434492
sub-spaceloc1005,control,right,ventral_visual_cortex,tool,35614,3.6682036,809.0,2967.5767,83.32612624687623
sub-spaceloc1006,control,left,hemi,space,815798,3.5315306,10834.0,38260.6,46.89960206141716
sub-spaceloc1006,control,left,hemi,tool,815798,2.9495893,2726.0,8040.5806,9.856092520950346
sub-spaceloc1006,control,left,dorsal_visual_cortex,space,67356,3.6984627,6092.0,22531.035,334.5067277785201
