Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,left,1,2.7172,0,0,0,0,1,shoe,Stim/Prac (1).jpg,phone,left,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,,,,,,,,,,,
0.3,right,1,2.7773,0,1,1,2,1,balloon,Stim/Prac (3).jpg,computer,right,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,,,,,,,,,,,
0.25,left,1,2.9198,0,2,2,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,,,,,,,,,,,
0.25,right,1,2.2274,0,3,3,1,1,castle,Stim/Prac (2).png,car,right,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,,,,,,,,,,,
0.3,right,1,0.9845,,,,,,dog,Stim/OBJ (16)_ripple.png,,,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,right,fish,0.2998,0,0,0,9,1,16,Animate,2
0.3,left,1,1.1609,,,,,,elephant,Stim/OBJ (18)_ripple.png,,,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,left,fish,0.301,0,1,1,11,1,18,Animate,2
0.25,left,1,1.0798,,,,,,butterfly,Stim/OBJ (10)_ripple.png,,,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,left,bear,0.2979,0,2,2,5,1,10,Animate,2
0.25,left,1,0.8129,,,,,,umbrella,Stim/OBJ (47)_ripple.png,,,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,left,key,0.251,0,3,3,29,1,47,Inanimate,2
0.25,left,1,1.0742,,,,,,spoon,Stim/OBJ (41)_ripple.png,,,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,left,umbrella,0.2532,0,4,4,24,1,41,Inanimate,2
0.2,right,1,0.8266,,,,,,flower,Stim/OBJ (20)_ripple.png,,,KT,2023-05-15_15h46.40.706,KorNet_kid_perturbed,2020.2.0,Win32,60,right,apple,0.25,0,5,5,13,1,20,Inanimate,2
