Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,left,1,11.3433,0,0,0,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,,,,,,,,,,,
0.3,right,1,4.0588,0,1,1,1,1,castle,Stim/Prac (2).png,car,right,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,,,,,,,,,,,
0.25,right,1,1.1,0,2,2,2,1,balloon,Stim/Prac (3).jpg,computer,right,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,,,,,,,,,,,
0.25,left,1,0.9479,0,3,3,0,1,shoe,Stim/Prac (1).jpg,phone,left,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,,,,,,,,,,,
0.3,left,1,0.8689,,,,,,chair,Stim/Complete/OBJ (12).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,left,kite,0.2999,0,0,0,7,1,12,Inanimate,1
0.3,left,1,0.942,,,,,,bear,Stim/Complete/OBJ (6).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,left,deer,0.3001,0,1,1,2,1,6,Animate,1
0.25,right,1,0.7788,,,,,,butterfly,Stim/Complete/OBJ (10).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,cow,0.2998,0,2,2,5,1,10,Animate,1
0.25,left,1,1.23,,,,,,truck,Stim/Complete/OBJ (45).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,left,leaf,0.25,0,3,3,27,1,45,Inanimate,1
0.25,right,1,1.4061,,,,,,kite,Stim/Complete/OBJ (30).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,leaf,0.2503,0,4,4,20,1,30,Inanimate,1
0.2,right,1,0.8934,,,,,,duck,Stim/Complete/OBJ (17).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,turtle,0.25,0,5,5,10,1,17,Animate,1
0.2,right,1,0.9416,,,,,,airplane,Stim/Complete/OBJ (1).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,key,0.2,0,6,6,0,1,1,Inanimate,1
0.2,right,1,1.1549,,,,,,rabbit,Stim/Complete/OBJ (38).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,bear,0.1999,0,7,7,23,1,38,Animate,1
0.15,right,1,1.2826,,,,,,cat,Stim/Complete/OBJ (11).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,bear,0.2,0,8,8,6,1,11,Animate,1
0.15,left,1,0.5992,,,,,,key,Stim/Complete/OBJ (29).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,left,spoon,0.1506,0,9,9,19,1,29,Inanimate,1
0.15,right,1,0.8234,,,,,,elephant,Stim/Complete/OBJ (18).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,bear,0.1501,0,10,10,11,1,18,Animate,1
0.1,right,1,0.951,,,,,,bicycle,Stim/Complete/OBJ (7).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,key,0.1502,0,11,11,3,1,7,Inanimate,1
0.1,right,1,0.8464,,,,,,turtle,Stim/Complete/OBJ (46).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,cow,0.1,0,12,12,28,1,46,Animate,1
0.1,right,1,0.6804,,,,,,tree,Stim/Complete/OBJ (44).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,spoon,0.1,0,13,13,26,1,44,Inanimate,1
0.1,left,1,0.999,,,,,,lamp,Stim/Complete/OBJ (31).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,left,airplane,0.1002,0,14,14,21,1,31,Inanimate,1
0.1,left,1,0.658,,,,,,fish,Stim/Complete/OBJ (19).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,left,turtle,0.1,0,15,15,12,1,19,Animate,1
0.1,left,1,0.7318,,,,,,leaf,Stim/Complete/OBJ (32).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,left,scissors,0.1,0,16,16,22,1,32,Inanimate,1
0.1,right,1,0.6024,,,,,,bird,Stim/Complete/OBJ (8).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,mouse,0.1,0,17,17,4,1,8,Animate,1
0.1,right,1,0.9255,,,,,,foot,Stim/Complete/OBJ (21).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,right,turtle,0.0998,0,18,18,14,1,21,Animate,1
0.1,left,1,1.0304,,,,,,frog,Stim/Complete/OBJ (23).png,,,5eee22ab319d6928d2ec1030,2023-06-22_17h46.33.700,KorNet_adult_complete,2020.2.0,Win32,60,left,dog,0.1001,0,19,19,16,1,23,Animate,1
