Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,right,1,1.9653,0,0,0,2,1,balloon,Stim/Prac (3).jpg,computer,right,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,,,,,,,,,,,
0.3,left,1,0.8886,0,1,1,0,1,shoe,Stim/Prac (1).jpg,phone,left,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,,,,,,,,,,,
0.25,left,1,0.8786,0,2,2,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,,,,,,,,,,,
0.25,right,1,0.6951,0,3,3,1,1,castle,Stim/Prac (2).png,car,right,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,,,,,,,,,,,
0.3,right,1,0.7999,,,,,,key,Stim/OBJ (29)_ripple.png,,,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,right,flower,0.2993,0,0,0,19,1,29,Inanimate,2
0.3,left,1,1.694,,,,,,frog,Stim/OBJ (23)_ripple.png,,,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,left,fish,0.2996,0,1,1,16,1,23,Animate,2
0.25,right,1,0.6869,,,,,,hand,Stim/OBJ (25)_ripple.png,,,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,right,cow,0.2998,0,2,2,17,1,25,Animate,2
0.25,left,1,0.7681,,,,,,spoon,Stim/OBJ (41)_ripple.png,,,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,left,kite,0.2501,0,3,3,24,1,41,Inanimate,2
0.25,right,1,0.6259,,,,,,fish,Stim/OBJ (19)_ripple.png,,,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,right,bear,0.2498,0,4,4,12,1,19,Animate,2
0.2,right,1,0.6801,,,,,,rabbit,Stim/OBJ (38)_ripple.png,,,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,right,turtle,0.25,0,5,5,23,1,38,Animate,2
0.2,left,1,0.6672,,,,,,butterfly,Stim/OBJ (10)_ripple.png,,,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,left,frog,0.1997,0,6,6,5,1,10,Animate,2
0.2,right,1,0.6723,,,,,,truck,Stim/OBJ (45)_ripple.png,,,6134fdc453e003c6565b37aa,2023-06-22_18h46.09.332,KorNet_adult_perturbed,2020.2.0,Win32,60,right,fork,0.2005,0,7,7,27,1,45,Inanimate,2
