Duration,resp.keys,resp.corr,resp.rt,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,pracTrials.ran,objLabel,imFile,distractLabel,corr,participant,date,expName,psychopyVersion,OS,frameRate,Corr,objDistract,py_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,objNum,animType,condition
0.3,left,1,1.016,0,0,0,0,1,shoe,Stim/Prac (1).jpg,phone,left,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,,,,,,,,,,,
0.3,right,1,0.6869,0,1,1,1,1,castle,Stim/Prac (2).png,car,right,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,,,,,,,,,,,
0.25,right,1,1.1979,0,2,2,2,1,balloon,Stim/Prac (3).jpg,computer,right,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,,,,,,,,,,,
0.25,left,1,0.7552,0,3,3,3,1,motorcycle,Stim/Prac (4).jpg,skateboard,left,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,,,,,,,,,,,
0.3,left,1,0.938,,,,,,apple,Stim/OBJ (4)_IC.png,,,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,left,flower,0.2887,0,0,0,1,1,4,Inanimate,3
0.3,left,1,2.7701,,,,,,umbrella,Stim/OBJ (47)_IC.png,,,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,left,tree,0.3014,0,1,1,29,1,47,Inanimate,3
0.25,left,1,0.9126,,,,,,leaf,Stim/OBJ (32)_IC.png,,,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,left,flower,0.2945,0,2,2,22,1,32,Inanimate,3
0.25,right,1,0.9028,,,,,,rabbit,Stim/OBJ (38)_IC.png,,,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,right,hand,0.2509,0,3,3,23,1,38,Animate,3
0.25,left,1,4.6262,,,,,,bear,Stim/OBJ (6)_IC.png,,,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,left,bird,0.2488,0,4,4,2,1,6,Animate,3
0.2,right,1,0.7198,,,,,,bird,Stim/OBJ (8)_IC.png,,,5f80a9b2fead31110936e514,2023-06-22_17h44.25.550,KorNet_adult_deleted,2020.2.0,Win32,60,right,penguin,0.2526,0,5,5,4,1,8,Animate,3
